obs_id,date,place,species,determinavit_cf,municipality.id,municipality.name,municipality_expert,srid,x,y,geometry,xy_type,xy_precision,geo_expert,altitude_min,altitude_max,altitude_expert,supplements.obs_type
10901232,07/07/21 09:33 PM,Sbb-area-3,Geranium robertianum,-,371,Biel/Bienne,SP,4326,7.24047739,47.13352456,POINT(7.24047739 47.13352456),GM,2.5,O,433.1,433.3,SP,
10901231,07/07/21 09:34 PM,Sbb-area-3,Circaea lutetiana,-,371,Biel/Bienne,SP,4326,7.24047328,47.13355214,POINT(7.24047328 47.13355214),GM,3.5,O,433.3,,SP,
10901230,07/07/21 09:34 PM,Sbb-area-3,Oenothera biennis aggr.,CF,371,Biel/Bienne,SP,4326,7.24051679,47.13363826,POINT(7.24051679 47.13363826),GM,3,O,433.3,,SP,
10901229,07/07/21 09:35 PM,Sbb-area-3,Salix caprea,CF,371,Biel/Bienne,SP,4326,7.24057454,47.13364769,POINT(7.24057454 47.13364769),GM,2,O,433.3,433.4,SP,
10901228,07/07/21 09:35 PM,Sbb-area-3,Populus alba,-,371,Biel/Bienne,SP,4326,7.24057454,47.13364769,POINT(7.24057454 47.13364769),GM,2.5,O,433.3,433.4,SP,
10901227,07/07/21 09:35 PM,Sbb-area-3,Cirsium vulgare,-,371,Biel/Bienne,SP,4326,7.24054076,47.13359841,POINT(7.24054076 47.13359841),GM,3,O,433.3,,SP,
10901226,07/07/21 09:42 PM,random,Verbascum nigrum,-,371,Biel/Bienne,SP,4326,7.24285081,47.13154006,POINT(7.24285081 47.13154006),GM,2,O,432.8,,SP,
10901225,07/07/21 09:43 PM,random,Achillea millefolium,-,371,Biel/Bienne,SP,4326,7.24285081,47.13154006,POINT(7.24285081 47.13154006),GM,2,O,432.8,,SP,
10901224,07/07/21 09:43 PM,random,Lotus corniculatus aggr.,-,371,Biel/Bienne,SP,4326,7.24287964,47.13153575,POINT(7.24287964 47.13153575),GM,2,O,432.8,432.9,SP,
10901223,07/08/21 12:23 PM,random,Lonicera sp.,-,371,Biel/Bienne,SP,4326,7.2449343,47.13329934,POINT(7.2449343 47.13329934),GM,17.5,O,434.6,434.7,SP,
10901222,07/08/21 12:24 PM,random,Hedera helix,-,371,Biel/Bienne,SP,4326,7.24499708,47.13318958,POINT(7.24499708 47.13318958),GM,11.5,O,434.6,434.7,SP,
10901221,07/08/21 12:25 PM,random,Lonicera sp.,-,371,Biel/Bienne,SP,4326,7.24507101,47.13284198,POINT(7.24507101 47.13284198),GM,4.5,O,434.2,434.6,SP,
10901220,07/08/21 12:25 PM,random,Hedera helix,-,371,Biel/Bienne,SP,4326,7.24507101,47.13284198,POINT(7.24507101 47.13284198),GM,4,O,434.2,434.6,SP,
10901219,07/08/21 12:28 PM,random,Lavandula angustifolia,-,371,Biel/Bienne,SP,4326,7.24633969,47.13226661,POINT(7.24633969 47.13226661),GM,2.5,O,434.6,,SP,
10901218,07/08/21 12:29 PM,random,Perovskia atriplicifolia,-,371,Biel/Bienne,SP,4326,7.24633969,47.13226661,POINT(7.24633969 47.13226661),GM,2.5,O,434.6,,SP,
10901217,07/08/21 12:29 PM,Murtenstrasse-area-2,Hedera helix,-,371,Biel/Bienne,SP,4326,7.24642527,47.1322801,POINT(7.24642527 47.1322801),GM,4.5,O,434.6,,SP,
10901216,07/08/21 12:30 PM,Murtenstrasse-area-2,Taraxacum sp.,-,371,Biel/Bienne,SP,4326,7.2465303,47.13219251,POINT(7.2465303 47.13219251),GM,3.5,O,434.5,434.7,SP,
10901215,07/08/21 12:31 PM,Murtenstrasse-area-2,Polygonum aviculare aggr.,-,371,Biel/Bienne,SP,4326,7.24652116,47.13219859,POINT(7.24652116 47.13219859),GM,3.5,O,434.5,434.7,SP,
10901214,07/08/21 12:31 PM,Murtenstrasse-area-2,Plantago lanceolata,-,371,Biel/Bienne,SP,4326,7.24649987,47.13220127,POINT(7.24649987 47.13220127),GM,3.5,O,434.5,434.7,SP,
10901213,07/08/21 12:32 PM,Murtenstrasse-area-2,Geranium pusillum,-,371,Biel/Bienne,SP,4326,7.24650071,47.13217579,POINT(7.24650071 47.13217579),GM,3.5,O,434.5,434.7,SP,
10901212,07/08/21 04:44 PM,Mettstrasse-area-1,Plantago lanceolata,-,371,Biel/Bienne,SP,4326,7.26056395,47.13797049,POINT(7.26056395 47.13797049),GM,9.5,O,439.7,440.8,SP,
10901211,07/08/21 04:44 PM,Mettstrasse-area-1,Trifolium repens,-,371,Biel/Bienne,SP,4326,7.26051936,47.13797519,POINT(7.26051936 47.13797519),GM,6,O,439.9,,SP,
10901210,07/08/21 04:44 PM,Mettstrasse-area-1,Erigeron annuus,-,371,Biel/Bienne,SP,4326,7.26051936,47.13797519,POINT(7.26051936 47.13797519),GM,6,O,439.9,,SP,
10901209,07/08/21 04:44 PM,Mettstrasse-area-1,Hedera helix,-,371,Biel/Bienne,SP,4326,7.26051936,47.13797519,POINT(7.26051936 47.13797519),GM,4.5,O,439.9,,SP,
10901208,07/08/21 04:44 PM,Mettstrasse-area-1,Verbascum thapsus,-,371,Biel/Bienne,SP,4326,7.26051936,47.13797519,POINT(7.26051936 47.13797519),GM,4.5,O,439.9,,SP,
10901207,07/08/21 04:44 PM,Mettstrasse-area-1,Lapsana communis,-,371,Biel/Bienne,SP,4326,7.26054559,47.13798554,POINT(7.26054559 47.13798554),GM,4,O,439.9,,SP,
10901206,07/08/21 04:44 PM,Mettstrasse-area-1,Daucus carota,-,371,Biel/Bienne,SP,4326,7.26054559,47.13798554,POINT(7.26054559 47.13798554),GM,3.5,O,439.9,,SP,
10901205,07/08/21 04:46 PM,Mettstrasse-area-1,Cornus sanguinea,-,371,Biel/Bienne,SP,4326,7.26039296,47.1378829,POINT(7.26039296 47.1378829),GM,3,O,439.9,,SP,
10901204,07/08/21 04:46 PM,Mettstrasse-area-1,Acer sp.,-,371,Biel/Bienne,SP,4326,7.26035985,47.13787066,POINT(7.26035985 47.13787066),GM,3,O,439.7,439.9,SP,
10901203,07/08/21 04:46 PM,Mettstrasse-area-1,Rubus fruticosus aggr.,CF,371,Biel/Bienne,SP,4326,7.26036438,47.13785541,POINT(7.26036438 47.13785541),GM,3,O,439.7,439.9,SP,
10901202,07/08/21 04:46 PM,Mettstrasse-area-1,Sonchus asper,-,371,Biel/Bienne,SP,4326,7.26043168,47.13789799,POINT(7.26043168 47.13789799),GM,3,O,439.9,,SP,
10901201,07/08/21 04:46 PM,Mettstrasse-area-1,Galium mollugo aggr.,-,371,Biel/Bienne,SP,4326,7.26045893,47.13790997,POINT(7.26045893 47.13790997),GM,3.5,O,439.9,,SP,
10901200,07/08/21 04:47 PM,Mettstrasse-area-1,Veronica sp.,-,371,Biel/Bienne,SP,4326,7.26043546,47.13792225,POINT(7.26043546 47.13792225),GM,3.5,O,439.9,,SP,
10901199,07/08/21 04:50 PM,Mettstrasse-area-2,Senecio vulgaris,-,371,Biel/Bienne,SP,4326,7.25933961,47.13764854,POINT(7.25933961 47.13764854),GM,2.5,O,439.2,439.8,SP,
10901198,07/08/21 04:51 PM,Mettstrasse-area-2,Robinia pseudoacacia,-,371,Biel/Bienne,SP,4326,7.25933961,47.13764854,POINT(7.25933961 47.13764854),GM,3,O,439.2,439.8,SP,
10901197,07/08/21 04:51 PM,Mettstrasse-area-2,Lamium maculatum,-,371,Biel/Bienne,SP,4326,7.25927607,47.1374791,POINT(7.25927607 47.1374791),GM,8.5,O,439.4,439.9,SP,
10901196,07/08/21 04:51 PM,Mettstrasse-area-2,Geum urbanum,-,371,Biel/Bienne,SP,4326,7.25934053,47.13751649,POINT(7.25934053 47.13751649),GM,3.5,O,439.4,439.9,SP,
10901195,07/08/21 04:51 PM,Mettstrasse-area-2,Equisetum arvense,-,371,Biel/Bienne,SP,4326,7.25932963,47.1375322,POINT(7.25932963 47.1375322),GM,3,O,439.4,439.9,SP,
10901194,07/08/21 04:51 PM,Mettstrasse-area-2,Galium mollugo aggr.,-,371,Biel/Bienne,SP,4326,7.25932963,47.1375322,POINT(7.25932963 47.1375322),GM,3,O,439.4,439.9,SP,
10901193,07/08/21 04:52 PM,Mettstrasse-area-2,Geranium pyrenaicum,-,371,Biel/Bienne,SP,4326,7.25936274,47.13756657,POINT(7.25936274 47.13756657),GM,2.5,O,439.2,439.9,SP,
10901192,07/08/21 04:52 PM,Mettstrasse-area-2,Urtica dioica,-,371,Biel/Bienne,SP,4326,7.25937204,47.13757294,POINT(7.25937204 47.13757294),GM,2.5,O,439.2,439.9,SP,
10901191,07/08/21 04:52 PM,Mettstrasse-area-2,Sonchus oleraceus,-,371,Biel/Bienne,SP,4326,7.25938034,47.13757931,POINT(7.25938034 47.13757931),GM,2.5,O,439.2,439.9,SP,
10901190,07/08/21 04:53 PM,Mettstrasse-area-2,Cirsium arvense,-,371,Biel/Bienne,SP,4326,7.25946592,47.13763635,POINT(7.25946592 47.13763635),GM,3.5,O,439.2,,SP,
10901189,07/08/21 04:54 PM,Mettstrasse-area-2,Malva alcea,-,371,Biel/Bienne,SP,4326,7.25940549,47.13761983,POINT(7.25940549 47.13761983),GM,3.5,O,439.2,,SP,
10901188,07/08/21 04:54 PM,Mettstrasse-area-2,Acer sp.,-,371,Biel/Bienne,SP,4326,7.25940549,47.13761983,POINT(7.25940549 47.13761983),GM,3,O,439.2,,SP,
10901187,07/08/21 04:55 PM,Mettstrasse-area-2,Lysimachia nummularia,-,371,Biel/Bienne,SP,4326,7.25944639,47.13762947,POINT(7.25944639 47.13762947),GM,2.5,O,439.2,,SP,
10901186,07/08/21 04:56 PM,Mettstrasse-area-2,Corylus avellana,CF,371,Biel/Bienne,SP,4326,7.25940566,47.13760672,POINT(7.25940566 47.13760672),GM,2.5,O,439.2,439.4,SP,
10901185,07/08/21 04:57 PM,Mettstrasse-area-2,Heracleum sphondylium,CF,371,Biel/Bienne,SP,4326,7.25936945,47.1376361,POINT(7.25936945 47.1376361),GM,2,O,439.2,439.8,SP,
10901184,07/08/21 04:57 PM,Mettstrasse-area-2,Polygonum aviculare aggr.,-,371,Biel/Bienne,SP,4326,7.25938085,47.13760697,POINT(7.25938085 47.13760697),GM,2.5,O,439.2,439.8,SP,
10901183,07/08/21 05:00 PM,Mattenstrasse-berm-4,Pastinaca sativa,-,371,Biel/Bienne,SP,4326,7.25804796,47.13820355,POINT(7.25804796 47.13820355),GM,3.5,O,439.1,439.4,SP,
10901182,07/08/21 05:01 PM,Mattenstrasse-berm-4,Senecio vulgaris,-,371,Biel/Bienne,SP,4326,7.25805868,47.13819513,POINT(7.25805868 47.13819513),GM,4,O,439.1,439.4,SP,
10901181,07/08/21 05:01 PM,Mattenstrasse-berm-4,Artemisia vulgaris,CF,371,Biel/Bienne,SP,4326,7.258055,47.13821063,POINT(7.258055 47.13821063),GM,3.5,O,439.1,439.4,SP,
10901180,07/08/21 05:02 PM,Mattenstrasse-berm-4,Galium mollugo aggr.,-,371,Biel/Bienne,SP,4326,7.258055,47.13821063,POINT(7.258055 47.13821063),GM,3,O,439.1,439.4,SP,
10901179,07/08/21 05:02 PM,Mattenstrasse-berm-4,Daucus carota,-,371,Biel/Bienne,SP,4326,7.258055,47.13821063,POINT(7.258055 47.13821063),GM,2.5,O,439.1,439.4,SP,
10901178,07/08/21 05:02 PM,Mattenstrasse-berm-4,Convolvulus arvensis,-,371,Biel/Bienne,SP,4326,7.25808081,47.13821906,POINT(7.25808081 47.13821906),GM,2.5,O,439.4,,SP,
10901177,07/08/21 05:02 PM,Mattenstrasse-berm-4,Sedum album,-,371,Biel/Bienne,SP,4326,7.25808081,47.13821906,POINT(7.25808081 47.13821906),GM,2.5,O,439.4,,SP,
10901176,07/08/21 05:03 PM,Mattenstrasse-berm-4,Cirsium arvense,-,371,Biel/Bienne,SP,4326,7.2581845,47.13836323,POINT(7.2581845 47.13836323),GM,7.5,O,439.3,,SP,
10901175,07/08/21 05:03 PM,Mattenstrasse-berm-4,Rumex obtusifolius,-,371,Biel/Bienne,SP,4326,7.2581845,47.13836323,POINT(7.2581845 47.13836323),GM,5.5,O,439.3,,SP,
10901174,07/08/21 05:04 PM,Mattenstrasse-berm-4,Heracleum sphondylium,-,371,Biel/Bienne,SP,4326,7.25788685,47.13823683,POINT(7.25788685 47.13823683),GM,3,O,439.1,,SP,
10901173,07/08/21 05:04 PM,Mattenstrasse-berm-4,Medicago sativa,-,371,Biel/Bienne,SP,4326,7.25788685,47.13823683,POINT(7.25788685 47.13823683),GM,3.5,O,439.1,,SP,
10901172,07/08/21 05:05 PM,Mattenstrasse-berm-4,Reseda lutea,-,371,Biel/Bienne,SP,4326,7.25784293,47.13820782,POINT(7.25784293 47.13820782),GM,3,O,439.1,,SP,
10901171,07/08/21 05:05 PM,Mattenstrasse-berm-4,Senecio jacobaea,-,371,Biel/Bienne,SP,4326,7.25784293,47.13820782,POINT(7.25784293 47.13820782),GM,3,O,439.1,,SP,
10901170,07/08/21 05:05 PM,Mattenstrasse-berm-4,Carduus crispus,-,371,Biel/Bienne,SP,4326,7.25780924,47.13821897,POINT(7.25780924 47.13821897),GM,3.5,O,439.1,,SP,
10901169,07/08/21 05:05 PM,Mattenstrasse-berm-4,Geum urbanum,-,371,Biel/Bienne,SP,4326,7.25780924,47.13821897,POINT(7.25780924 47.13821897),GM,3,O,439.1,,SP,
10901168,07/08/21 05:07 PM,Mattenstrasse-berm-4,Calystegia sepium,-,371,Biel/Bienne,SP,4326,7.25778426,47.13821164,POINT(7.25778426 47.13821164),GM,2.5,O,439.1,,SP,
10901167,07/08/21 05:07 PM,Mattenstrasse-berm-4,Trifolium repens,-,371,Biel/Bienne,SP,4326,7.25776364,47.13824102,POINT(7.25776364 47.13824102),GM,3.5,O,439.1,,SP,
10901166,07/08/21 05:08 PM,Mattenstrasse-berm-4,Galium mollugo aggr.,-,371,Biel/Bienne,SP,4326,7.25776364,47.13824102,POINT(7.25776364 47.13824102),GM,3.5,O,439.1,,SP,
10901165,07/08/21 05:08 PM,Mattenstrasse-berm-4,Trifolium pratense,-,371,Biel/Bienne,SP,4326,7.25776364,47.13824102,POINT(7.25776364 47.13824102),GM,3.5,O,439.1,,SP,
10901164,07/08/21 05:09 PM,Mattenstrasse-berm-4,Lapsana communis,-,371,Biel/Bienne,SP,4326,7.25787596,47.13824785,POINT(7.25787596 47.13824785),GM,3,O,439.1,,SP,
10901163,07/08/21 05:10 PM,Mattenstrasse-berm-4,Plantago lanceolata,-,371,Biel/Bienne,SP,4326,7.25806455,47.13826838,POINT(7.25806455 47.13826838),GM,3.5,O,439.1,439.4,SP,
10901162,07/08/21 05:10 PM,Mattenstrasse-berm-4,Geranium robertianum,-,371,Biel/Bienne,SP,4326,7.25809489,47.13830363,POINT(7.25809489 47.13830363),GM,3,O,439.3,,SP,
10901161,07/08/21 05:10 PM,Mattenstrasse-berm-4,Sonchus oleraceus,-,371,Biel/Bienne,SP,4326,7.25816027,47.13829948,POINT(7.25816027 47.13829948),GM,3.5,O,439.3,,SP,
10901160,07/08/21 05:12 PM,Mattenstrasse-berm-4,Hieracium umbellatum aggr.,CF,371,Biel/Bienne,SP,4326,7.25818408,47.13832995,POINT(7.25818408 47.13832995),GM,3,O,439.3,,SP,
10901159,07/08/21 05:12 PM,Mattenstrasse-berm-4,Verbascum thapsus,-,371,Biel/Bienne,SP,4326,7.25818156,47.13833116,POINT(7.25818156 47.13833116),GM,3,O,439.3,,SP,
10901158,07/08/21 05:12 PM,Mattenstrasse-berm-4,Medicago lupulina,-,371,Biel/Bienne,SP,4326,7.25824024,47.13836775,POINT(7.25824024 47.13836775),GM,6,O,439.3,,SP,
10901157,07/08/21 05:13 PM,Mattenstrasse-berm-4,Matricaria discoidea,-,371,Biel/Bienne,SP,4326,7.25818567,47.13836281,POINT(7.25818567 47.13836281),GM,3,O,439.3,,SP,
10901155,07/08/21 05:14 PM,Mattenstrasse-berm-4,Capsella bursa-pastoris,CF,371,Biel/Bienne,SP,4326,7.25820252,47.13835753,POINT(7.25820252 47.13835753),GM,2.5,O,439.3,,SP,
10901154,07/08/21 05:14 PM,Mattenstrasse-berm-4,Erigeron annuus,-,371,Biel/Bienne,SP,4326,7.25820252,47.13835753,POINT(7.25820252 47.13835753),GM,3,O,439.3,,SP,
10901153,07/08/21 05:14 PM,Mattenstrasse-berm-4,Taraxacum sp.,-,371,Biel/Bienne,SP,4326,7.25820956,47.13836255,POINT(7.25820956 47.13836255),GM,2.5,O,439.3,,SP,
10901152,07/08/21 05:14 PM,Mattenstrasse-berm-4,Plantago media,-,371,Biel/Bienne,SP,4326,7.25821308,47.13835996,POINT(7.25821308 47.13835996),GM,3,O,439.3,,SP,
10901151,07/08/21 05:14 PM,Mattenstrasse-berm-4,Cirsium arvense,-,371,Biel/Bienne,SP,4326,7.2581855,47.13833108,POINT(7.2581855 47.13833108),GM,3.5,O,439.3,,SP,
10901150,07/08/21 05:15 PM,Mattenstrasse-berm-4,Achillea millefolium aggr.,-,371,Biel/Bienne,SP,4326,7.25818492,47.13834751,POINT(7.25818492 47.13834751),GM,3.5,O,439.3,,SP,
10901149,07/08/21 05:15 PM,Mattenstrasse-berm-4,Rubus fruticosus aggr.,CF,371,Biel/Bienne,SP,4326,7.25818492,47.13834751,POINT(7.25818492 47.13834751),GM,3,O,439.3,,SP,
10901148,07/08/21 05:16 PM,Mattenstrasse-berm-4,Lactuca sp.,-,371,Biel/Bienne,SP,4326,7.25800747,47.13827379,POINT(7.25800747 47.13827379),GM,3,O,439.1,439.4,SP,
10901147,07/08/21 05:16 PM,Mattenstrasse-berm-4,Cirsium vulgare,-,371,Biel/Bienne,SP,4326,7.25793614,47.13824131,POINT(7.25793614 47.13824131),GM,2.5,O,439.1,,SP,
10901146,07/08/21 05:17 PM,Mattenstrasse-berm-4,Hypericum perforatum,-,371,Biel/Bienne,SP,4326,7.25790865,47.13824592,POINT(7.25790865 47.13824592),GM,3,O,439.1,,SP,
10901145,07/08/21 05:19 PM,Mattenstrasse-berm-4,Erodium cicutarium,CF,371,Biel/Bienne,SP,4326,7.25806472,47.138332,POINT(7.25806472 47.138332),GM,2,O,439.3,,SP,
10901144,07/08/21 09:29 PM,Bielstrasse-berm-1,Chenopodium album aggr.,-,371,Biel/Bienne,SP,4326,7.26036941,47.12657215,POINT(7.26036941 47.12657215),GM,7,O,436.2,438.4,SP,
10901143,07/08/21 09:29 PM,Bielstrasse-berm-1,Convolvulus arvensis,-,371,Biel/Bienne,SP,4326,7.26038768,47.12658414,POINT(7.26038768 47.12658414),GM,3.5,O,436.2,438.4,SP,
10901142,07/08/21 09:29 PM,Bielstrasse-berm-1,Cirsium arvense,-,371,Biel/Bienne,SP,4326,7.26039154,47.12658376,POINT(7.26039154 47.12658376),GM,2.5,O,436.2,438.4,SP,
10901141,07/08/21 09:29 PM,Bielstrasse-berm-1,Achillea millefolium aggr.,-,371,Biel/Bienne,SP,4326,7.26039154,47.12658376,POINT(7.26039154 47.12658376),GM,2.5,O,436.2,438.4,SP,
10901140,07/08/21 09:29 PM,Bielstrasse-berm-1,Verbascum thapsus,-,371,Biel/Bienne,SP,4326,7.26037133,47.12659235,POINT(7.26037133 47.12659235),GM,2,O,436.5,438.4,SP,
10901139,07/08/21 09:30 PM,Bielstrasse-berm-1,Silene pratensis,-,371,Biel/Bienne,SP,4326,7.26034963,47.12660505,POINT(7.26034963 47.12660505),GM,2.5,O,436.5,438.4,SP,
10901138,07/08/21 09:31 PM,Bielstrasse-berm-1,Senecio vulgaris,-,371,Biel/Bienne,SP,4326,7.26036002,47.12662718,POINT(7.26036002 47.12662718),GM,2,O,436.5,438.4,SP,
10901137,07/08/21 09:32 PM,Bielstrasse-berm-1,Fumaria officinalis,-,371,Biel/Bienne,SP,4326,7.26037393,47.12665605,POINT(7.26037393 47.12665605),GM,2.5,O,436.5,438.4,SP,
10901136,07/08/21 09:33 PM,Bielstrasse-berm-1,Hypericum perforatum,-,371,Biel/Bienne,SP,4326,7.26036119,47.1267154,POINT(7.26036119 47.1267154),GM,2.5,O,436.5,438.4,SP,
10901135,07/08/21 09:33 PM,Bielstrasse-berm-1,Securigera varia,-,371,Biel/Bienne,SP,4326,7.26037083,47.12663296,POINT(7.26037083 47.12663296),GM,2,O,436.5,438.4,SP,
10901134,07/08/21 09:33 PM,Bielstrasse-berm-1,Euphorbia helioscopia,-,371,Biel/Bienne,SP,4326,7.26035683,47.12662902,POINT(7.26035683 47.12662902),GM,2.5,O,436.5,438.4,SP,
10901133,07/08/21 09:34 PM,Bielstrasse-berm-1,Phacelia tanacetifolia,-,371,Biel/Bienne,SP,4326,7.26036882,47.12661595,POINT(7.26036882 47.12661595),GM,2,O,436.5,438.4,SP,
10901132,07/08/21 09:34 PM,Bielstrasse-berm-1,Lamium purpureum,CF,371,Biel/Bienne,SP,4326,7.26042112,47.1265623,POINT(7.26042112 47.1265623),GM,1.5,O,436.2,436.5,SP,
10901131,07/08/21 09:35 PM,Bielstrasse-berm-1,Brassica sp.,-,371,Biel/Bienne,SP,4326,7.26038424,47.12658711,POINT(7.26038424 47.12658711),GM,2,O,436.2,438.4,SP,
10901130,07/08/21 09:36 PM,Bielstrasse-berm-1,Polygonum aviculare aggr.,-,371,Biel/Bienne,SP,4326,7.26039154,47.12658569,POINT(7.26039154 47.12658569),GM,2.5,O,436.2,438.4,SP,
10901129,07/08/21 09:36 PM,Bielstrasse-berm-1,Capsella bursa-pastoris,-,371,Biel/Bienne,SP,4326,7.26039154,47.12658569,POINT(7.26039154 47.12658569),GM,2,O,436.2,438.4,SP,
10901128,07/08/21 09:36 PM,Bielstrasse-berm-1,Medicago lupulina,-,371,Biel/Bienne,SP,4326,7.26047125,47.12655711,POINT(7.26047125 47.12655711),GM,2,O,436.2,436.5,SP,
10901127,07/08/21 09:39 PM,Bemenstrasse-area-3,Hypericum perforatum,-,371,Biel/Bienne,SP,4326,7.25996314,47.12757379,POINT(7.25996314 47.12757379),GM,2,O,440,,SP,
10901126,07/08/21 09:39 PM,Bemenstrasse-area-3,Salvia pratensis,-,371,Biel/Bienne,SP,4326,7.25993833,47.12758699,POINT(7.25993833 47.12758699),GM,2.5,O,440,,SP,
10901125,07/08/21 09:39 PM,Bemenstrasse-area-3,Achillea millefolium aggr.,-,371,Biel/Bienne,SP,4326,7.25993833,47.12758699,POINT(7.25993833 47.12758699),GM,2.5,O,440,,SP,
10901124,07/08/21 09:39 PM,Bemenstrasse-area-3,Medicago sativa,-,371,Biel/Bienne,SP,4326,7.2599084,47.12760111,POINT(7.2599084 47.12760111),GM,2.5,O,440,,SP,
10901123,07/08/21 09:39 PM,Bemenstrasse-area-3,Trifolium medium,CF,371,Biel/Bienne,SP,4326,7.25990128,47.12761796,POINT(7.25990128 47.12761796),GM,2,O,440,,SP,
10901122,07/08/21 09:39 PM,Bemenstrasse-area-3,Senecio vulgaris,-,371,Biel/Bienne,SP,4326,7.2599602,47.12758297,POINT(7.2599602 47.12758297),GM,3,O,440,,SP,
10901121,07/08/21 09:40 PM,Bemenstrasse-area-3,Reseda lutea,-,371,Biel/Bienne,SP,4326,7.2599602,47.12758297,POINT(7.2599602 47.12758297),GM,3,O,440,,SP,
10901120,07/08/21 09:40 PM,Bemenstrasse-area-3,Erigeron annuus,-,371,Biel/Bienne,SP,4326,7.2599602,47.12758297,POINT(7.2599602 47.12758297),GM,2.5,O,440,,SP,
10901119,07/08/21 09:41 PM,Bemenstrasse-area-3,Taraxacum sp.,-,371,Biel/Bienne,SP,4326,7.25994059,47.12760648,POINT(7.25994059 47.12760648),GM,2.5,O,440,,SP,
10901118,07/08/21 09:41 PM,Bemenstrasse-area-3,Centaurea jacea aggr.,-,371,Biel/Bienne,SP,4326,7.25997135,47.12759365,POINT(7.25997135 47.12759365),GM,2,O,440,,SP,
10901117,07/08/21 09:41 PM,Bemenstrasse-area-3,Trifolium repens,-,371,Biel/Bienne,SP,4326,7.25997378,47.12759198,POINT(7.25997378 47.12759198),GM,2,O,440,,SP,
10901116,07/08/21 09:42 PM,Bemenstrasse-area-3,Galium mollugo aggr.,-,371,Biel/Bienne,SP,4326,7.25990564,47.12758984,POINT(7.25990564 47.12758984),GM,2,O,440,,SP,
10901115,07/08/21 09:42 PM,Bemenstrasse-area-3,Polygonum aviculare aggr.,-,371,Biel/Bienne,SP,4326,7.2598908,47.12760438,POINT(7.2598908 47.12760438),GM,2.5,O,440,,SP,
10901114,07/08/21 09:42 PM,Bemenstrasse-area-3,Plantago lanceolata,-,371,Biel/Bienne,SP,4326,7.2598908,47.12760438,POINT(7.2598908 47.12760438),GM,2,O,440,,SP,
10901113,07/09/21 08:12 PM,Brueggstrasse-berm-2,Polygonum aviculare aggr.,-,371,Biel/Bienne,SP,4326,7.25798735,47.12776531,POINT(7.25798735 47.12776531),GM,10,O,440.1,440.3,SP,
10901112,07/09/21 08:12 PM,Brueggstrasse-berm-2,Erigeron annuus,-,371,Biel/Bienne,SP,4326,7.25799548,47.12777881,POINT(7.25799548 47.12777881),GM,4.5,O,440.1,,SP,
10901111,07/09/21 08:12 PM,Brueggstrasse-berm-2,Achillea millefolium aggr.,-,371,Biel/Bienne,SP,4326,7.25799548,47.12777881,POINT(7.25799548 47.12777881),GM,3,O,440.1,,SP,
10901110,07/09/21 08:12 PM,Brueggstrasse-berm-2,Solidago canadensis aggr.,CF,371,Biel/Bienne,SP,4326,7.25796699,47.12778908,POINT(7.25796699 47.12778908),GM,2.5,O,440.1,,SP,
10901109,07/09/21 08:12 PM,Brueggstrasse-berm-2,Taraxacum sp.,-,371,Biel/Bienne,SP,4326,7.2579731,47.12780777,POINT(7.2579731 47.12780777),GM,2,O,440.1,,SP,
10901108,07/09/21 08:13 PM,Brueggstrasse-berm-2,Rumex obtusifolius,-,371,Biel/Bienne,SP,4326,7.25797344,47.12780781,POINT(7.25797344 47.12780781),GM,2.5,O,440.1,,SP,
10901107,07/09/21 08:13 PM,Brueggstrasse-berm-2,Verbascum thapsus,-,371,Biel/Bienne,SP,4326,7.25797855,47.12782005,POINT(7.25797855 47.12782005),GM,2,O,440.1,,SP,
10901106,07/09/21 08:13 PM,Brueggstrasse-berm-2,Galium mollugo aggr.,-,371,Biel/Bienne,SP,4326,7.25797252,47.12780739,POINT(7.25797252 47.12780739),GM,2.5,O,440.1,,SP,
10901105,07/09/21 08:13 PM,Brueggstrasse-berm-2,Lapsana communis,-,371,Biel/Bienne,SP,4326,7.25801057,47.12780023,POINT(7.25801057 47.12780023),GM,2.5,O,440.1,,SP,
10901104,07/09/21 08:13 PM,Brueggstrasse-berm-2,Geum urbanum,-,371,Biel/Bienne,SP,4326,7.25796028,47.1278283,POINT(7.25796028 47.1278283),GM,2,O,440.1,,SP,
10901103,07/09/21 08:14 PM,Brueggstrasse-berm-2,Plantago lanceolata,-,371,Biel/Bienne,SP,4326,7.25806824,47.12778862,POINT(7.25806824 47.12778862),GM,2,O,440.1,,SP,
10901102,07/09/21 08:14 PM,Brueggstrasse-berm-2,Geranium pyrenaicum,-,371,Biel/Bienne,SP,4326,7.25812733,47.12776552,POINT(7.25812733 47.12776552),GM,2.5,O,440.1,,SP,
10901101,07/09/21 08:14 PM,Brueggstrasse-berm-2,Convolvulus arvensis,-,371,Biel/Bienne,SP,4326,7.25816187,47.12773351,POINT(7.25816187 47.12773351),GM,2.5,O,440.1,,SP,
10901100,07/09/21 08:14 PM,Brueggstrasse-berm-2,Urtica dioica,-,371,Biel/Bienne,SP,4326,7.25819095,47.12772177,POINT(7.25819095 47.12772177),GM,3,O,440.1,,SP,
10901099,07/09/21 08:15 PM,Brueggstrasse-berm-2,Trifolium repens,-,371,Biel/Bienne,SP,4326,7.25840217,47.12765819,POINT(7.25840217 47.12765819),GM,2.5,O,440.3,440.4,SP,
