obs_id,date,place,species,determinavit_cf,municipality.id,municipality.name,municipality_expert,srid,x,y,geometry,xy_type,xy_precision,geo_expert,altitude_min,altitude_max,altitude_expert,supplements.obs_type
10902042,06/27/21 06:59 PM,Schneidergaessli-area-1,Lapsana communis,-,371,Biel/Bienne,SP,4326,7.24954644,47.13301633,POINT(7.24954644 47.13301633),GM,13,O,438.7,,SP,
10902041,06/27/21 07:00 PM,Schneidergaessli-area-1,Medicago sativa,-,371,Biel/Bienne,SP,4326,7.24947469,47.13302073,POINT(7.24947469 47.13302073),GM,5.5,O,438.7,,SP,
10902040,06/27/21 07:00 PM,Schneidergaessli-area-1,Geranium pyrenaicum,-,371,Biel/Bienne,SP,4326,7.24944695,47.13301457,POINT(7.24944695 47.13301457),GM,2.5,O,438.7,,SP,
10902039,06/27/21 07:00 PM,Schneidergaessli-area-1,Trifolium repens,-,371,Biel/Bienne,SP,4326,7.24943169,47.13301142,POINT(7.24943169 47.13301142),GM,2.5,O,438.7,,SP,
10902038,06/27/21 07:00 PM,Schneidergaessli-area-1,Lotus corniculatus aggr.,-,371,Biel/Bienne,SP,4326,7.24943169,47.13301142,POINT(7.24943169 47.13301142),GM,2.5,O,438.7,,SP,
10902037,06/27/21 07:00 PM,Schneidergaessli-area-1,Geum urbanum,-,371,Biel/Bienne,SP,4326,7.24943169,47.13301142,POINT(7.24943169 47.13301142),GM,2,O,438.7,,SP,
10902036,06/27/21 07:00 PM,Schneidergaessli-area-1,Convolvulus sp.,-,371,Biel/Bienne,SP,4326,7.24943169,47.13301142,POINT(7.24943169 47.13301142),GM,2.5,O,438.7,,SP,
10902035,06/27/21 07:01 PM,Schneidergaessli-area-1,Ranunculus sp.,-,371,Biel/Bienne,SP,4326,7.24940521,47.13300614,POINT(7.24940521 47.13300614),GM,2.5,O,438.7,,SP,
10902034,06/27/21 07:01 PM,Schneidergaessli-area-1,Potentilla reptans,-,371,Biel/Bienne,SP,4326,7.24940152,47.13301871,POINT(7.24940152 47.13301871),GM,3,O,438.7,,SP,
10902033,06/27/21 07:03 PM,Schneidergaessli-area-1,Borago officinalis,CF,371,Biel/Bienne,SP,4326,7.24937621,47.13302584,POINT(7.24937621 47.13302584),GM,2.5,O,438.7,,SP,
10902032,06/27/21 07:04 PM,Schneidergaessli-area-1,Rumex sp.,-,371,Biel/Bienne,SP,4326,7.24935869,47.13300664,POINT(7.24935869 47.13300664),GM,2,O,438.7,,SP,
10902031,06/28/21 10:58 AM,Studen-forest-1,Geum urbanum,-,749,Studen (BE),SP,4326,7.30004112,47.10950978,POINT(7.30004112 47.10950978),GM,41,O,435,443.3,SP,
10902030,06/28/21 10:58 AM,Studen-forest-1,Convolvulus arvensis,-,749,Studen (BE),SP,4326,7.30004313,47.10933435,POINT(7.30004313 47.10933435),GM,7.5,O,436.3,441.1,SP,
10902029,06/28/21 10:58 AM,Studen-forest-1,Geranium robertianum,-,749,Studen (BE),SP,4326,7.30004313,47.10933435,POINT(7.30004313 47.10933435),GM,6.5,O,436.3,440.8,SP,
10902028,06/28/21 10:58 AM,Studen-forest-1,Senecio jacobaea,-,749,Studen (BE),SP,4326,7.30004313,47.10933435,POINT(7.30004313 47.10933435),GM,5.5,O,436.3,440.2,SP,
10902027,06/28/21 10:58 AM,Studen-forest-1,Rumex obtusifolius,-,749,Studen (BE),SP,4326,7.30004313,47.10933435,POINT(7.30004313 47.10933435),GM,5,O,436.3,440.2,SP,
10902026,06/28/21 11:01 AM,Studen-forest-1,Urtica dioica,-,749,Studen (BE),SP,4326,7.29989461,47.1094763,POINT(7.29989461 47.1094763),GM,4,O,440.8,,SP,
10902025,06/28/21 11:02 AM,Studen-forest-1,Geranium pyrenaicum,-,749,Studen (BE),SP,4326,7.2998734,47.10948518,POINT(7.2998734 47.10948518),GM,3.5,O,440.8,,SP,
10902024,06/28/21 11:02 AM,Studen-forest-1,Galium mollugo aggr.,-,749,Studen (BE),SP,4326,7.29986359,47.10949381,POINT(7.29986359 47.10949381),GM,3,O,440.8,,SP,
,06/28/21 11:02 AM,Studen-forest-1,Hedera helix,,749,Studen (BE),,,,,,,,,,,,
10902023,06/28/21 11:02 AM,Studen-forest-1,Erigeron annuus,-,749,Studen (BE),SP,4326,7.29960711,47.10974397,POINT(7.29960711 47.10974397),GM,2.5,O,440.5,441.2,SP,
10902022,06/28/21 11:03 AM,Studen-forest-1,Achillea millefolium aggr.,-,749,Studen (BE),SP,4326,7.29959889,47.10979548,POINT(7.29959889 47.10979548),GM,2,O,441.2,,SP,
10902021,06/28/21 11:03 AM,Studen-forest-1,Sonchus sp.,-,749,Studen (BE),SP,4326,7.29962077,47.10991366,POINT(7.29962077 47.10991366),GM,2.5,O,440,441.2,SP,
10902020,06/28/21 11:04 AM,Studen-forest-1,Oenothera biennis,-,749,Studen (BE),SP,4326,7.29967391,47.11035975,POINT(7.29967391 47.11035975),GM,2.5,O,439.5,,SP,
10902019,06/28/21 11:05 AM,Studen-forest-2,Silene vulgaris,-,749,Studen (BE),SP,4326,7.29943293,47.11105926,POINT(7.29943293 47.11105926),GM,3,O,441.2,,SP,
10902018,06/28/21 11:05 AM,Studen-forest-2,Prunella vulgaris,-,749,Studen (BE),SP,4326,7.29943452,47.11115372,POINT(7.29943452 47.11115372),GM,2.5,O,441.4,,SP,
10902017,06/28/21 11:06 AM,Studen-forest-2,Trifolium repens,-,749,Studen (BE),SP,4326,7.29944173,47.11117187,POINT(7.29944173 47.11117187),GM,2.5,O,441.4,,SP,
10902016,06/28/21 11:06 AM,Studen-forest-2,Malus pumila,-,749,Studen (BE),SP,4326,7.29938985,47.11152399,POINT(7.29938985 47.11152399),GM,2.5,O,441.6,,SP,
10902015,06/28/21 11:07 AM,Studen-forest-2,Medicago sativa,-,749,Studen (BE),SP,4326,7.29922799,47.11166255,POINT(7.29922799 47.11166255),GM,3,O,444,,SP,
10902014,06/28/21 11:09 AM,Studen-forest-2,Stachys sylvatica,-,749,Studen (BE),SP,4326,7.29905809,47.11195105,POINT(7.29905809 47.11195105),GM,3,O,447.4,,SP,
10902013,06/28/21 11:10 AM,Studen-forest-2,Rubus sp.,-,749,Studen (BE),SP,4326,7.29905214,47.11199946,POINT(7.29905214 47.11199946),GM,2.5,O,443.6,447.4,SP,
10902012,06/28/21 11:12 AM,Studen-forest-2,Epilobium parviflorum,CF,749,Studen (BE),SP,4326,7.29907025,47.11199154,POINT(7.29907025 47.11199154),GM,2,O,443.6,447.4,SP,
10902011,06/28/21 11:13 AM,Studen-forest-2,Veronica officinalis,-,749,Studen (BE),SP,4326,7.29908064,47.11204145,POINT(7.29908064 47.11204145),GM,3,O,443.6,,SP,
10902010,06/28/21 11:17 AM,Studen-forest-2,Hedera helix,-,749,Studen (BE),SP,4326,7.2986918,47.11294192,POINT(7.2986918 47.11294192),GM,4,O,447.1,449.3,SP,
10902009,06/28/21 11:17 AM,Studen-forest-2,Rubus fruticosus aggr.,CF,749,Studen (BE),SP,4326,7.29869063,47.11294037,POINT(7.29869063 47.11294037),GM,4,O,447.1,449.3,SP,
10902008,06/28/21 11:19 AM,Studen-forest-2,Atropa bella-donna,-,749,Studen (BE),SP,4326,7.29870689,47.11294376,POINT(7.29870689 47.11294376),GM,3.5,O,447.1,,SP,
10902007,06/28/21 11:22 AM,Studen-forest-2,Impatiens parviflora,-,749,Studen (BE),SP,4326,7.29806869,47.11379365,POINT(7.29806869 47.11379365),GM,3.5,O,448,448.7,SP,
10902006,06/28/21 11:27 AM,Studen-forest-2,Circaea lutetiana,-,749,Studen (BE),SP,4326,7.29753141,47.11388208,POINT(7.29753141 47.11388208),GM,5,O,462.9,,SP,
10902005,06/28/21 11:31 AM,Studen-forest-2,Fragaria vesca,-,749,Studen (BE),SP,4326,7.29733,47.11404464,POINT(7.29733 47.11404464),GM,5,O,453.5,468.6,SP,
10902004,06/28/21 11:32 AM,Studen-forest-2,Galium odoratum,CF,749,Studen (BE),SP,4326,7.29724467,47.11401857,POINT(7.29724467 47.11401857),GM,4.5,O,456.1,468.6,SP,
10902003,06/28/21 11:35 AM,Studen-forest-2,Allium ursinum,-,749,Studen (BE),SP,4326,7.29670739,47.11421186,POINT(7.29670739 47.11421186),GM,3.5,O,458.4,,SP,
10902002,06/29/21 10:31 AM,murtenstrasse-area-1,Sedum album,-,371,Biel/Bienne,SP,4326,7.24608488,47.13198824,POINT(7.24608488 47.13198824),GM,11.5,O,434.3,434.5,SP,
10902001,06/29/21 10:31 AM,murtenstrasse-area-1,Medicago sativa,-,371,Biel/Bienne,SP,4326,7.24611045,47.13197332,POINT(7.24611045 47.13197332),GM,7,O,434.3,434.5,SP,
10902000,06/29/21 10:31 AM,murtenstrasse-area-1,Hypericum perforatum,CF,371,Biel/Bienne,SP,4326,7.24608472,47.13199005,POINT(7.24608472 47.13199005),GM,3,O,434.4,,SP,
10901999,06/29/21 10:31 AM,murtenstrasse-area-1,Achillea millefolium aggr.,-,371,Biel/Bienne,SP,4326,7.24608472,47.13199005,POINT(7.24608472 47.13199005),GM,3,O,434.4,,SP,
10901998,06/29/21 10:32 AM,murtenstrasse-area-1,Senecio jacobaea,-,371,Biel/Bienne,SP,4326,7.24608472,47.13199005,POINT(7.24608472 47.13199005),GM,2.5,O,434.4,,SP,
10901997,06/29/21 10:32 AM,murtenstrasse-area-1,Hieracium pilosella,CF,371,Biel/Bienne,SP,4326,7.24614808,47.13198569,POINT(7.24614808 47.13198569),GM,2.5,O,434.4,,SP,
10901996,06/29/21 10:32 AM,murtenstrasse-area-1,Medicago lupulina,-,371,Biel/Bienne,SP,4326,7.24613794,47.131989,POINT(7.24613794 47.131989),GM,2,O,434.4,,SP,
10901995,06/29/21 10:32 AM,murtenstrasse-area-1,Lotus corniculatus aggr.,-,371,Biel/Bienne,SP,4326,7.2461454,47.13197923,POINT(7.2461454 47.13197923),GM,2,O,434.4,,SP,
10901994,06/29/21 10:33 AM,murtenstrasse-area-1,Trifolium medium,-,371,Biel/Bienne,SP,4326,7.24618345,47.13196821,POINT(7.24618345 47.13196821),GM,2.5,O,434.4,434.5,SP,
10901993,06/29/21 10:34 AM,murtenstrasse-area-1,Reseda lutea,-,371,Biel/Bienne,SP,4326,7.24622704,47.13195618,POINT(7.24622704 47.13195618),GM,2,O,434.4,434.5,SP,
10901992,06/29/21 10:34 AM,murtenstrasse-area-1,Galium mollugo aggr.,-,371,Biel/Bienne,SP,4326,7.24622704,47.13195618,POINT(7.24622704 47.13195618),GM,2.5,O,434.4,434.5,SP,
10901991,06/29/21 10:34 AM,murtenstrasse-area-1,Convolvulus arvensis,-,371,Biel/Bienne,SP,4326,7.24622704,47.13195618,POINT(7.24622704 47.13195618),GM,2.5,O,434.4,434.5,SP,
10901990,06/29/21 10:34 AM,murtenstrasse-area-1,Cerastium fontanum,CF,371,Biel/Bienne,SP,4326,7.24622981,47.13194692,POINT(7.24622981 47.13194692),GM,2,O,434.4,434.5,SP,
10901989,06/29/21 10:34 AM,murtenstrasse-area-1,Lapsana communis,-,371,Biel/Bienne,SP,4326,7.24622981,47.13194692,POINT(7.24622981 47.13194692),GM,2.5,O,434.4,434.5,SP,
10901988,06/29/21 10:35 AM,murtenstrasse-area-1,Sanguisorba minor,CF,371,Biel/Bienne,SP,4326,7.24624414,47.13195731,POINT(7.24624414 47.13195731),GM,3,O,434.4,434.5,SP,
10901987,06/29/21 10:35 AM,murtenstrasse-area-1,Capsella bursa-pastoris,-,371,Biel/Bienne,SP,4326,7.24626644,47.13194407,POINT(7.24626644 47.13194407),GM,2.5,O,434.4,434.5,SP,
10901986,06/29/21 10:35 AM,murtenstrasse-area-1,Centaurea jacea aggr.,-,371,Biel/Bienne,SP,4326,7.246278,47.13188163,POINT(7.246278 47.13188163),GM,2.5,O,434.4,,SP,
10901985,06/29/21 10:35 AM,murtenstrasse-area-1,Daucus carota,-,371,Biel/Bienne,SP,4326,7.24623282,47.13188242,POINT(7.24623282 47.13188242),GM,2.5,O,434.4,,SP,
10901984,06/29/21 10:36 AM,murtenstrasse-area-1,Crepis sp.,CF,371,Biel/Bienne,SP,4326,7.24617784,47.13185652,POINT(7.24617784 47.13185652),GM,2,O,434.3,434.4,SP,
10901983,06/29/21 10:37 AM,murtenstrasse-area-1,Hypochaeris radicata,CF,371,Biel/Bienne,SP,4326,7.24612721,47.13188213,POINT(7.24612721 47.13188213),GM,2.5,O,434.3,,SP,
10901982,06/29/21 10:37 AM,murtenstrasse-area-1,Cirsium arvense,-,371,Biel/Bienne,SP,4326,7.246105,47.13186909,POINT(7.246105 47.13186909),GM,3,O,434.3,,SP,
10901981,06/29/21 10:37 AM,murtenstrasse-area-1,Erigeron annuus,-,371,Biel/Bienne,SP,4326,7.24610106,47.13187295,POINT(7.24610106 47.13187295),GM,3,O,434.3,,SP,
10901980,06/29/21 10:38 AM,murtenstrasse-area-1,Potentilla reptans,-,371,Biel/Bienne,SP,4326,7.24604675,47.13190736,POINT(7.24604675 47.13190736),GM,2.5,O,434.3,,SP,
10901979,06/29/21 10:38 AM,murtenstrasse-area-1,Sonchus oleraceus,-,371,Biel/Bienne,SP,4326,7.24604675,47.13190736,POINT(7.24604675 47.13190736),GM,2.5,O,434.3,,SP,
10901977,06/29/21 10:38 AM,murtenstrasse-area-1,Geranium pyrenaicum,-,371,Biel/Bienne,SP,4326,7.24604675,47.13190736,POINT(7.24604675 47.13190736),GM,2,O,434.3,,SP,
10901976,06/29/21 10:39 AM,murtenstrasse-area-1,Trifolium repens,-,371,Biel/Bienne,SP,4326,7.24602512,47.13189835,POINT(7.24602512 47.13189835),GM,2.5,O,434.3,,SP,
10901975,06/29/21 10:39 AM,murtenstrasse-area-1,Onobrychis viciifolia,-,371,Biel/Bienne,SP,4326,7.24600291,47.13190187,POINT(7.24600291 47.13190187),GM,2.5,O,434.3,,SP,
10901974,06/29/21 01:32 PM,Cdf-forest-1,Neottia nidus-avis,-,6421,La Chaux-de-Fonds,SP,4326,6.81485642,47.10622575,POINT(6.81485642 47.10622575),GM,8,O,1103.6,1113.3,SP,
10901973,06/29/21 01:32 PM,Cdf-forest-1,Galium odoratum,-,6421,La Chaux-de-Fonds,SP,4326,6.81485893,47.10629675,POINT(6.81485893 47.10629675),GM,4.5,O,1103.6,1113.3,SP,
10901972,06/29/21 01:32 PM,Cdf-forest-1,Phyteuma spicatum,-,6421,La Chaux-de-Fonds,SP,4326,6.81477788,47.10637281,POINT(6.81477788 47.10637281),GM,3.5,O,1103.2,1113.3,SP,
,06/29/21 01:32 PM,Cdf-forest-1,Hedera helix,,6421,La Chaux-de-Fonds,,,,,,,,,,,,
10901971,06/29/21 01:33 PM,Cdf-forest-1,Fragaria sp.,-,6421,La Chaux-de-Fonds,SP,4326,6.81454562,47.10654791,POINT(6.81454562 47.10654791),GM,4,O,1104.4,1109.1,SP,
10901970,06/29/21 01:34 PM,Cdf-forest-1,Hieracium murorum aggr.,CF,6421,La Chaux-de-Fonds,SP,4326,6.81445786,47.10664736,POINT(6.81445786 47.10664736),GM,4,O,1104.4,1108.2,SP,
10901969,06/29/21 01:35 PM,Cdf-forest-1,Prenanthes purpurea,CF,6421,La Chaux-de-Fonds,SP,4326,6.81410984,47.10663144,POINT(6.81410984 47.10663144),GM,5,O,1108.2,1112.6,SP,
10901968,06/29/21 01:35 PM,Cdf-forest-1,Geranium robertianum,-,6421,La Chaux-de-Fonds,SP,4326,6.81390113,47.10662046,POINT(6.81390113 47.10662046),GM,5,O,1112.6,,SP,
10901967,06/29/21 01:37 PM,Cdf-forest-2,Filipendula ulmaria,CF,6421,La Chaux-de-Fonds,SP,4326,6.81337936,47.1065143,POINT(6.81337936 47.1065143),GM,7,O,1115.6,1118.7,SP,
10901966,06/29/21 01:38 PM,Cdf-forest-2,Polygonum bistorta,-,6421,La Chaux-de-Fonds,SP,4326,6.81343275,47.10652784,POINT(6.81343275 47.10652784),GM,3,O,1118.7,,SP,
10901965,06/29/21 01:39 PM,Cdf-forest-2,Rumex sp.,-,6421,La Chaux-de-Fonds,SP,4326,6.81341071,47.10651162,POINT(6.81341071 47.10651162),GM,3,O,1118.7,,SP,
10901964,06/29/21 01:40 PM,Cdf-forest-2,Ranunculus aconitifolius,-,6421,La Chaux-de-Fonds,SP,4326,6.8134356,47.10653022,POINT(6.8134356 47.10653022),GM,3,O,1118.7,,SP,
10901963,06/29/21 01:40 PM,Cdf-forest-2,Geranium sylvaticum,-,6421,La Chaux-de-Fonds,SP,4326,6.81338682,47.10652004,POINT(6.81338682 47.10652004),GM,2.5,O,1118.7,,SP,
10901962,06/29/21 01:41 PM,Cdf-forest-2,Valeriana officinalis aggr.,CF,6421,La Chaux-de-Fonds,SP,4326,6.81344775,47.10646602,POINT(6.81344775 47.10646602),GM,2.5,O,1118.7,,SP,
10901961,06/29/21 01:41 PM,Cdf-forest-2,Ajuga sp.,-,6421,La Chaux-de-Fonds,SP,4326,6.81346678,47.10650458,POINT(6.81346678 47.10650458),GM,4.5,O,1116.7,1118.7,SP,
10901960,06/29/21 01:42 PM,Cdf-forest-2,Myosotis sp.,-,6421,La Chaux-de-Fonds,SP,4326,6.81343929,47.10647105,POINT(6.81343929 47.10647105),GM,3.5,O,1118.7,,SP,
10901959,06/29/21 01:44 PM,Cdf-forest-2,Chaerophyllum hirsutum aggr.,CF,6421,La Chaux-de-Fonds,SP,4326,6.81341951,47.10647226,POINT(6.81341951 47.10647226),GM,3,O,1118.7,,SP,
10901958,06/29/21 01:44 PM,Cdf-forest-2,Geum urbanum,-,6421,La Chaux-de-Fonds,SP,4326,6.81339637,47.10648375,POINT(6.81339637 47.10648375),GM,3,O,1118.7,,SP,
10901957,06/29/21 01:44 PM,Cdf-forest-2,Lamium galeobdolon,-,6421,La Chaux-de-Fonds,SP,4326,6.81339034,47.10649929,POINT(6.81339034 47.10649929),GM,3,O,1118.7,,SP,
,06/29/21 01:44 PM,Cdf-forest-2,Hedera helix,,,,,,,,,,,,,,,
10901956,06/29/21 01:46 PM,Cdf-forest-2,Epilobium montanum,CF,6421,La Chaux-de-Fonds,SP,4326,6.81344314,47.10644867,POINT(6.81344314 47.10644867),GM,3.5,O,1118.7,,SP,
10901955,06/29/21 01:47 PM,Cdf-forest-2,Ranunculus sp.,-,6421,La Chaux-de-Fonds,SP,4326,6.81340149,47.10647515,POINT(6.81340149 47.10647515),GM,4,O,1118.7,,SP,
10901954,06/29/21 01:51 PM,Cdf-forest-3,Cardamine pentaphyllos,CF,6421,La Chaux-de-Fonds,SP,4326,6.81338238,47.10674576,POINT(6.81338238 47.10674576),GM,3,O,1115.6,,SP,
10901953,06/29/21 01:54 PM,Cdf-forest-3,Phyteuma spicatum,-,6421,La Chaux-de-Fonds,SP,4326,6.81386082,47.10704542,POINT(6.81386082 47.10704542),GM,5,O,1099.5,1109.6,SP,
10901952,06/29/21 01:57 PM,Cdf-forest-3,Rosa pendulina,CF,6421,La Chaux-de-Fonds,SP,4326,6.81433439,47.10721352,POINT(6.81433439 47.10721352),GM,5,O,1096.6,1097.6,SP,
,06/29/21 01:57 PM,Cdf-forest-3,Hedera helix,,,,,,,,,,,,,,,
10901951,06/29/21 01:59 PM,Cdf-forest-3,Adenostyles alliariae,CF,6421,La Chaux-de-Fonds,SP,4326,6.81444403,47.10722508,POINT(6.81444403 47.10722508),GM,4.5,O,1092.2,1097.6,SP,
10901950,06/29/21 02:01 PM,Cdf-forest-3,Rubus sp.,-,6421,La Chaux-de-Fonds,SP,4326,6.81438904,47.10740358,POINT(6.81438904 47.10740358),GM,5,O,1097.6,,SP,
10901949,06/29/21 02:01 PM,Cdf-forest-3,Ranunculus repens,CF,6421,La Chaux-de-Fonds,SP,4326,6.81443523,47.10751556,POINT(6.81443523 47.10751556),GM,4.5,O,1097.1,1099,SP,
10901948,06/29/21 02:02 PM,Cdf-forest-3,Veronica beccabunga,CF,6421,La Chaux-de-Fonds,SP,4326,6.81441193,47.10755432,POINT(6.81441193 47.10755432),GM,4.5,O,1099,,SP,
10901947,06/29/21 05:48 PM,Cdf-sbb-1,Rhinanthus alectorolophus,CF,6421,La Chaux-de-Fonds,SP,4326,6.82485796,47.097396,POINT(6.82485796 47.097396),GM,6.5,O,999.6,1001.8,SP,
10901946,06/29/21 05:48 PM,Cdf-sbb-1,Polygonum bistorta,-,6421,La Chaux-de-Fonds,SP,4326,6.82488293,47.09740145,POINT(6.82488293 47.09740145),GM,2.5,O,1000,1001.8,SP,
10901945,06/29/21 05:48 PM,Cdf-sbb-1,Valeriana officinalis aggr.,-,6421,La Chaux-de-Fonds,SP,4326,6.82488293,47.09740145,POINT(6.82488293 47.09740145),GM,2.5,O,1000,1001.8,SP,
10901944,06/29/21 05:49 PM,Cdf-sbb-1,Plantago lanceolata,-,6421,La Chaux-de-Fonds,SP,4326,6.82488293,47.09740145,POINT(6.82488293 47.09740145),GM,2.5,O,1000,1001.8,SP,
10901943,06/29/21 05:50 PM,Cdf-sbb-1,Vicia sepium,-,6421,La Chaux-de-Fonds,SP,4326,6.82486433,47.09739919,POINT(6.82486433 47.09739919),GM,5,O,999.6,1001.8,SP,
10901942,06/29/21 05:50 PM,Cdf-sbb-1,Geranium sylvaticum,-,6421,La Chaux-de-Fonds,SP,4326,6.82486433,47.09739919,POINT(6.82486433 47.09739919),GM,4,O,1000,1001.8,SP,
10901941,06/29/21 05:50 PM,Cdf-sbb-1,Ranunculus acris,CF,6421,La Chaux-de-Fonds,SP,4326,6.82477992,47.09737341,POINT(6.82477992 47.09737341),GM,2,O,1000,,SP,
10901940,06/29/21 05:50 PM,Cdf-sbb-1,Myosotis sp.,-,6421,La Chaux-de-Fonds,SP,4326,6.82478545,47.09736918,POINT(6.82478545 47.09736918),GM,3,O,1000,1001.8,SP,
10901939,06/29/21 05:51 PM,Cdf-sbb-1,Ajuga sp.,-,6421,La Chaux-de-Fonds,SP,4326,6.82479098,47.09735992,POINT(6.82479098 47.09735992),GM,3,O,1000,1001.8,SP,
10901938,06/29/21 05:53 PM,Cdf-sbb-1,Lapsana communis,-,6421,La Chaux-de-Fonds,SP,4326,6.82470482,47.09737484,POINT(6.82470482 47.09737484),GM,4.5,O,999.6,1000,SP,
10901937,06/29/21 05:53 PM,Cdf-sbb-1,Trifolium pratense,CF,6421,La Chaux-de-Fonds,SP,4326,6.82470482,47.09737484,POINT(6.82470482 47.09737484),GM,3.5,O,999.6,1000,SP,
10901936,06/29/21 05:53 PM,Cdf-sbb-1,Sanguisorba sp.,-,6421,La Chaux-de-Fonds,SP,4326,6.82466953,47.09736218,POINT(6.82466953 47.09736218),GM,3.5,O,1000,,SP,
10901935,06/29/21 05:55 PM,Cdf-sbb-1,Crepis biennis,CF,6421,La Chaux-de-Fonds,SP,4326,6.82466534,47.09727744,POINT(6.82466534 47.09727744),GM,3.5,O,1000,,SP,
10901934,06/29/21 05:55 PM,Cdf-sbb-1,Lotus sp.,-,6421,La Chaux-de-Fonds,SP,4326,6.82462268,47.09728193,POINT(6.82462268 47.09728193),GM,3,O,1000,,SP,
10901933,06/29/21 05:56 PM,Cdf-sbb-1,Vicia cracca,CF,6421,La Chaux-de-Fonds,SP,4326,6.82462268,47.09728193,POINT(6.82462268 47.09728193),GM,3,O,1000,,SP,
10901932,06/29/21 05:59 PM,Cdf-sbb-1,Lathyrus pratensis,-,6421,La Chaux-de-Fonds,SP,4326,6.82496198,47.09752295,POINT(6.82496198 47.09752295),GM,3,O,1000,,SP,
10901931,06/29/21 05:59 PM,Cdf-sbb-1,Geum urbanum,-,6421,La Chaux-de-Fonds,SP,4326,6.82494312,47.09752957,POINT(6.82494312 47.09752957),GM,2.5,O,1000,,SP,
10901930,06/29/21 06:03 PM,Cdf-sbb-1,Centaurea montana,CF,6421,La Chaux-de-Fonds,SP,4326,6.82494806,47.097468,POINT(6.82494806 47.097468),GM,2.5,O,1000,,SP,
10901929,06/29/21 06:04 PM,Cdf-sbb-1,Phyteuma spicatum,-,6421,La Chaux-de-Fonds,SP,4326,6.82491872,47.09735975,POINT(6.82491872 47.09735975),GM,3.5,O,1001.8,,SP,
10901928,06/29/21 06:05 PM,Cdf-sbb-1,Chaerophyllum aureum,CF,6421,La Chaux-de-Fonds,SP,4326,6.8249468,47.09734093,POINT(6.8249468 47.09734093),GM,3,O,1001.8,,SP,
10901927,06/29/21 06:12 PM,Cdf-sbb-2,Silene flos-cuculi,CF,6421,La Chaux-de-Fonds,SP,4326,6.82487614,47.09634885,POINT(6.82487614 47.09634885),GM,2.5,O,1016.6,,SP,
10901926,06/29/21 06:15 PM,Cdf-sbb-2,Prunella vulgaris,-,6421,La Chaux-de-Fonds,SP,4326,6.82488838,47.0963258,POINT(6.82488838 47.0963258),GM,3.5,O,1016.6,,SP,
10901925,06/29/21 06:15 PM,Cdf-sbb-2,Bellis perennis,-,6421,La Chaux-de-Fonds,SP,4326,6.82490196,47.09632853,POINT(6.82490196 47.09632853),GM,3.5,O,1016.6,,SP,
10901924,06/29/21 06:15 PM,Cdf-sbb-2,Trifolium pratense,CF,6421,La Chaux-de-Fonds,SP,4326,6.82489894,47.09633481,POINT(6.82489894 47.09633481),GM,3,O,1016.6,,SP,
10901923,06/29/21 06:15 PM,Cdf-sbb-2,Myosotis sp.,-,6421,La Chaux-de-Fonds,SP,4326,6.82489861,47.09633473,POINT(6.82489861 47.09633473),GM,3.5,O,1016.6,,SP,
10901922,06/29/21 06:16 PM,Cdf-sbb-2,Phyteuma spicatum,-,6421,La Chaux-de-Fonds,SP,4326,6.82490012,47.09633502,POINT(6.82490012 47.09633502),GM,3,O,1016.6,,SP,
10901921,06/29/21 06:16 PM,Cdf-sbb-2,Crepis biennis,CF,6421,La Chaux-de-Fonds,SP,4326,6.82490012,47.09633502,POINT(6.82490012 47.09633502),GM,3,O,1016.6,,SP,
10901920,06/29/21 06:16 PM,Cdf-sbb-2,Rumex obtusifolius,CF,6421,La Chaux-de-Fonds,SP,4326,6.82488134,47.09633527,POINT(6.82488134 47.09633527),GM,2.5,O,1016.6,,SP,
10901919,06/29/21 06:16 PM,Cdf-sbb-2,Chaerophyllum sp.,-,6421,La Chaux-de-Fonds,SP,4326,6.82484848,47.09632911,POINT(6.82484848 47.09632911),GM,2.5,O,1010.7,1016.6,SP,
10901918,06/29/21 06:17 PM,Cdf-sbb-2,Geum urbanum,-,6421,La Chaux-de-Fonds,SP,4326,6.82482736,47.09633075,POINT(6.82482736 47.09633075),GM,2.5,O,1010.7,1016.6,SP,
10901917,06/29/21 06:22 PM,Cdf-sbb-2,Listera ovata,-,6421,La Chaux-de-Fonds,SP,4326,6.82476391,47.09602749,POINT(6.82476391 47.09602749),GM,2.5,O,1020.2,,SP,
10901916,06/30/21 11:12 AM,Schuessinsel-suze-1,Verbascum thapsus,-,371,Biel/Bienne,SP,4326,7.26896999,47.14699097,POINT(7.26896999 47.14699097),GM,7.5,O,440.5,440.9,SP,
10901915,06/30/21 11:12 AM,Schuessinsel-suze-1,Medicago sativa,-,371,Biel/Bienne,SP,4326,7.26895105,47.14700799,POINT(7.26895105 47.14700799),GM,3.5,O,440.5,,SP,
10901913,06/30/21 11:12 AM,Schuessinsel-suze-1,Convolvulus arvensis,-,371,Biel/Bienne,SP,4326,7.26895105,47.14700799,POINT(7.26895105 47.14700799),GM,4,O,440.5,,SP,
10901912,06/30/21 11:12 AM,Schuessinsel-suze-1,Plantago lanceolata,-,371,Biel/Bienne,SP,4326,7.26895105,47.14700799,POINT(7.26895105 47.14700799),GM,4,O,440.5,,SP,
10901911,06/30/21 11:12 AM,Schuessinsel-suze-1,Trifolium repens,-,371,Biel/Bienne,SP,4326,7.26895105,47.14700799,POINT(7.26895105 47.14700799),GM,4,O,440.5,,SP,
