 ID taxon,species,nom allemand,nom francais,nom italien,priorite,menace,responsabilite,necessite de prendre des mesures,Necessite de surveiller les populations,connaissances suffisantes?,techniques connues?,Jura,Plateau
140200,Dorycnium germanicum (Gremli) Rikli,Deutscher Backenklee,Dorycnium d'Allemagne,Trifoglino di Germania,3,VU,2,1,1,1,0,0,0
140300,Dorycnium herbaceum Vill.,Krautiger Backenklee,Dorycnium herbace,Trifoglino erbaceo,3,EN,1,2,2,2,1,0,0
140900,Draba hoppeana Rchb.,Hoppes Hungerbluemchen,Drave de Hoppe,Draba di Hoppe,4,LC,3,0,0,1,0,0,0
141000,Draba incana L.,Graues Felsenbluemchen,Drave blanchatre,Draba di Berna,1,CR,2,2,2,1,0,0,0
141100,Draba ladina Braun-Blanq.,Engadiner Felsenbluemchen,Drave ladine,Draba ladina,2,VU,3,1,1,2,1,0,0
141300,Draba nemorosa L.,Hain-Felsenbluemchen,Drave jaunatre,Draba dei boschi,4,NT,2,0,0,1,0,0,0
141550,Draba thomasii W. D. J. Koch,Langgriffliges Felsenbluemchen,Drave a long style,Draba grigia,4,NT,2,0,0,1,0,0,0
141700,Dracocephalum austriacum L.,oesterreichischer Drachenkopf,Dracocephale d'Autriche,Melissa austriaca,3,VU,2,2,2,2,1,0,0
141800,Dracocephalum ruyschiana L.,Nordischer Drachenkopf,Dracocephale de Ruysch,Melissa di Ruysch,4,NT,2,2,2,2,1,0,0
142400,Drosera ×obovata Mert. & W. D. J. Koch,Breitblaettriger Sonnentau,Rossolis a feuilles obovales,Drosera a foglie ovali,4,VU,1,1,1,1,0,A,A
142000,Drosera anglica Huds.,Langblaettriger Sonnentau,Rossolis d'Angleterre,Drosera a foglie allungate,4,VU,1,1,1,1,0,A,A
142100,Drosera intermedia Hayne,Mittlerer Sonnentau,Rossolis intermediaire,Drosera intermedia,3,EN,1,2,2,2,1,A,A
143200,Dryopteris cristata (L.) A. Gray,Kamm-Wurmfarn,Dryopteris a cretes,Felce pettinata,3,VU,2,1,2,2,1,A,A
144300,Echinops sphaerocephalus L.,Kugeldistel,Echinops a tete ronde,Cardo pallottola maggiore,4,VU,1,1,0,1,0,C,B
144600,Elatine alsinastrum L.,Quirliger Taennel,Elatine fausse alsine,Pepe d'acqua maggiore,2,RE,1,99,0,0,0,0,C
144700,Elatine hexandra (Lapierre) DC.,Sechsmaenniger Taennel,Elatine a six etamines,Pepe d'acqua a sei stami,2,CR,1,2,1,2,1,C,D
144800,Elatine hydropiper L.,Wasserpfeffer-Taennel,Elatine poivre d'eau,Pepe d'acqua ad otto stami,2,CR,1,2,1,2,1,0,0
145000,Eleocharis acicularis (L.) Roem. & Schult.,Nadelried,Heleocharis epingle,Giunchina aghiforme,4,VU,1,2,1,2,1,A,A
145100,Eleocharis atropurpurea (Retz.) C. Presl,Schwarzrotes Sumpfried,Heleocharis pourpre noir,Giunchina minore,2,RE,1,99,0,0,0,0,C
145400,Eleocharis mamillata H. Lindb.,Zitzen-Sumpfried,Heleocharis a tetons,Giunchina mammellonata,4,VU,1,1,1,1,0,A,A
145600,Eleocharis ovata (Roth) Roem. & Schult.,Eifoermiges Sumpfried,Heleocharis ovale,Giunchina ovata,3,EN,1,2,2,2,1,A,A
146000,Eleocharis uniglumis (Link) Schult.,Einspelziges Sumpfried,Heleocharis a une ecaille,Giunchina con una brattea,4,VU,1,1,1,1,0,A,A
146800,Empetrum nigrum L. subsp. nigrum,Schwarze Kraehenbeere,Camarine noire,Moretta palustre,3,EN,1,1,2,1,0,A,0
147000,Ephedra helvetica C. A. Mey.,Schweizerisches Meertraeubchen,Ephedre de Suisse,Efedra svizzera,2,VU,3,1,1,1,0,0,0
148100,Epilobium duriaei Godr.,Durieus Weidenroeschen,epilobe de Durieu,Garofanino di Durieu,4,VU,1,99,0,0,0,A,0
148500,Epilobium lanceolatum Sebast. & Mauri,Lanzettblaettriges Weidenroeschen,epilobe lanceole,Garofanino lanceolato,2,CR,1,2,1,1,0,0,A
149655,Epipactis fageticola (C. E. Hermos.) J. Devillers-Tersch. & P. Devillers,Buchen-Stendelwurz,epipactis des hetres,Elleborina dei faggi,4,VU,1,1,1,1,0,A,A
150350,Epipactis placentina Bongiorni & Gruenanger,Piacenza-Staendelwurz,epipactis de Plaisance,Elleborina di Piacenza,3,EN,1,1,2,1,0,0,0
150450,Epipactis rhodanensis Gevaudan & Robatsch,Rhone-Staendelwurz,epipactis du Rhône,Elleborina del Rodano,4,VU,1,1,1,1,0,A,A
150500,Epipogium aphyllum Sw.,Widerbart,Epipogon sans feuilles,Epipogio,4,VU,1,1,1,1,0,A,A
151700,Equisetum ×trachyodon A. Braun,Rauhzaehniger Schachtelhalm,Prele a dents rudes,Equiseto con denti ruvidi,4,VU,1,1,1,1,0,D,A
152700,Erica vagans L.,Wanderheide,Bruyere vagabonde,Erica vagabonda,2,RE,1,99,0,0,0,0,B
154400,Erigeron gaudinii Bruegger,Gaudins Berufkraut,Vergerette de Gaudin,Cespica di Gaudin,4,NT,2,0,0,1,0,0,0
155300,Eriophorum gracile Roth,Schlankes Wollgras,Linaigrette grele,Pennacchi gracili,3,EN,1,2,2,2,1,C,A
157200,Eryngium alpinum L.,Alpendistel,Chardon bleu,Calcatreppola alpina,3,VU,2,2,2,2,1,A,0
157300,Eryngium campestre L.,Feld-Mannstreu,Panicaut champetre,Calcatreppola campestre,3,EN,1,2,1,2,1,D,A
158200,Erysimum ochroleucum (Schleich.) DC.,Blassgelber Schotendotter,Erysimum jaune pale,Violaciocca giallastra,4,VU,1,1,1,1,0,A,D
158500,Erysimum rhaeticum (Hornem.) DC.,Schweizer Schoeterich,Velar de Suisse,Violaciocca svizzera,4,LC,3,0,0,1,0,0,0
158700,Erysimum virgatum Roth,Steifer Schotendotter,Erysimum en baguette,Violaciocca montana,2,VU,3,1,1,1,0,A,A
159600,Euphorbia carniolica Jacq.,Krainer Wolfsmilch,Euphorbe de Carniole,Euforbia penzola,4,VU,1,1,1,1,0,0,0
160100,Euphorbia falcata L.,Sichelblaettrige Wolfsmilch,Euphorbe en faux,Euforbia falcata,3,EN,1,1,0,1,0,D,A
160800,Euphorbia palustris L.,Sumpf-Wolfsmilch,Euphorbe des marais,Euforbia lattaiola,4,VU,1,1,1,1,0,A,A
162200,Euphrasia christii Gremli,Christs Augentrost,Euphraise de Christ,Eufrasia di Christ,3,NT,3,2,2,2,1,0,0
162300,Euphrasia cisalpina Pugsley,Tessiner Augentrost,Euphraise du Tessin,Eufrasia cisalpina,2,VU,3,2,1,2,1,0,0
165100,Falcaria vulgaris Bernh.,Sicheldolde,Falcaire commune,Falcaria comune,2,CR,1,2,2,2,1,A,A
168400,Festuca norica (Hack.) K. Richt.,Norischer Schwingel,Fetuque norique,Festuca austriaca,4,NT,2,0,0,1,0,0,0
170900,Festuca stenantha (Hack.) K. Richt.,Schmalbluetiger Schwingel,Fetuque a fleurs etroites,Festuca della Carnia,4,VU,1,1,0,1,0,0,0
171300,Festuca ticinensis (Markgr.-Dann.) Markgr.-Dann.,Tessiner Schwingel,Fetuque du Tessin,Festuca ticinese,4,VU,1,2,1,2,1,0,0
172300,Filago arvensis L.,Acker-Fadenkraut,Cotonniere des champs,Bambagia campestre,4,VU,1,2,1,2,1,D,A
172400,Filago gallica L.,Franzoesisches Fadenkraut,Cotonniere de France,Bambagia francese,2,RE,1,99,0,0,0,D,D
172600,Filago lutescens Jord.,Gelbliches Fadenkraut,Cotonniere jaunatre,Bambagia rossastra,2,CR,1,2,1,2,1,D,D
172700,Filago minima (Sm.) Pers.,Kleines Fadenkraut,Cotonniere naine,Bambagia minima,3,EN,1,2,1,2,1,D,D
172800,Filago pyramidata L.,Spatelblaettriges Fadenkraut,Cotonniere pyramidale,Bambagia spatolata,2,CR,1,2,1,2,1,D,A
172900,Filago vulgaris Lam.,Gewoehnliches Fadenkraut,Cotonniere commune,Bambagia germanica,3,EN,1,2,1,2,1,A,A
173200,Filipendula vulgaris Moench,Knollige Spierstaude,Filipendule a six petales,Olmaria peperina,4,VU,1,2,1,2,1,A,A
173300,Fimbristylis annua (All.) Roem. & Schult.,Fransenried,Fimbristylis annuel,Zigolo annuale,2,RE,1,99,0,0,0,0,0
173700,Fragaria moschata Duchesne,Moschus-Erdbeere,Fraisier musque,Fragola moscata,4,VU,1,1,1,1,0,A,A
174400,Fritillaria meleagris L.,Gewoehnliche Schachblume,Damier,Meleagride comune,3,EN,1,2,2,2,1,A,0
175300,Fumaria schleicheri Soy.-Will.,Schleichers Erdrauch,Fumeterre de Schleicher,Fumaria di Schleicher,4,VU,1,1,0,1,0,C,A
175400,Fumaria vaillantii Loisel.,Vaillants Erdrauch,Fumeterre de Vaillant,Fumaria di Vaillant,4,VU,1,1,0,1,0,A,A
175800,Gagea minima (L.) Ker Gawl.,Kleiner Gelbstern,Gagee naine,Cipollaccio minore,3,VU,2,1,1,1,0,0,0
175900,Gagea pratensis (Pers.) Dumort.,Wiesen-Gelbstern,Gagee des pres,Cipollaccio dei prati,2,CR,1,2,2,2,1,A,A
176000,Gagea saxatilis (Mert. & W. D. J. Koch) Schult. & Schult. f.,Felsen-Gelbstern,Gagee des rochers,Cipollaccio delle rupi,4,VU,1,1,1,1,0,0,0
176100,Gagea villosa (M. Bieb.) Sweet,Acker-Gelbstern,Gagee velue,Cipollaccio dei campi,3,EN,1,2,1,1,0,A,A
176900,Galeopsis segetum Neck.,Gelber Hohlzahn,Galeopsis des moissons,Canapetta campestre,3,EN,1,2,1,1,0,A,A
177000,Galeopsis speciosa Mill.,Bunter Hohlzahn,Galeopsis splendide,Canapetta screziata,4,VU,1,1,0,1,0,D,A
178300,Galium glaucum L.,Blaugruener Waldmeister,Gaillet glauque,Caglio glauco,4,VU,1,2,1,2,1,A,A
178600,Galium laevigatum L.,Glattes Labkraut,Gaillet lisse,Caglio levigato,4,NT,2,0,0,1,0,0,0
180200,Galium saxatile L.,Herzynisches Labkraut,Gaillet des rochers,Caglio delle pietraie,1,EN,3,2,2,2,1,0,0
180300,Galium spurium L.,Falsches Kletten-Labkraut,Gaillet batard,Caglio campestre,4,VU,1,1,0,1,0,A,A
180500,Galium tricornutum Dandy,Dreihoerniges Labkraut,Gaillet a trois cornes,Caglio coriandolino,3,EN,1,1,0,1,0,D,A
180600,Galium triflorum Michx.,Dreibluetiges Labkraut,Gaillet a trois fleurs,Caglio a tre fiori,3,VU,2,1,2,2,1,0,0
181300,Gaudinia fragilis (L.) P. Beauv.,aehrenhafer,Gaudinie fragile,Forasacchino,2,CR,1,1,1,1,0,D,A
181700,Genista pilosa L.,Behaarter Ginster,Genet poilu,Ginestra tubercolosa,4,VU,1,1,1,1,0,A,0
181800,Genista radiata (L.) Scop.,Kugelginster,Genet rayonnant,Ginestra stellata,4,NT,2,0,0,1,0,0,0
182400,Gentiana amarella L.,Bitterer Enzian,Gentiane amere,Genziana amarella,2,EN,2,2,2,2,1,0,0
182600,Gentiana anisodonta Borbas,Ungleichzaehniger Enzian,Gentiane a dents inegales,Genziana delle Dolomiti,3,EN,1,1,1,1,0,0,0
182800,Gentiana aspera Hegetschw.,Rauher Enzian,Gentiane rude,Genziana irsuta,3,NT,3,0,0,1,0,0,0
183600,Gentiana cruciata L.,Kreuzblaettriger Enzian,Gentiane croisette,Genziana minore,4,VU,1,1,1,1,0,A,A
183700,Gentiana engadinensis (Wettst.) Braun-Blanq. & Sam.,Engadiner Enzian,Gentiane d'Engadine,Genziana d'Engadina,3,NT,3,0,0,1,0,0,0
183800,Gentiana germanica Willd.,Deutscher Enzian,Gentiane d'Allemagne,Genziana germanica,4,VU,1,1,1,1,0,A,A
183900,Gentiana insubrica Kunz,Insubrischer Enzian,Gentiane d'Insubrie,Genziana insubrica,2,VU,3,2,2,2,1,0,0
184500,Gentiana pannonica Scop.,Ostalpen-Enzian,Gentiane de Hongrie,Genziana rossigna,2,VU,3,1,1,1,0,0,0
184600,Gentiana pneumonanthe L.,Lungen-Enzian,Gentiane des marais,Genziana mettinborsa,4,VU,1,1,1,2,1,A,A
184700,Gentiana prostrata Haenke,Niederliegender Enzian,Gentiane couchee,Genziana a dieci punte,2,EN,2,1,2,2,1,0,0
185000,Gentiana ramosa Hegetschw.,Reichaestiger Enzian,Gentiane rameuse,Genziana ramosa,4,LC,3,0,0,1,0,0,0
185100,Gentiana schleicheri (Vacc.) Kunz,Schleichers Enzian,Gentiane de Schleicher,Genziana di Schleicher,3,NT,3,0,0,1,0,0,0
187000,Geranium bohemicum L.,Boehmischer Storchschnabel,Geranium de Boheme,Geranio di Boemia,1,CR,2,1,0,1,0,0,0
187300,Geranium divaricatum Ehrh.,Spreizender Storchschnabel,Geranium divarique,Geranio divaricato,3,EN,1,2,1,2,1,0,A
188700,Geranium rivulare Vill.,Blassbluetiger Storchschnabel,Geranium blanc,Geranio dei rivi,4,NT,2,0,0,1,0,0,0
189900,Gladiolus imbricatus L.,Busch-Gladiole,Glaïeul imbrique,Gladiolo piemontese,2,EN,2,2,2,2,1,0,0
190000,Gladiolus italicus Mill.,Italienische Gladiole,Glaïeul des moissons,Gladiolo dei campi,2,CR,1,2,2,2,1,0,0
190100,Gladiolus palustris Gaudin,Sumpf-Gladiole,Glaïeul des marais,Gladiolo reticolato,3,EN,1,2,2,2,1,0,A
190400,Glaucium flavum Crantz,Gelber Hornmohn,Glauciere jaune,Papavero cornuto,2,CR(PE),1,99,0,0,0,D,B
191400,Glyceria declinata Breb.,Blaugruenes Suessgras,Glycerie inclinee,Gramignone atlantico,3,EN,1,2,1,2,1,B,A
191600,Glyceria maxima (Hartm.) Holmb.,Grosses Suessgras,Grande glycerie,Gramignone maggiore,4,VU,1,2,1,2,1,A,A
192300,Gnaphalium luteoalbum L.,Gelblichweisses Ruhrkraut,Gnaphale blanc jaunatre,Canapicchia pagliata,4,VU,1,0,0,1,0,A,A
193000,Gratiola officinalis L.,Gnadenkraut,Gratiole officinale,Graziella,4,VU,1,2,2,2,1,C,A
193600,Gypsophila muralis L.,Acker-Gipskraut,Gypsophile des murailles,Gipsofila minuta,3,EN,1,2,0,2,1,A,A
193900,Hammarbya paludosa (L.) Kuntze,Weichwurz,Hammarbya des marais,Hammarbia,2,CR,1,2,2,2,1,0,D
194400,Helianthemum apenninum (L.) Mill.,Apenninen-Sonnenroeschen,Heliantheme des Apennins,Eliantemo degli Appennini,4,VU,1,1,1,1,0,0,0
194500,Helianthemum canum (L.) Hornem.,Graufilziges Sonnenroeschen,Heliantheme blanchatre,Eliantemo candido,4,VU,1,1,1,1,0,A,0
195500,Helianthemum salicifolium (L.) Mill.,Weidenblaettriges Sonnenroeschen,Heliantheme a feuilles de saule,Eliantemo annuale,3,EN,1,2,2,2,1,0,0
198200,Heracleum austriacum L.,oesterreichische Baerenklau,Berce d'Autriche,Panace austriaco,2,VU,3,1,1,1,0,0,0
198700,Heracleum sphondylium subsp. alpinum (L.) Bonnier & Layens,Jura-Baerenklau,Berce du Jura,Panace del Giura,4,LC,3,0,0,1,0,A,0
199100,Herminium monorchis (L.) R. Br.,Einorchis,Orchis musc,Orchide ad un bulbo,4,VU,1,1,1,1,0,A,A
199700,Heteropogon contortus (L.) Roem. & Schult.,Gedrehtgranniges Bartgras,Heteropogon tordu,Trebbia contorta,4,VU,1,1,1,1,0,0,0
199800,Hieracium alpicola Steud. & Hochst.,Seidenhaariges Habichtskraut,eperviere alpicole,Sparviere delle Alpi,4,NT,2,0,0,1,0,0,0
200400,Hieracium bauhinii Schult.,Bauhins Habichtskraut,eperviere de Bauhin,Sparviere di Bauhin,4,VU,1,1,1,1,0,D,A
200800,Hieracium caespitosum Dumort.,Wiesen-Habichtskraut,eperviere gazonnante,Sparviere palustre,3,EN,1,1,1,1,0,A,A
206100,Hierochloë odorata (L.) P. Beauv.,Duftendes Mariengras,Hierochloe odorant,Avena odorata,2,EN,2,2,2,2,1,A,C
208100,Hordeum secalinum Schreb.,Knotige Gerste,Orge noueuse,Orzo perenne,2,RE,1,99,0,0,0,D,D
208600,Hottonia palustris L.,Wasserfeder,Hottonie des marais,Erba scopina,3,EN,1,2,2,2,1,A,A
208700,Hugueninia tanacetifolia (L.) Rchb.,Farnrauke,Hugueninie a feuilles de tanaisie,Hugueninia comune,2,VU,3,1,1,1,0,0,0
209300,Hydrocharis morsus-ranae L.,Froschbiss,Hydrocharis des grenouilles,Morso di Rana,3,EN,1,2,2,2,1,A,A
209400,Hydrocotyle vulgaris L.,Wassernabel,Ecuelle d'eau,Soldinella acquatica,4,VU,1,1,1,1,0,D,A
209500,Hymenolobus pauciflorus (W. D. J. Koch) Schinz & Thell.,Armbluetige Salzkresse,Hymenolobe pauciflore,Iberidella minore,3,EN,1,1,0,1,0,0,0
209700,Hyoscyamus niger L.,Bilsenkraut,Jusquiame noire,Giusquiamo nero,4,VU,1,1,0,1,0,C,A
211300,Hypericum pulchrum L.,Schoenes Johanniskraut,Millepertuis elegant,Erba di San Giovanni occidentale,4,VU,1,1,1,1,0,A,A
211900,Hypochaeris glabra L.,Sand-Ferkelkraut,Porcelle glabre,Costolina liscia,2,CR(PE),1,99,0,0,0,0,0
212500,Iberis amara L.,Bitterer Bauernsenf,Iberis amer,Iberide bianca,3,EN,1,2,1,2,1,A,A
212600,Iberis intermedia Guers.,Mittlerer Bauernsenf,Iberis intermediaire,Iberide rosea,2,CR,1,2,1,1,0,A,0
212900,Iberis pinnata L.,Fiederblaettriger Bauernsenf,Iberis penne,Iberide pennata,2,RE,1,99,0,0,0,D,D
213000,Iberis saxatilis L.,Felsen-Bauernsenf,Iberis des rochers,Iberide rupestre,3,VU,2,1,1,1,0,A,0
213400,Illecebrum verticillatum L.,Knorpelblume,Illecebre verticille,Corriggiola verticillata,2,CR(PE),1,99,0,0,0,0,0
214000,Inula britannica L.,Wiesen-Alant,Inule britannique,Enula laurentiana,3,EN,1,2,2,2,1,D,A
214500,Inula helvetica Weber,Schweizerischer Alant,Inule de Suisse,Enula svizzera,2,VU,3,2,2,2,1,A,A
214600,Inula hirta L.,Rauher Alant,Inule herissee,Enula scabra,3,EN,1,2,2,2,1,A,A
214900,Inula spiraeifolia L.,Sparriger Alant,Inule a feuilles de spiree,Enula uncinata,3,EN,1,2,2,2,1,0,0
215200,Iris graminea L.,Grasblaettrige Schwertlilie,Iris graminee,Giaggiolo susinario,4,VU,1,1,1,1,0,0,0
215600,Iris sibirica L.,Sibirische Schwertlilie,Iris de Siberie,Giaggiolo siberiano,4,VU,1,1,1,1,0,A,A
216500,Isoëtes echinospora Durieu,Stachelsporiges Brachsenkraut,Isoete a spores herissees,Calamaria setacea,2,CR,1,2,2,2,1,0,D
216600,Isoëtes lacustris L.,See-Brachsenkraut,Isoete des lacs,Calamaria lacustre,3,VU,2,2,1,1,0,0,0
216300,Isolepis setacea (L.) R. Br.,Moorried,Isolepis setace,Lisca setacea,4,VU,1,2,1,2,1,A,A
216400,Isopyrum thalictroides L.,Muschelbluemchen,Isopyre commun,Isopiro comune,4,VU,1,2,2,2,1,0,A
218000,Juncus arcticus Willd.,Arktische Binse,Jonc arctique,Giunco artico,4,NT,2,0,0,1,0,0,0
218300,Juncus bulbosus L.,Knollen-Binse,Jonc bulbeux,Giunco bulboso,3,EN,1,2,2,2,1,A,A
218400,Juncus capitatus Weigel,Loessacker-Binse,Jonc capite,Giunco a capolino,2,CR,1,2,2,2,1,A,D
218500,Juncus castaneus Sm.,Kastanienbraune Binse,Jonc marron,Giunco castano,3,VU,2,2,2,2,1,0,0
219500,Juncus sphaerocarpus Nees,Kugelfruechtige Binse,Jonc a fruits globuleux,Giunco a frutti globosi,1,CR,2,2,2,2,1,0,0
219600,Juncus squarrosus L.,Sparrige Binse,Jonc rude,Giunco delle torbiere,3,EN,1,2,2,2,1,D,D
219700,Juncus stygius L.,Moor-Binse,Jonc du Styx,Giunco dello Styx,1,CR,2,2,2,2,1,0,C
219900,Juncus tenageia L. f.,Schlamm-Binse,Jonc des marais,Giunco delle pozze,2,CR,1,2,2,2,1,0,D
221800,Knautia drymeia Heuff.,Ungarische Witwenblume,Knautie des chenaies,Ambretta dei querceti,4,LC,3,0,0,1,0,0,0
221900,Knautia godetii Reut.,Godets Witwenblume,Knautie de Godet,Ambretta di Godet,4,VU,1,1,1,1,0,A,0
222100,Knautia purpurea (Vill.) Borbas,Purpur-Witwenblume,Knautie pourpre,Ambretta purpurea,4,VU,1,1,1,1,0,0,0
222400,Knautia transalpina (Christ) Briq.,Ennetbirgische Witwenblume,Knautie transalpine,Ambretta sudalpina,2,VU,3,1,0,1,0,0,0
222700,Kobresia simpliciuscula (Wahlenb.) Mack.,Schuppenried,Cobresia simple,Cobresia,4,NT,2,0,0,1,0,0,0
224500,Lactuca saligna L.,Weiden-Lattich,Laitue a feuilles de saule,Lattuga salcigna,3,EN,1,1,0,1,0,A,A
224900,Lactuca viminea (L.) J. Presl & C. Presl,Ruten-Lattich,Laitue effilee,Lattuga alata,4,VU,1,1,0,1,0,0,0
226100,Lamium hybridum Vill.,Schlitzblaettrige Taubnessel,Lamier hybride,Falsa ortica ibrida,4,VU,1,1,0,1,0,A,A
226600,Lappula deflexa (Wahlenb.) Garcke,Wald-Igelsame,Bardane reflechie,Lappolina incurvata,4,VU,1,1,0,1,0,0,C
227400,Laserpitium gaudinii Moretti,Gaudins Laserkraut,Laser de Gaudin,Laserpizio di Gaudin,4,LC,3,0,0,1,0,0,0
227500,Laserpitium halleri Crantz,Hallers Laserkraut,Laser de Haller,Laserpizio di Haller,4,LC,3,0,0,1,0,0,0
228000,Laserpitium prutenicum L.,Preussisches Laserkraut,Laser de Prusse,Laserpizio pimpinellino,3,EN,1,2,2,2,1,A,A
228900,Lathyrus aphaca L.,Ranken-Platterbse,Gesse sans feuilles,Cicerchia bastarda,3,EN,1,2,0,2,1,A,A
229000,Lathyrus bauhinii P. A. Genty,Schwertblaettrige Platterbse,Gesse de Bauhin,Cicerchia di Bauhin,1,CR,2,2,2,2,1,A,0
229100,Lathyrus cicera L.,Kicher-Platterbse,Gesse chiche,Cicerchia cicerchiella,2,CR,1,2,0,2,1,D,D
229400,Lathyrus hirsutus L.,Behaartfruechtige Platterbse,Gesse herissee,Cicerchia pelosa,3,EN,1,2,0,2,1,B,A
230100,Lathyrus nissolia L.,Gras-Platterbse,Gesse nissole,Cicerchia semplice,2,CR,1,2,2,2,1,A,A
230300,Lathyrus palustris L.,Sumpf-Platterbse,Gesse des marais,Cicerchia palustre,4,VU,1,2,1,2,1,D,A
230700,Lathyrus sphaericus Retz.,Kugelsamige Platterbse,Gesse a graines spheriques,Cicerchia sferica,4,VU,1,1,1,1,0,0,A
230900,Lathyrus tuberosus L.,Knollige Platterbse,Gesse tubereuse,Cicerchia tuberosa,4,VU,1,1,0,1,0,A,A
231100,Lathyrus venetus (Mill.) Wohlf.,Venezianische Platterbse,Gesse de Venetie,Cicerchia veneta,3,EN,1,2,2,2,1,0,0
231800,Leersia oryzoides (L.) Sw.,Wilder Reis,Leersie faux riz,Riso selvatico,4,VU,1,1,1,1,0,A,A
231900,Legousia hybrida (L.) Delarbre,Kleiner Venusspiegel,Legousie hybride,Specchio di Venere ondulato,2,CR,1,2,0,2,1,A,B
232000,Legousia speculum-veneris (L.) Chaix,Gemeiner Venusspiegel,Legousie miroir de Venus,Specchio di Venere comune,4,VU,1,1,0,1,0,A,A
232200,Lemna gibba L.,Bucklige Wasserlinse,Lentille d'eau bossue,Lenticchia d'acqua spugnosa,2,CR,1,2,0,2,1,0,A
232800,Leontodon crispus Vill.,Krauser Loewenzahn,Liondent crepu,Dente di leone crespo,3,EN,1,2,2,2,1,D,0
233900,Leontodon incanus subsp. tenuiflorus (Gaudin) Schinz & R. Keller,Schmalblaettriger Loewenzahn,Liondent a petites fleurs,Dente di leone insubrico,3,NT,3,0,0,1,0,0,0
234700,Leonurus cardiaca L.,Herzheil,Agripaume cardiaque,Cardiaca comune,3,EN,1,2,1,2,1,A,A
236500,Leucanthemum halleri (Vitman) Ducommun,Hallers Margerite,Marguerite de Haller,Margherita di Haller,4,LC,3,0,0,1,0,0,0
236600,Leucanthemum heterophyllum (Willd.) DC.,Verschiedenblaettrige Margerite,Leucantheme a feuilles differentes,Margherita sudalpina,2,VU,3,1,0,1,0,0,0
237000,Leucojum aestivum L.,Spaetbluehende Knotenblume,Niveole d'ete,Campanelle maggiori,2,EN,2,2,2,2,1,A,A
237600,Ligusticum lucidum Mill.,Seguiers Liebstock,Ligustique luisante,Motellina lucida,2,EN,2,1,1,1,0,0,0
238200,Lilium bulbiferum L. subsp. bulbiferum,Bulbillentragende Feuerlilie,Lis a bulbilles,Giglio di San Giovanni,4,VU,1,1,0,1,0,0,0
238300,Lilium bulbiferum subsp. croceum (Chaix) Baker,Safranfarbene Feuerlilie,Lis safrane,Giglio cróceo,4,NT,2,0,0,1,0,A,A
238700,Limosella aquatica L.,Schlammkraut,Limoselle aquatique,Limosella,2,CR,1,2,2,2,1,A,A
239000,Linaria alpina subsp. petraea (Jord.) Rouy,Stein-Leinkraut,Linaire des rochers,Linaiola delle pietraie,3,NT,3,2,2,2,1,A,C
240400,Lindernia procumbens (Krock.) Borbas,Buechsenkraut,Lindernie couchee,Vandellia palustre,2,CR,1,2,2,2,1,C,C
240900,Linum austriacum L.,oesterreichischer Lein,Lin d'Autriche,Lino d'Austria,4,NT,2,0,0,1,0,A,A
241800,Liparis loeselii (L.) Rich.,Zwiebelorchis,Liparis de Loesel,Liparide,4,VU,1,1,2,2,1,0,A
242400,Littorella uniflora (L.) Asch.,Strandling,Littorelle uniflore,Littorella,3,EN,1,2,2,2,1,A,A
242900,Lolium remotum Schrank,Flachs-Lolch,Ivraie a epillets espaces,Loglio del lino,2,CR(PE),1,99,0,0,0,D,C
243000,Lolium rigidum Gaudin,Steifer Lolch,Ivraie raide,Loglio rigido,4,VU,1,1,0,1,0,D,A
243100,Lolium temulentum L.,Taumel-Lolch,Ivraie enivrante,Loglio ubriacante,2,CR,1,1,1,1,0,C,B
243200,Lomatogonium carinthiacum (Wulfen) Rchb.,Saumnarbe,Lomatogonium de Carinthie,Genzianella di Carinzia,3,EN,1,2,2,2,1,0,0
243300,Lomelosia graminifolia (L.) Greuter & Burdet,Grasblaettrige Skabiose,Lomelosie a feuilles de graminee,Vedovina strisciante,4,VU,1,1,1,1,0,0,0
243700,Lonicera etrusca Santi,Toskanisches Geissblatt,Chevrefeuille de Toscane,Caprifoglio etrusco,4,NT,2,0,0,1,0,0,0
245300,Ludwigia palustris (L.) Elliott,Heusenkraut,Ludwigie des marais,Porracchia dei fossi,2,CR,1,2,2,2,1,0,A
249400,Lycopodiella inundata (L.) Holub,Moorbaerlapp,Lycopode inonde,Licopodio inondato,4,VU,1,1,1,1,0,D,A
251700,Lysimachia thyrsiflora L.,Strauss-Gilbweiderich,Lysimaque a fleurs en thyrse,Mazza d'oro tirsiflora,4,VU,1,2,2,2,1,A,A
251900,Lythrum hyssopifolia L.,Ysop-Weiderich,Lythrum a feuilles d'hysope,Salcerella con foglie d'issopo,2,CR,1,2,2,2,1,D,A
252000,Lythrum portula (L.) D. A. Webb,Sumpfquendel,Lythrum pourpier,Salcerella erba portula,3,EN,1,2,2,2,1,A,A
252600,Malaxis monophyllos (L.) Sw.,Einblatt,Malaxis a une feuille,Microstile,4,VU,1,1,1,1,0,0,0
253800,Marrubium vulgare L.,Andorn,Marrube commun,Marrubio comune,3,EN,1,1,0,1,0,C,A
253900,Marsilea quadrifolia L.,Kleefarn,Marsilee a quatre feuilles,Trifoglio acquatico comune,2,CR,1,2,2,2,1,A,A
254500,Matteuccia struthiopteris (L.) Tod.,Straussfarn,Fougere autruche,Felce penna di struzzo,4,VU,1,1,1,1,0,0,B
