date,place,feature,number,species,quantity,confidence,no_flowers,notes,Full-place-name
04.04.21,freiburgstrasse,box,3,Viburnum farreri,2,2,,,freiburgstrasse-box-3
04.04.21,freiburgstrasse,box,3,Quercus suber,1,0,,,freiburgstrasse-box-3
04.04.21,freiburgstrasse,box,3,Prunus avium,1,0,,,freiburgstrasse-box-3
04.04.21,freiburgstrasse,box,4,Viburnum farreri,2,2,,,freiburgstrasse-box-4
04.04.21,freiburgstrasse,box,4,Quercus suber,1,0,,,freiburgstrasse-box-4
04.04.21,freiburgstrasse,box,4,Prunus avium,1,0,,,freiburgstrasse-box-4
04.04.21,freiburgstrasse,box,5,Viburnum farreri,1,2,,,freiburgstrasse-box-5
04.04.21,freiburgstrasse,box,5,Quercus suber,1,0,,,freiburgstrasse-box-5
04.04.21,freiburgstrasse,box,5,Prunus avium,1,0,,,freiburgstrasse-box-5
04.04.21,freiburgstrasse,box,6,Cardamine hirsuta,1 patch,1,,,freiburgstrasse-box-6
04.04.21,freiburgstrasse,box,6,Veronica hederifolia,scattered,1,,,freiburgstrasse-box-6
04.04.21,freiburgstrasse,box,6,erophila verna,scattered,1,,,freiburgstrasse-box-6
04.04.21,freiburgstrasse,box,7,erophila verna,scattered,1,,,freiburgstrasse-box-7
04.04.21,freiburgstrasse,box,8,Veronica hederifolia,scattered,1,,,freiburgstrasse-box-8
04.04.21,freiburgstrasse,box,8,erophila verna,scattered,1,,,freiburgstrasse-box-8
04.04.21,freiburgstrasse,Madretschkanal,1,Bellis perennis,scattered patches,2,,,freiburgstrasse-Madretschkanal-1
04.04.21,freiburgstrasse,Madretschkanal,1,viola odorata,scattered,1,,,freiburgstrasse-Madretschkanal-1
04.04.21,freiburgstrasse,Madretschkanal,1,Ranunculus ficaria,Signficant % of cover,2,,,freiburgstrasse-Madretschkanal-1
04.04.21,freiburgstrasse,Madretschkanal,1,Veronica hederifolia,scattered,1,,,freiburgstrasse-Madretschkanal-1
04.04.21,freiburgstrasse,Madretschkanal,1,cardamine flexuosa,scattered,1,,,freiburgstrasse-Madretschkanal-1
04.04.21,freiburgstrasse,Madretschkanal,1,Glechoma hederacea,scattered,2,,,freiburgstrasse-Madretschkanal-1
04.04.21,freiburgstrasse,Madretschkanal,1,lamium maculatum,large pathes,2,,,freiburgstrasse-Madretschkanal-1
04.04.21,freiburgstrasse,Madretschkanal,1,Mahonia aquifolium,scattered,2,,,freiburgstrasse-Madretschkanal-1
04.04.21,freiburgstrasse,Madretschkanal,1,Senecio vulgaris,scattered,2,,,freiburgstrasse-Madretschkanal-1
04.04.21,freiburgstrasse,Madretschkanal,1,alliaria petiolata,1  patch,1,,,freiburgstrasse-Madretschkanal-1
04.04.21,freiburgstrasse,Madretschkanal,1,Prunus cerasus,several,0,,,freiburgstrasse-Madretschkanal-1
05.04.21,Brueggstrasse,area,1,lamium purpureum,Signficant % of cover,2,,,Brueggstrasse-area-1
05.04.21,Brueggstrasse,area,1,taraxacum,Signficant % of cover,1,,,Brueggstrasse-area-1
05.04.21,Brueggstrasse,area,1,Stellaria media,scattered,1,,,Brueggstrasse-area-1
05.04.21,Brueggstrasse,area,1,Forsythia x intermedia,1 patch,2,,,Brueggstrasse-area-1
05.04.21,Brueggstrasse,area,1,mercurialis annua,patches  scattered,2,,,Brueggstrasse-area-1
05.04.21,Brueggstrasse,area,1,viola hirta,scattered,1,,,Brueggstrasse-area-1
05.04.21,Brueggstrasse,area,1,alliaria petiolata,scattered,1,,,Brueggstrasse-area-1
03.04.21,Brueggstrasse,berm,1,Prunus cerasus,1,1,,,Brueggstrasse-berm-1
03.04.21,Brueggstrasse,berm,2,Corydalis cava,Signficant % of cover,2,,,Brueggstrasse-berm-2
03.04.21,Brueggstrasse,berm,2,Cardamine pratensis,scattered,2,,,Brueggstrasse-berm-2
03.04.21,Brueggstrasse,berm,2,Primula acaulis,scattered,2,,,Brueggstrasse-berm-2
03.04.21,Brueggstrasse,berm,2,Forsythia x intermedia,1 patch,2,,,Brueggstrasse-berm-2
03.04.21,Brueggstrasse,berm,2,magnolia liliiflora,1,1,,,Brueggstrasse-berm-2
03.04.21,Brueggstrasse,berm,2,ranunculus ficaria,Signficant % of cover,2,,,Brueggstrasse-berm-2
03.04.21,Brueggstrasse,berm,2,Veronica hederifolia,scattered,1,,,Brueggstrasse-berm-2
03.04.21,Brueggstrasse,berm,2,Potentilla sterilis,scattered patches,1,,,Brueggstrasse-berm-2
03.04.21,Brueggstrasse,box,1,Mahonia aquifolium,,2,,,Brueggstrasse-box-1
03.04.21,Brueggstrasse,box,1,Veronica hederifolia,,1,,,Brueggstrasse-box-1
03.04.21,Brueggstrasse,box,1,taraxacum,,1,,,Brueggstrasse-box-1
03.04.21,Brueggstrasse,box,2,taraxacum,,1,,,Brueggstrasse-box-2
03.04.21,Brueggstrasse,box,2,Mahonia aquifolium,,2,,,Brueggstrasse-box-2
03.04.21,Brueggstrasse,box,3,Bellis perennis,,2,,,Brueggstrasse-box-3
03.04.21,Brueggstrasse,box,3,Mahonia aquifolium,,2,,,Brueggstrasse-box-3
03.04.21,Brueggstrasse,box,3,Veronica hederifolia,,1,,,Brueggstrasse-box-3
03.04.21,Brueggstrasse,box,4,Mahonia aquifolium,,2,,,Brueggstrasse-box-4
04.04.21,Brueggstrasse,area,4,erophila verna,,0,,,Brueggstrasse-box-5
04.04.21,Brueggstrasse,area,4,Capsella bursa-pastoris,,0,,,Brueggstrasse-box-5
04.04.21,Brueggstrasse,area,4,erophila verna,,0,,,Brueggstrasse-box-6
04.04.21,Brueggstrasse,area,4,Capsella bursa-pastoris,,0,,,Brueggstrasse-box-6
04.04.21,Brueggstrasse,area,4,Mahonia aquifolium,,2,,,Brueggstrasse-box-6
04.04.21,Brueggstrasse,area,4,taraxacum,,1,,,Brueggstrasse-box-6
04.04.21,Brueggstrasse,area,4,Veronica hederifolia,,1,,,Brueggstrasse-box-6
03.04.21,Brueggstrasse,area,3,Veronica hederifolia,patches,1,,,Brueggstrasse-box-7
12.04.21,Alfred-aebi-strasse,area,6,Corylus avellana,1,1,1,,Alfred-aebi-strasse-box-12
12.04.21,Alfred-aebi-strasse,area,6,Hedera helix,2 patches,2,1,,Alfred-aebi-strasse-box-12
12.04.21,Alfred-aebi-strasse,area,1,amelanchier ovalis,1,2,,,Alfred-aebi-strasse-area-1
12.04.21,Alfred-aebi-strasse,area,1,alliaria petiolata,Signficant % of cover,2,,,Alfred-aebi-strasse-area-1
12.04.21,Alfred-aebi-strasse,area,1,Prunus cerasifera,1,0,,,Alfred-aebi-strasse-area-1
12.04.21,Alfred-aebi-strasse,area,1,sonchus asper,1,1,,,Alfred-aebi-strasse-area-1
12.04.21,Alfred-aebi-strasse,area,1,acer campestre,2,0,1,,Alfred-aebi-strasse-area-1
12.04.21,Alfred-aebi-strasse,area,2,Brunnera macrophylla,several patches,2,,,Alfred-aebi-strasse-area-2
12.04.21,Alfred-aebi-strasse,area,2,chelidonium majus,several patches,2,,,Alfred-aebi-strasse-area-2
12.04.21,Alfred-aebi-strasse,area,2,lamium purpureum,scattered,,,,Alfred-aebi-strasse-area-2
12.04.21,Alfred-aebi-strasse,area,2,Stellaria media,scattered,,,,Alfred-aebi-strasse-area-2
12.04.21,Alfred-aebi-strasse,area,2,erophila verna,scattered,1,,,Alfred-aebi-strasse-area-2
12.04.21,Alfred-aebi-strasse,area,2,Hedera helix,Signficant % of cover,2,1,,Alfred-aebi-strasse-area-2
12.04.21,Alfred-aebi-strasse,area,2,viola reichenbachiana,several small patches,1,,,Alfred-aebi-strasse-area-2
12.04.21,Alfred-aebi-strasse,area,2,taraxacum,scattered,1,,,Alfred-aebi-strasse-area-2
12.04.21,Alfred-aebi-strasse,area,2,alliaria petiolata,Signficant % of cover,2,,,Alfred-aebi-strasse-area-2
12.04.21,Alfred-aebi-strasse,area,2,Senecio vulgaris,Signficant % of cover,2,,,Alfred-aebi-strasse-area-2
12.04.21,Alfred-aebi-strasse,area,2,Cardamine hirsuta,scattered,1,,,Alfred-aebi-strasse-area-2
12.04.21,Alfred-aebi-strasse,area,3,taraxacum,scattered,1,,,Alfred-aebi-strasse-area-3
12.04.21,Alfred-aebi-strasse,area,3,alliaria petiolata,patch  scattered,2,,,Alfred-aebi-strasse-area-3
12.04.21,Alfred-aebi-strasse,area,3,Cardamine hirsuta,scattered,1,,,Alfred-aebi-strasse-area-3
12.04.21,Alfred-aebi-strasse,area,3,erophila verna,scattered,1,,,Alfred-aebi-strasse-area-3
12.04.21,Alfred-aebi-strasse,area,3,Capsella bursa-pastoris,scattered,1,,,Alfred-aebi-strasse-area-3
12.04.21,Alfred-aebi-strasse,area,3,Prunus laurocerasus,most of back end of tree line,2,,,Alfred-aebi-strasse-area-3
12.04.21,Alfred-aebi-strasse,area,3,Glechoma hederacea,scattered,2,,,Alfred-aebi-strasse-area-3
12.04.21,Alfred-aebi-strasse,area,3,Sambucus nigra,not noted,1,1,,Alfred-aebi-strasse-area-3
12.04.21,Alfred-aebi-strasse,area,3,lonicera nitida,Signficant % of cover,0,1,,Alfred-aebi-strasse-area-3
12.04.21,Alfred-aebi-strasse,area,3,Hedera helix,Signficant % of cover,2,1,,Alfred-aebi-strasse-area-3
12.04.21,Alfred-aebi-strasse,area,9,taraxacum,Signficant % of cover,1,,,Alfred-aebi-strasse-box-11
12.04.21,Alfred-aebi-strasse,area,9,Erodium cicutarium,2 patches,2,,,Alfred-aebi-strasse-box-11
12.04.21,Alfred-aebi-strasse,area,9,tulipa aximensis,1 patch,1,,,Alfred-aebi-strasse-box-11
12.04.21,Alfred-aebi-strasse,area,9,Capsella bursa-pastoris,patch  scattered,1,,,Alfred-aebi-strasse-box-11
12.04.21,Alfred-aebi-strasse,area,9,brassica napus,1,1,1,,Alfred-aebi-strasse-box-11
12.04.21,Alfred-aebi-strasse,area,6,Hedera helix,2 patches,2,1,,Alfred-aebi-strasse-box-12
12.04.21,Alfred-aebi-strasse,area,6,Corylus avellana,1,1,1,,Alfred-aebi-strasse-box-12
12.04.21,Alexander-Moser-Strasse,box,1,taraxacum,scattered,1,,,Alexander-Moser-Strasse-box-1
12.04.21,Alexander-Moser-Strasse,box,1,Stellaria media,Signficant % of cover,1,,,Alexander-Moser-Strasse-box-1
12.04.21,Alexander-Moser-Strasse,box,1,Medicago lupulina,patches,1,,,Alexander-Moser-Strasse-box-1
12.04.21,Alexander-Moser-Strasse,box,1,Cardamine hirsuta,,1,,,Alexander-Moser-Strasse-box-1
12.04.21,Alexander-Moser-Strasse,box,1,erophila verna,,1,,,Alexander-Moser-Strasse-box-1
12.04.21,Alexander-Moser-Strasse,box,2,Cardamine hirsuta,scattered,1,,,Alexander-Moser-Strasse-box-2
12.04.21,Alexander-Moser-Strasse,box,2,erophila verna,scattered,1,,,Alexander-Moser-Strasse-box-2
12.04.21,Alexander-Moser-Strasse,box,2,Stellaria media,Signficant % of cover,1,,,Alexander-Moser-Strasse-box-2
12.04.21,Alexander-Moser-Strasse,box,3,Cardamine hirsuta,scattered,1,,,Alexander-Moser-Strasse-box-3
12.04.21,Alexander-Moser-Strasse,box,3,stachys annua,1  patch,0,,small white flower  looks a lot like rare stachys  though this is very unlikely,Alexander-Moser-Strasse-box-3
12.04.21,Alexander-Moser-Strasse,box,3,erophila verna,scattered,1,,,Alexander-Moser-Strasse-box-3
12.04.21,Erlacherweg,park,1,Berberis julianae,Signficant % of cover,2,,,Erlacherweg-park-1
12.04.21,Erlacherweg,park,1,berberis thunbergii,Signficant % of cover,2,1,,Erlacherweg-park-1
12.04.21,Erlacherweg,park,1,Veronica hederifolia,,,,,Erlacherweg-park-1
12.04.21,Erlacherweg,park,1,taraxacum,,,,,Erlacherweg-park-1
12.04.21,Erlacherweg,park,1,Hedera helix,Signficant % of cover,2,1,,Erlacherweg-park-1
12.04.21,Erlacherweg,park,2,Berberis julianae,Signficant % of cover,2,,,Erlacherweg-park-2
12.04.21,Erlacherweg,park,2,Berberis aquifolium,scattered,2,,,Erlacherweg-park-2
12.04.21,Erlacherweg,park,2,berberis thunbergii,scattered,2,1,,Erlacherweg-park-2
12.04.21,Erlacherweg,park,2,Hedera helix,Signficant % of cover,2,1,,Erlacherweg-park-2
12.04.21,Erlacherweg,park,3,Prunus laurocerasus,1,2,1,,Erlacherweg-park-3
12.04.21,Erlacherweg,park,3,acer negundo,1,1,,,Erlacherweg-park-3
12.04.21,Erlacherweg,park,3,Hedera helix,Some % of cover,2,1,,Erlacherweg-park-3
12.04.21,keltenstrasse,berm,1,taraxacum,Some % of cover,1,,,keltenstrasse-berm-1
12.04.21,keltenstrasse,berm,1,Forsythia x intermedia,number of individuals,2,,,keltenstrasse-berm-1
12.04.21,keltenstrasse,berm,1,ranunculus ficaria,Some % of cover,2,,,keltenstrasse-berm-1
12.04.21,keltenstrasse,berm,1,Veronica hederifolia,Some % of cover,1,,,keltenstrasse-berm-1
12.04.21,keltenstrasse,berm,1,Glechoma hederacea,Some % of cover,2,,,keltenstrasse-berm-1
12.04.21,keltenstrasse,berm,1,Bellis perennis,scattered,2,,,keltenstrasse-berm-1
12.04.21,keltenstrasse,berm,1,cardamine hirsuta,scattered,1,,,keltenstrasse-berm-1
12.04.21,keltenstrasse,berm,1,myosotis sylvatica,scattered patches,1,,,keltenstrasse-berm-1
12.04.21,keltenstrasse,berm,1,Prunus cerasifera,at least 1,2,,,keltenstrasse-berm-1
12.04.21,keltenstrasse,berm,1,plant,thick patches,0,,,keltenstrasse-berm-1
12.04.21,keltenstrasse,berm,2,Cardamine pratensis,scattered,2,,,keltenstrasse-berm-2
12.04.21,keltenstrasse,berm,2,tulipa aximensis,Some % of cover,1,,,keltenstrasse-berm-2
12.04.21,keltenstrasse,berm,2,abies alba,1,1,,,keltenstrasse-berm-2
12.04.21,keltenstrasse,berm,2,ranunculus ficaria,scattered,2,,,keltenstrasse-berm-2
12.04.21,keltenstrasse,berm,2,ranunculus acris,scattered,1,,,keltenstrasse-berm-2
12.04.21,keltenstrasse,berm,2,taraxacum,Some % of cover,1,,,keltenstrasse-berm-2
12.04.21,keltenstrasse,berm,2,plant,scattered patches,0,,,keltenstrasse-berm-2
12.04.21,keltenstrasse,berm,2,urtica dioica,Some % of cover,1,1,,keltenstrasse-berm-2
12.04.21,keltenstrasse,berm,2,Veronica hederifolia,Some % of cover,1,,,keltenstrasse-berm-2
12.04.21,keltenstrasse,park,1,Capsella bursa-pastoris,Some % of cover,1,,,keltenstrasse-park-1
12.04.21,keltenstrasse,park,1,ranunculus ficaria,scattered,2,,,keltenstrasse-park-1
12.04.21,keltenstrasse,park,1,Bellis perennis,scattered,2,,,keltenstrasse-park-1
12.04.21,keltenstrasse,park,1,Veronica hederifolia,scattered,1,,,keltenstrasse-park-1
12.04.21,keltenstrasse,park,1,Stellaria media,scattered,1,,,keltenstrasse-park-1
12.04.21,keltenstrasse,park,1,taraxacum,scattered,1,,,keltenstrasse-park-1
12.04.21,keltenstrasse,park,1,Glechoma hederacea,scattered,2,,,keltenstrasse-park-1
12.04.21,keltenstrasse,park,1,Cardamine pratensis,scattered,2,,,keltenstrasse-park-1
12.04.21,keltenstrasse,park,1,cardamine flexuosa,scattered,1,,,keltenstrasse-park-1
12.04.21,keltenstrasse,park,1,Corydalis cava,Signficant % of cover,2,,,keltenstrasse-park-1
12.04.21,keltenstrasse,park,1,Hedera helix,Signficant % of cover,2,,,keltenstrasse-park-1
12.04.21,keltenstrasse,park,1,taxus baccata,Some % of cover,1,,,keltenstrasse-park-1
12.04.21,keltenstrasse,park,1,acer platanoides,2,1,,,keltenstrasse-park-1
12.04.21,keltenstrasse,park,1,Prunus cerasifera,2,1,,,keltenstrasse-park-1
12.04.21,keltenstrasse,park,1,lamium purpureum,patches,2,,,keltenstrasse-park-1
12.04.21,keltenstrasse,park,1,prunus cerasus,2,0,,,keltenstrasse-park-1
13.04.21,fussweg,suze,1,vicia sepium,3 patches,2,,,fussweg-suze-1
13.04.21,fussweg,suze,1,taraxacum,Some % of cover,1,,,fussweg-suze-1
13.04.21,fussweg,suze,1,anthyllis vulneraria,Some % of cover,2,,,fussweg-suze-1
13.04.21,fussweg,suze,1,Senecio vulgaris,,,,,fussweg-suze-1
13.04.21,fussweg,suze,1,lamium maculatum,Some % of cover,2,,,fussweg-suze-1
13.04.21,fussweg,suze,1,Glechoma hederacea,patches  scattered,2,,,fussweg-suze-1
13.04.21,fussweg,suze,1,lamium purpureum,scattered,2,,,fussweg-suze-1
13.04.21,fussweg,suze,1,cardamine hirsuta,scattered,1,,,fussweg-suze-1
13.04.21,fussweg,suze,1,Hedera helix,Some % of cover,2,1,,fussweg-suze-1
13.04.21,fussweg,suze,2,Hedera helix,Some % of cover,2,1,,fussweg-suze-2
13.04.21,fussweg,suze,2,viola odorata,1  patch,1,,,fussweg-suze-2
13.04.21,fussweg,suze,2,Glechoma hederacea,scattered,,,,fussweg-suze-2
13.04.21,fussweg,suze,2,corydalis cava,Some % of cover,,,last flowers,fussweg-suze-2
13.04.21,fussweg,suze,2,taraxacum,,,,,fussweg-suze-2
13.04.21,fussweg,suze,2,Salix caprea,1,1,,,fussweg-suze-2
13.04.21,fussweg,suze,2,salix alba,1,1,,,fussweg-suze-2
13.04.21,fussweg,suze,3,anthyllis vulneraria,scattered patches,2,,,fussweg-suze-3
13.04.21,fussweg,suze,3,taraxacum,scattered,1,,,fussweg-suze-3
13.04.21,fussweg,suze,3,tragopogon pratensis,several patches,2,,,fussweg-suze-3
13.04.21,fussweg,suze,3,Equisetum arvense,Signficant % of cover,2,,,fussweg-suze-3
13.04.21,fussweg,suze,4,lamium purpureum,scattered,2,,,fussweg-suze-4
13.04.21,fussweg,suze,4,taraxacum,scattered,1,,,fussweg-suze-4
13.04.21,fussweg,suze,4,euphorbia helioscopa,1  patch,2,,,fussweg-suze-4
13.04.21,fussweg,suze,4,Medicago lupulina,2 patches,2,,,fussweg-suze-4
13.04.21,fussweg,suze,4,ranunculus acris,2 patches,1,,,fussweg-suze-4
13.04.21,fussweg,suze,4,veronica persica,scattered patches,1,,,fussweg-suze-4
31.03.21,Floesserweg,area,1,taraxacum,scattered,1,,,Floesserweg-area-1
31.03.21,Floesserweg,area,1,Tussilago farfara,several small patches,2,,,Floesserweg-area-1
31.03.21,Floesserweg,area,1,prunus persica,1,1,,,Floesserweg-area-1
31.03.21,Floesserweg,area,1,erophila verna,scattered patches,1,,,Floesserweg-area-1
31.03.21,Floesserweg,area,1,populus nigra,1,0,,,Floesserweg-area-1
31.03.21,Floesserweg,area,1,Veronica hederifolia,several patches,1,,,Floesserweg-area-1
31.03.21,Floesserweg,area,1,Senecio vulgaris,scattered,2,,,Floesserweg-area-1
31.03.21,Floesserweg,area,1,euphorbia helioscopa,1 patch,2,,,Floesserweg-area-1
31.03.21,Floesserweg,area,1,cardamine flexuosa,scattered patches,1,,,Floesserweg-area-1
31.03.21,Dr-schneider-strasse,area,1,taraxacum sp.,scattered,1,,,Dr-schneider-strasse-area-1
31.03.21,Dr-schneider-strasse,area,1,erophila verna,scattered patches,1,,,Dr-schneider-strasse-area-1
31.03.21,Dr-schneider-strasse,area,1,cardamine hirsuta,,,,,Dr-schneider-strasse-area-1
31.03.21,Dr-schneider-strasse,area,1,anthyllis vulneraria,2 patches,2,,,Dr-schneider-strasse-area-1
31.03.21,Dr-schneider-strasse,area,1,veronica persica,scattered,1,,,Dr-schneider-strasse-area-1
31.03.21,Dr-schneider-strasse,area,1,saxifraga tridactylites,1 patch  scattered,1,,,Dr-schneider-strasse-area-1
11.04.21,schmiedweg,berm,1,Forsythia x intermedia,1 large hedge,2,,,schmiedweg-berm-1
11.04.21,schmiedweg,berm,1,Hedera helix,Some % of cover,2,1,,schmiedweg-berm-1
11.04.21,schmiedweg,berm,1,Primula acaulis,Some % of cover,2,,,schmiedweg-berm-1
11.04.21,schmiedweg,berm,1,ranunculus ficaria,Some % of cover,2,,,schmiedweg-berm-1
11.04.21,schmiedweg,berm,1,Narcissus pseuonarcissus,1  patch,2,,,schmiedweg-berm-1
14.03.21,fussweg,suze,1,Tussilago farfara,Signficant % of cover,2,,,fussweg-suze-1
14.03.21,fussweg,suze,1,lamium maculatum,2 patches,2,,,fussweg-suze-1
14.03.21,fussweg,suze,1,corydalis cava,Some % of cover,1,,,fussweg-suze-1
14.03.21,fussweg,suze,1,cardamine hirsuta,scattered,1,,,fussweg-suze-1
14.03.21,fussweg,suze,2,corydalis cava,Some % of cover,2,,,fussweg-suze-2
14.03.21,fussweg,suze,2,Salix caprea,1,1,,,fussweg-suze-2
14.03.21,fussweg,suze,2,cardamine hirsuta,scattered,1,,,fussweg-suze-2
14.03.21,fussweg,suze,2,Tussilago farfara,scattered,2,,,fussweg-suze-2
13.04.21,schuessinsel,suze,1,taraxacum,scattered,1,,,schuessinsel-suze-1
13.04.21,schuessinsel,suze,1,Senecio vulgaris,scattered,2,,,schuessinsel-suze-1
13.04.21,schuessinsel,suze,1,Tussilago farfara,Some % of cover,2,,only a few in flower,schuessinsel-suze-1
13.04.21,schuessinsel,suze,1,anthyllis vulneraria,many patches,2,,,schuessinsel-suze-1
13.04.21,schuessinsel,suze,1,rumex acetosa,scattered patches,1,,,schuessinsel-suze-1
13.04.21,schuessinsel,suze,2,Medicago lupulina,2 patches,2,,,schuessinsel-suze-2
13.04.21,schuessinsel,suze,2,Tussilago farfara,Signficant % of cover,2,,only a few in flower,schuessinsel-suze-2
13.04.21,schuessinsel,suze,2,Glechoma hederacea,,2,,,schuessinsel-suze-2
13.04.21,schuessinsel,suze,2,trifolium medium,Signficant % of cover,1,,,schuessinsel-suze-2
13.04.21,schuessinsel,suze,2,ranunculus repens,1 big patch,1,,,schuessinsel-suze-2
13.04.21,schuessinsel,suze,2,arabidopsis thaliana,scattered patches,1,,,schuessinsel-suze-2
13.04.21,schuessinsel,suze,2,cardamine hirsuta,scattered patches,1,,,schuessinsel-suze-2
13.04.21,schuessinsel,suze,2,Prunus spinosa,part of planted hedges,2,,,schuessinsel-suze-2
13.04.21,schuessinsel,suze,2,veronica persica,scattered,1,,,schuessinsel-suze-2
13.04.21,schuessinsel,suze,2,taraxacum,scattered,1,,,schuessinsel-suze-2
13.04.21,schuessinsel,suze,2,Senecio vulgaris,scattered patches,2,,,schuessinsel-suze-2
13.04.21,schuessinsel,suze,2,lotus corniculatus,scattered,1,,almost in flower,schuessinsel-suze-2
13.04.21,schuessinsel,suze,2,salix alba,several individuals,1,,,schuessinsel-suze-2
13.04.21,schuessinsel,suze,2,tragopogon pratensis,several patches,2,,,schuessinsel-suze-2
13.04.21,schuessinsel,suze,2,salvia pratensis,several patches,1,,almost in flower,schuessinsel-suze-2
13.04.21,schuessinsel,suze,2,leucanthemum vulgare,Signficant % of cover,1,,almost in flower,schuessinsel-suze-2
14.03.21,schuessinsel,area,1,viola odorata,Some % of cover,1,,,schuessinsel-area-1
14.03.21,schuessinsel,area,1,Ranunculus ficaria,Some % of cover,2,,,schuessinsel-area-1
14.03.21,schuessinsel,area,1,Bellis perennis,Some % of cover,2,,,schuessinsel-area-1
14.03.21,schuessinsel,area,1,Stellaria media,scattered,1,,,schuessinsel-area-1
14.03.21,schuessinsel,area,1,Veronica hederifolia,scattered,1,,,schuessinsel-area-1
14.03.21,schuessinsel,area,1,lamium purpureum,2 patches,2,,,schuessinsel-area-1
14.03.21,schuessinsel,area,1,cardamine hirsuta,scattered,1,,,schuessinsel-area-1
14.03.21,schuessinsel,area,1,erophila verna,scattered,1,,,schuessinsel-area-1
14.03.21,schuessinsel,suze,4,petasites hybridus,Signficant % of cover,2,,,schuessinsel-suze-4
14.03.21,schuessinsel,suze,4,Tussilago farfara,Some % of cover,2,,,schuessinsel-suze-4
14.03.21,schuessinsel,suze,4,corydalis cava,small patch,2,,,schuessinsel-suze-4
14.03.21,schuessinsel,suze,4,salix purpurea,,1,,,schuessinsel-suze-4
14.03.21,schuessinsel,suze,4,salix cinera,,1,,,schuessinsel-suze-4
14.04.21,schuessinsel,suze,3,alliaria petiolata,scattered patches,2,,,schuessinsel-suze-3
14.04.21,schuessinsel,suze,3,lamium maculatum,scattered patches,2,,,schuessinsel-suze-3
14.04.21,schuessinsel,suze,3,taraxacum,scattered,1,,,schuessinsel-suze-3
14.04.21,schuessinsel,suze,3,Veronica hederifolia,Some % of cover,1,,,schuessinsel-suze-3
14.04.21,schuessinsel,suze,3,Hedera helix,Some % of cover,2,1,,schuessinsel-suze-3
14.04.21,schuessinsel,suze,3,Anemone nemorosa,1 patch,2,,,schuessinsel-suze-3
14.04.21,schuessinsel,suze,3,Prunus spinosa,part of planted hedges,2,,,schuessinsel-suze-3
14.04.21,schuessinsel,kanal,1,Tussilago farfara,Signficant % of cover,2,,mainly old,schuessinsel-kanal-1
14.04.21,schuessinsel,kanal,1,taraxacum,Some % of cover,1,,,schuessinsel-kanal-1
14.04.21,schuessinsel,kanal,1,alliaria petiolata,scattered,2,,,schuessinsel-kanal-1
14.04.21,schuessinsel,kanal,1,cymbalaria muralis,scattered patches,,,on the wall,schuessinsel-kanal-1
14.04.21,schuessinsel,kanal,1,Hedera helix,scattered,2,1,,schuessinsel-kanal-1
14.04.21,schuessinsel,kanal,1,Primula acaulis,scattered,2,,,schuessinsel-kanal-1
14.04.21,schuessinsel,kanal,1,Forsythia x intermedia,2,2,,,schuessinsel-kanal-1
14.04.21,schuessinsel,kanal,1,kerria japonica,1,2,,growing on the wall  probly from garden,schuessinsel-kanal-1
14.04.21,schuessinsel,kanal,1,anemone blanda,1 patch,2,,from garden probably,schuessinsel-kanal-1
14.04.21,schuessinsel,kanal,1,petasites hybridus,large patch,2,,end of flowering time,schuessinsel-kanal-1
22.02.21,schuessinsel,kanal,1,petasites hybridus,1 large patch,,,,schuessinsel-kanal-1
22.02.21,schuessinsel,kanal,1,Primula acaulis,Signficant % of cover,,,,schuessinsel-kanal-1
22.02.21,schuessinsel,kanal,1,jasminum nudiflorum,1,2,,growing on the wall from negihboring garden,schuessinsel-kanal-1
22.02.21,schuessinsel,kanal,1,Tussilago farfara,Signficant % of cover,,,,schuessinsel-kanal-1
22.02.21,schuessinsel,kanal,1,veronica persica,some patches,1,,,schuessinsel-kanal-1
08.04.21,buerenstrasse,suze,1,muscari neglectum,2 patches,2,,,buerenstrasse-suze-1
08.04.21,buerenstrasse,suze,1,taraxacum,scattered,1,,,buerenstrasse-suze-1
08.04.21,buerenstrasse,suze,1,cymbalaria muralis,1  patch,2,,also growing on river bank wall,buerenstrasse-suze-1
08.04.21,buerenstrasse,suze,1,Senecio vulgaris,scattered,2,,,buerenstrasse-suze-1
08.04.21,buerenstrasse,suze,1,Capsella bursa-pastoris,1 patch  scattered,1,,,buerenstrasse-suze-1
08.04.21,buerenstrasse,suze,1,cardamine hirsuta,scattered,1,,,buerenstrasse-suze-1
08.04.21,buerenstrasse,suze,1,erophila verna,scattered patches,1,,,buerenstrasse-suze-1
08.04.21,buerenstrasse,suze,1,chelidonium majus,patches,2,,strictly speaking outside survey area  big patches growing on river bank wall,buerenstrasse-suze-1
22.02.21,freiburgstrasse,madretschkanal,1,Primula acaulis,scattered,2,,,freiburgstrasse-madretschkanal-1
22.02.21,freiburgstrasse,madretschkanal,1,galanthus nivalis,2 patches,2,,,freiburgstrasse-madretschkanal-1
22.02.21,freiburgstrasse,madretschkanal,1,Bellis perennis,scattered,2,,,freiburgstrasse-madretschkanal-1
22.02.21,buerenstrasse,suze,2,Bellis perennis,Some % of cover,,,concentration of plants was downstream.,buerenstrasse-suze-2
22.02.21,buerenstrasse,suze,2,lamium purpureum,Some % of cover,,,concentration of plants was downstream.,buerenstrasse-suze-2
22.02.21,buerenstrasse,suze,2,Potentilla sterilis,Some % of cover,,,concentration of plants was downstream.,buerenstrasse-suze-2
