date,species,year,biogeo,canton,river,lot,forest,project,city,rch,rmp,rju,fam,res,pri,inv,ode,ns,ongen,ni,cdf,biel,locname,loc_date
2021-06-27,petrorhagia-prolifera,2,mp,be,X,X,X,pronat,biel,LC,NT,NT,Caryophyllaceae,X,X,X,X,X,X,X,X,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-06-27')"
2021-06-27,potentilla-reptans,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,X,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-06-27')"
2021-06-27,medicago-sativa,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-06-27')"
2021-06-27,lactuca-serriola,2,mp,be,X,X,X,pronat,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel,bermenstrasse-berm-1,"('bermenstrasse-berm-1', '2021-06-27')"
2021-06-27,centaurea-jacea,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,2.0,3.0,X,X,X,X,X,cdf,biel,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,plantago-media,2,mp,be,X,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,daucus-carota,2,mp,be,X,X,X,X,biel,LC,LC,LC,Apiaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,achillea-millefolium,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,bellis-perennis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,trifolium-repens,2,mp,be,X,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,lapsana-communis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,salvia-pratensis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,cirsium-arvense,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,trifolium-pratense,2,mp,be,X,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,galium-verum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Rubiaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,galium-mollugo,2,mp,be,X,X,X,X,biel,LC,DD,DD,Rubiaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,plantago-lanceolata,2,mp,be,X,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,hypericum-perforatum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Hypericaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,rumex-obtusifolius,2,mp,be,X,X,X,X,biel,LC,LC,LC,Polygonaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,lactuca-serriola,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,cerastium,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,hypochaeris-radicata,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,medicago-sativa,2,mp,be,X,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,tripleurospermum-inodorum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,verbascum-thapsus,2,mp,be,X,X,X,X,biel,LC,LC,LC,Scrophulariaceae,X,X,X,X,X,X,X,X,biel,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,silene-vulgaris,2,mp,be,X,X,X,X,biel,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-1,"('bermenstrasse-area-1', '2021-06-27')"
2021-06-27,erigeron-annuus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,centaurea-jacea,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,2.0,3.0,X,X,X,X,X,cdf,biel,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,hypericum-perforatum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Hypericaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,achillea-millefolium,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,medicago-lupulina,2,mp,be,X,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,thymus-serpyllum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,daucus-carota,2,mp,be,X,X,X,X,biel,LC,LC,LC,Apiaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,plantago-lanceolata,2,mp,be,X,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,tragopogon-pratensis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,1.0,4.0,X,X,X,X,X,cdf,biel,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,trifolium-medium,2,mp,be,X,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,hypochaeris-radicata,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,verbascum-thapsus,2,mp,be,X,X,X,X,biel,LC,LC,LC,Scrophulariaceae,X,X,X,X,X,X,X,X,biel,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,cirsium-arvense,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,echium-vulgare,2,mp,be,X,X,X,X,biel,LC,LC,LC,Boraginaceae,X,X,X,X,X,X,X,X,biel,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,sonchus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,senecio-jacobaea,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,convolvulus-arvensis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Convolvulaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,lotus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,potentilla-reptans,2,mp,be,X,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,X,biel,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,lapsana-communis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,rubus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,vicia,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,bermenstrasse-berm-3,"('bermenstrasse-berm-3', '2021-06-27')"
2021-06-27,sedum-spurium,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,WL,X,X,X,X,X,biel,bermenstrasse-area-2,"('bermenstrasse-area-2', '2021-06-27')"
2021-06-27,hedera-helix,2,mp,be,X,X,X,X,biel,LC,LC,LC,Araliaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-2,"('bermenstrasse-area-2', '2021-06-27')"
2021-06-27,rubus-fruticosus,2,mp,be,X,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-2,"('bermenstrasse-area-2', '2021-06-27')"
2021-06-27,centranthus-ruber,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,biel,bermenstrasse-area-2,"('bermenstrasse-area-2', '2021-06-27')"
2021-06-27,geum-urbanum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-2,"('bermenstrasse-area-2', '2021-06-27')"
2021-06-27,rosa,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,bermenstrasse-area-2,"('bermenstrasse-area-2', '2021-06-27')"
2021-06-27,lapsana-communis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-2,"('bermenstrasse-area-2', '2021-06-27')"
2021-06-27,plantago-lanceolata,2,mp,be,X,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-2,"('bermenstrasse-area-2', '2021-06-27')"
2021-06-27,ligustrum-vulgare,2,mp,be,X,X,X,X,biel,LC,LC,LC,Oleaceae,X,X,X,X,X,X,X,X,biel,bermenstrasse-area-2,"('bermenstrasse-area-2', '2021-06-27')"
2021-06-27,erigeron-annuus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel,bermenstrasse-area-2,"('bermenstrasse-area-2', '2021-06-27')"
2021-06-27,trifolium-repens,2,mp,be,X,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-2,"('bermenstrasse-area-2', '2021-06-27')"
2021-06-27,plantago-media,2,mp,be,X,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-area-2,"('bermenstrasse-area-2', '2021-06-27')"
2021-06-27,silene-vulgaris,2,mp,be,X,X,X,X,biel,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,senecio-jacobaea,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,daucus-carota,2,mp,be,X,X,X,X,biel,LC,LC,LC,Apiaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,lotus-corniculatus,2,mp,be,X,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,rosa,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,cirsium-arvense,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,vicia-cracca,2,mp,be,X,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,sanguisorba-minor,2,mp,be,X,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,cerastium-fontanum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,trifolium-medium,2,mp,be,X,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,thymus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,thymus-serpyllum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,medicago-lupulina,2,mp,be,X,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,ononis-repens,2,mp,be,X,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,X,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,equisetum-arvense,2,mp,be,X,X,X,X,biel,LC,LC,LC,Equisetaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,solidago,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,erigeron-annuus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,centaurea-jacea,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,2.0,3.0,X,X,X,X,X,cdf,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,medicago-sativa,2,mp,be,X,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,rubus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,trifolium-campestre,2,mp,be,X,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,hypochaeris-radicata,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,potentilla,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,centaurium-erythraea,2,mp,be,X,X,X,X,biel,LC,NT,NT,Gentianaceae,X,X,X,X,X,X,X,X,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,galium-mollugo,2,mp,be,X,X,X,X,biel,LC,DD,DD,Rubiaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,sonchus-asper,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,rubus-fruticosus,2,mp,be,X,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,linum-catharticum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Linaceae,X,X,X,X,X,X,X,cdf,biel,bermenstrasse-berm-5,"('bermenstrasse-berm-5', '2021-06-27')"
2021-06-27,sedum-album,2,,,,,,,,LC,LC,LC,Crassulaceae,X,X,X,X,X,X,X,cdf,biel,random,"('random', '2021-06-27')"
2021-06-27,echium-vulgare,2,,,,,,,,LC,LC,LC,Boraginaceae,X,X,X,X,X,X,X,X,biel,random,"('random', '2021-06-27')"
2021-05-23,plantago-lanceolata,2,,,,,,,,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,random,"('random', '2021-05-23')"
2021-05-23,medicago-lupulina,2,,,,,,,,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,random,"('random', '2021-05-23')"
2021-05-23,medicago-sativa,2,,,,,,,,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,random,"('random', '2021-05-23')"
2021-05-24,plantago-lanceolata,2,,,,,,,,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,random,"('random', '2021-05-24')"
2021-05-24,veronica-persica,2,,,,,,,,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,random,"('random', '2021-05-24')"
2021-05-24,sanguisorba-minor,2,,,,,,,,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel,random,"('random', '2021-05-24')"
2021-06-10,euonymus-europaeus,2,,,,,,,,LC,LC,LC,Celastraceae,X,X,X,X,X,X,X,cdf,biel,random,"('random', '2021-06-10')"
2021-06-14,convolvulus-arvensis,2,ju,ne,X,X,X,X,cdf,LC,LC,LC,Convolvulaceae,X,X,X,X,X,X,X,cdf,biel,cdf-sbb-5,"('cdf-sbb-5', '2021-06-14')"
2021-06-15,tussilago-farfara,2,ju,ne,X,X,X,X,cdf,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,geranium-pyrenaicum,2,ju,ne,X,X,X,X,cdf,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,cdf,biel,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,leucanthemum-vulgare,2,ju,ne,X,X,X,X,cdf,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,chaerophyllum-aureum,2,ju,ne,X,X,X,X,cdf,LC,LC,LC,Apiaceae,X,X,X,X,X,X,X,cdf,biel,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,ranunculus,2,ju,ne,X,X,X,X,cdf,X,X,X,X,X,X,X,X,X,ongen,X,X,X,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,silene-vulgaris,2,ju,ne,X,X,X,X,cdf,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,taraxacum,2,ju,ne,X,X,X,X,cdf,X,X,X,X,X,X,X,X,X,ongen,X,X,X,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,alliaria-petiolata,2,ju,ne,X,X,X,X,cdf,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,plantago-lanceolata,2,ju,ne,X,X,X,X,cdf,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,myosotis,2,ju,ne,X,X,X,X,cdf,X,X,X,X,X,X,X,X,X,ongen,X,X,X,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,rumex-obtusifolius,2,ju,ne,X,X,X,X,cdf,LC,LC,LC,Polygonaceae,X,X,X,X,X,X,X,cdf,biel,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,rumex-acetosa,2,ju,ne,X,X,X,X,cdf,LC,LC,LC,Polygonaceae,X,X,X,X,X,X,X,cdf,biel,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,ranunculus-repens,2,ju,ne,X,X,X,X,cdf,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,bellis-perennis,2,ju,ne,X,X,X,X,cdf,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,trifolium-pratense,2,ju,ne,X,X,X,X,cdf,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,vicia-sepium,2,ju,ne,X,X,X,X,cdf,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,lotus-corniculatus,2,ju,ne,X,X,X,X,cdf,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,trifolium-repens,2,ju,ne,X,X,X,X,cdf,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,crepis-biennis,2,ju,ne,X,X,X,X,cdf,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,veronica,2,ju,ne,X,X,X,X,cdf,X,X,X,X,X,X,X,X,X,ongen,X,X,X,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,medicago-lupulina,2,ju,ne,X,X,X,X,cdf,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,alchemilla,2,ju,ne,X,X,X,X,cdf,X,X,X,X,X,X,X,X,X,ongen,X,X,X,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,sanguisorba,2,ju,ne,X,X,X,X,cdf,X,X,X,X,X,X,X,X,X,ongen,X,X,X,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-15,sinapis-arvensis,2,ju,ne,X,X,X,X,cdf,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,cdf-sbb-5,"('cdf-sbb-5', '2021-06-15')"
2021-06-16,plantago-lanceolata,2,,,,,,,,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,random,"('random', '2021-06-16')"
2021-06-16,bellis-perennis,2,,,,,,,,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,random,"('random', '2021-06-16')"
2021-06-17,senecio-inaequidens,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,BL,ODE,X,X,X,X,biel,cygnes-cff-2,"('cygnes-cff-2', '2021-06-17')"
2021-06-17,erigeron-annuus,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel,cygnes-cff-2,"('cygnes-cff-2', '2021-06-17')"
2021-06-17,convolvulus-arvensis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Convolvulaceae,X,X,X,X,X,X,X,cdf,biel,cygnes-cff-2,"('cygnes-cff-2', '2021-06-17')"
2021-06-17,lotus-corniculatus,2,mp,be,X,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,cygnes-cff-2,"('cygnes-cff-2', '2021-06-17')"
2021-06-17,achillea-millefolium,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,cygnes-cff-2,"('cygnes-cff-2', '2021-06-17')"
2021-06-17,echium-vulgare,2,mp,be,X,X,X,X,biel,LC,LC,LC,Boraginaceae,X,X,X,X,X,X,X,X,biel,cygnes-cff-2,"('cygnes-cff-2', '2021-06-17')"
2021-06-17,tussilago-farfara,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,cygnes-cff-2,"('cygnes-cff-2', '2021-06-17')"
2021-06-17,reseda-lutea,2,mp,be,X,X,X,X,biel,LC,LC,LC,Resedaceae,X,X,X,X,X,X,X,cdf,biel,cygnes-cff-2,"('cygnes-cff-2', '2021-06-17')"
2021-06-17,centranthus-ruber,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,biel,cygnes-cff-2,"('cygnes-cff-2', '2021-06-17')"
2021-06-17,trifolium-repens,2,mp,be,X,X,X,X,biel,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel,cygnes-cff-2,"('cygnes-cff-2', '2021-06-17')"
2021-06-17,verbascum,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,cygnes-cff-2,"('cygnes-cff-2', '2021-06-17')"
