date,species,year,biogeo,canton,river,lot,forest,project,city,rch,rmp,rju,fam,res,pri,inv,ode,ns,ongen,ni,cdf,biel,locname,loc_date
2021-04-03,ranunculus-ficaria,2,mp,be,X,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,schloss-nidau-area-3,"('schloss-nidau-area-3', '2021-04-03')"
2021-04-03,cardamine-flexuosa,2,mp,be,X,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,schloss-nidau-area-3,"('schloss-nidau-area-3', '2021-04-03')"
2021-04-03,rumex-acetosa,2,mp,be,X,X,X,X,biel,LC,LC,LC,Polygonaceae,X,X,X,X,X,X,X,cdf,biel,schloss-nidau-area-3,"('schloss-nidau-area-3', '2021-04-03')"
2021-04-03,erophila-verna,2,mp,be,X,X,X,X,biel,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,schloss-nidau-area-3,"('schloss-nidau-area-3', '2021-04-03')"
2021-04-03,veronica-persica,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,schloss-nidau-area-3,"('schloss-nidau-area-3', '2021-04-03')"
2021-04-03,viola-odorata,2,mp,be,X,X,X,X,biel,LC,LC,LC,Violaceae,X,X,X,X,X,X,X,cdf,biel,schloss-nidau-area-3,"('schloss-nidau-area-3', '2021-04-03')"
2021-04-03,glechoma-hederacea,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,schloss-nidau-area-4,"('schloss-nidau-area-4', '2021-04-03')"
2021-04-03,taraxacum,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,schloss-nidau-area-4,"('schloss-nidau-area-4', '2021-04-03')"
2021-04-03,rumex-acetosella,2,mp,be,X,X,X,X,biel,LC,LC,LC,Polygonaceae,X,X,X,X,X,X,X,X,biel,schloss-nidau-area-4,"('schloss-nidau-area-4', '2021-04-03')"
2021-04-03,cymbalaria-muralis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,schloss-nidau-area-4,"('schloss-nidau-area-4', '2021-04-03')"
2021-04-03,capsella-bursa-pastoris,2,mp,be,X,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,schloss-nidau-area-4,"('schloss-nidau-area-4', '2021-04-03')"
2021-04-03,muscari-neglectum,2,mp,be,X,X,X,X,biel,DD,DD,DD,Asparagaceae,X,X,X,X,X,X,X,X,biel,schloss-nidau-area-4,"('schloss-nidau-area-4', '2021-04-03')"
2021-04-03,cardamine-hirsuta,2,mp,be,X,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,schloss-nidau-area-4,"('schloss-nidau-area-4', '2021-04-03')"
2021-04-03,chelidonium-majus,2,mp,be,X,X,X,X,biel,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,X,biel,schloss-nidau-area-4,"('schloss-nidau-area-4', '2021-04-03')"
2021-04-03,prunus-cerasifera,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,schloss-nidau-area-5,"('schloss-nidau-area-5', '2021-04-03')"
2021-04-03,bellis-perennis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schloss-nidau-area-5,"('schloss-nidau-area-5', '2021-04-03')"
2022-04-03,glechoma-hederacea,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,schloss-nidau-area-5,"('schloss-nidau-area-5', '2022-04-03')"
2022-04-03,prunus-serrulata,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,schloss-nidau-area-5,"('schloss-nidau-area-5', '2022-04-03')"
2023-04-03,cornus-mas,2,mp,be,X,X,X,X,biel,LC,NT,NT,Cornaceae,X,X,X,X,X,X,X,cdf,biel,schloss-nidau-area-5,"('schloss-nidau-area-5', '2023-04-03')"
2023-04-03,ranunculus-ficaria,2,mp,be,X,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,schloss-nidau-area-5,"('schloss-nidau-area-5', '2023-04-03')"
2021-04-03,lamium-purpureum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,schloss-nidau-area-7,"('schloss-nidau-area-7', '2021-04-03')"
2021-04-03,ranunculus-ficaria,2,mp,be,X,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,schloss-nidau-area-7,"('schloss-nidau-area-7', '2021-04-03')"
2021-04-03,bellis-perennis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,schloss-nidau-area-7,"('schloss-nidau-area-7', '2021-04-03')"
2021-04-03,taraxacum,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,schloss-nidau-area-7,"('schloss-nidau-area-7', '2021-04-03')"
2021-04-03,stellaria-media,2,mp,be,X,X,X,X,biel,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel,schloss-nidau-area-7,"('schloss-nidau-area-7', '2021-04-03')"
2021-04-03,cymbalaria-muralis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,schloss-nidau-area-7,"('schloss-nidau-area-7', '2021-04-03')"
2021-04-03,glechoma-hederacea,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,schloss-nidau-area-7,"('schloss-nidau-area-7', '2021-04-03')"
2021-04-03,viola-reichenbachiana,2,mp,be,X,X,X,X,biel,LC,LC,LC,Violaceae,X,X,X,X,X,X,X,cdf,biel,schloss-nidau-area-7,"('schloss-nidau-area-7', '2021-04-03')"
2021-04-06,viburnum-farreri,2,,,,,,,,X,X,X,X,X,X,X,X,X,X,ni,X,X,zukunftstrasse-box-13,"('zukunftstrasse-box-13', '2021-04-06')"
2021-04-06,prunus-avium,2,,,,,,,,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,X,biel,zukunftstrasse-box-13,"('zukunftstrasse-box-13', '2021-04-06')"
2021-04-06,quercus-suber,2,,,,,,,,X,X,X,X,X,X,X,X,X,X,ni,X,X,zukunftstrasse-box-13,"('zukunftstrasse-box-13', '2021-04-06')"
2021-04-06,viburnum-farreri,2,,,,,,,,X,X,X,X,X,X,X,X,X,X,ni,X,X,zukunftstrasse-box-14,"('zukunftstrasse-box-14', '2021-04-06')"
2021-04-06,prunus-avium,2,,,,,,,,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,X,biel,zukunftstrasse-box-14,"('zukunftstrasse-box-14', '2021-04-06')"
2021-04-06,quercus-suber,2,,,,,,,,X,X,X,X,X,X,X,X,X,X,ni,X,X,zukunftstrasse-box-14,"('zukunftstrasse-box-14', '2021-04-06')"
2021-04-01,senecio-vulgaris,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,murtenstrasse-berm-1,"('murtenstrasse-berm-1', '2021-04-01')"
2021-04-01,taraxacum,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,murtenstrasse-berm-1,"('murtenstrasse-berm-1', '2021-04-01')"
2021-04-01,corydalis-cava,2,mp,be,X,X,X,X,biel,LC,LC,LC,Papaveraceae,X,X,X,X,X,X,X,cdf,biel,murtenstrasse-berm-1,"('murtenstrasse-berm-1', '2021-04-01')"
2021-04-01,anemone-nemorosa,2,mp,be,X,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,murtenstrasse-berm-1,"('murtenstrasse-berm-1', '2021-04-01')"
2021-04-01,erophila-verna,2,mp,be,X,X,X,X,biel,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,murtenstrasse-berm-1,"('murtenstrasse-berm-1', '2021-04-01')"
2021-04-01,scilla-bifolia,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asparagaceae,X,X,X,X,X,X,X,cdf,biel,murtenstrasse-berm-1,"('murtenstrasse-berm-1', '2021-04-01')"
2021-04-01,galanthus-nivalis,2,mp,be,X,X,X,X,biel,LC,DD,DD,Amaryllidaceae,X,X,X,X,X,X,X,cdf,biel,murtenstrasse-berm-1,"('murtenstrasse-berm-1', '2021-04-01')"
2021-04-01,arabidopsis-thaliana,2,mp,be,X,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,murtenstrasse-berm-1,"('murtenstrasse-berm-1', '2021-04-01')"
2021-04-01,erophila-verna,2,mp,be,X,X,X,X,biel,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,murtenstrasse-berm-1,"('murtenstrasse-berm-1', '2021-04-01')"
2021-04-01,ranunculus-ficaria,2,mp,be,X,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,murtenstrasse-berm-1,"('murtenstrasse-berm-1', '2021-04-01')"
2021-04-01,lamium-purpureum,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,murtenstrasse-berm-1,"('murtenstrasse-berm-1', '2021-04-01')"
2021-04-01,stellaria-media,2,mp,be,X,X,X,X,biel,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel,murtenstrasse-berm-1,"('murtenstrasse-berm-1', '2021-04-01')"
2021-04-01,veronica-persica,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,murtenstrasse-berm-1,"('murtenstrasse-berm-1', '2021-04-01')"
2021-04-01,forsythia-xintermedia,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,murtenstrasse-berm-1,"('murtenstrasse-berm-1', '2021-04-01')"
2021-04-01,prunus-spinosa,2,mp,be,X,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel,murtenstrasse-berm-1,"('murtenstrasse-berm-1', '2021-04-01')"
2021-04-01,prunus-spinosa,2,mp,be,X,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel,murtenstrasse-berm-2,"('murtenstrasse-berm-2', '2021-04-01')"
2021-04-01,ranunculus-ficaria,2,mp,be,X,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,murtenstrasse-berm-2,"('murtenstrasse-berm-2', '2021-04-01')"
2021-04-01,glechoma-hederacea,2,mp,be,X,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,murtenstrasse-berm-2,"('murtenstrasse-berm-2', '2021-04-01')"
2021-04-01,bellis-perennis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,murtenstrasse-berm-2,"('murtenstrasse-berm-2', '2021-04-01')"
2021-04-01,veronica-persica,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,murtenstrasse-berm-2,"('murtenstrasse-berm-2', '2021-04-01')"
2021-04-01,erophila-verna,2,mp,be,X,X,X,X,biel,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,murtenstrasse-berm-2,"('murtenstrasse-berm-2', '2021-04-01')"
2021-04-01,arabidopsis-thaliana,2,mp,be,X,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,murtenstrasse-berm-2,"('murtenstrasse-berm-2', '2021-04-01')"
2021-04-01,taraxacum,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,murtenstrasse-berm-2,"('murtenstrasse-berm-2', '2021-04-01')"
2021-04-01,glechoma-hederacea,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,murtenstrasse-madretschkanal-1,"('murtenstrasse-madretschkanal-1', '2021-04-01')"
2021-04-01,ranunculus-ficaria,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,murtenstrasse-madretschkanal-1,"('murtenstrasse-madretschkanal-1', '2021-04-01')"
2021-04-01,lamium-purpureum,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,murtenstrasse-madretschkanal-1,"('murtenstrasse-madretschkanal-1', '2021-04-01')"
2021-04-01,veronica-persica,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,murtenstrasse-madretschkanal-1,"('murtenstrasse-madretschkanal-1', '2021-04-01')"
2021-04-01,prunus-laurocerasus,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,BL,X,X,X,X,X,biel,murtenstrasse-madretschkanal-1,"('murtenstrasse-madretschkanal-1', '2021-04-01')"
2021-04-04,bellis-perennis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,lokomotivdepot-area-1,"('lokomotivdepot-area-1', '2021-04-04')"
2021-04-04,erophila-verna,2,mp,be,X,X,X,X,biel,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,lokomotivdepot-area-1,"('lokomotivdepot-area-1', '2021-04-04')"
2021-04-04,prunus-avium,2,mp,be,X,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,X,biel,lokomotivdepot-area-1,"('lokomotivdepot-area-1', '2021-04-04')"
2021-04-04,viola-odorata,2,mp,be,X,X,X,X,biel,LC,LC,LC,Violaceae,X,X,X,X,X,X,X,cdf,biel,lokomotivdepot-area-1,"('lokomotivdepot-area-1', '2021-04-04')"
2021-04-04,ranunculus-acris,2,mp,be,X,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,lokomotivdepot-area-1,"('lokomotivdepot-area-1', '2021-04-04')"
2021-04-04,tragopogon-pratensis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Asteraceae,1.0,4.0,X,X,X,X,X,cdf,biel,lokomotivdepot-berm-1,"('lokomotivdepot-berm-1', '2021-04-04')"
2021-04-04,ranunculus-acris,2,mp,be,X,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,lokomotivdepot-berm-1,"('lokomotivdepot-berm-1', '2021-04-04')"
2021-04-04,cardamine-hirsuta,2,mp,be,X,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,lokomotivdepot-berm-1,"('lokomotivdepot-berm-1', '2021-04-04')"
2021-04-04,rumex-acetosa,2,mp,be,X,X,X,X,biel,LC,LC,LC,Polygonaceae,X,X,X,X,X,X,X,cdf,biel,lokomotivdepot-berm-1,"('lokomotivdepot-berm-1', '2021-04-04')"
2021-04-04,veronica-persica,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,friedweg-area-1,"('friedweg-area-1', '2021-04-04')"
2021-04-04,taraxacum,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,ongen,X,X,X,friedweg-area-1,"('friedweg-area-1', '2021-04-04')"
2021-04-04,rumex-acetosa,2,mp,be,X,X,X,X,biel,LC,LC,LC,Polygonaceae,X,X,X,X,X,X,X,cdf,biel,friedweg-area-1,"('friedweg-area-1', '2021-04-04')"
2021-04-04,amelanchier-ovalis,2,mp,be,X,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,X,biel,friedweg-area-1,"('friedweg-area-1', '2021-04-04')"
2021-04-05,stellaria-media,2,,,,,,,,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel,gewerbehofstrasse-box-1,"('gewerbehofstrasse-box-1', '2021-04-05')"
2021-04-05,erophila-verna,2,,,,,,,,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,gewerbehofstrasse-box-1,"('gewerbehofstrasse-box-1', '2021-04-05')"
2021-04-05,veronica-hederifolia,2,,,,,,,,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,gewerbehofstrasse-box-1,"('gewerbehofstrasse-box-1', '2021-04-05')"
2021-04-05,cardamine-hirsuta,2,,,,,,,,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,gewerbehofstrasse-box-1,"('gewerbehofstrasse-box-1', '2021-04-05')"
2021-04-05,cardamine-flexuosa,2,,,,,,,,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,gewerbehofstrasse-box-3,"('gewerbehofstrasse-box-3', '2021-04-05')"
2021-04-05,veronica-hederifolia,2,,,,,,,,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,gewerbehofstrasse-box-3,"('gewerbehofstrasse-box-3', '2021-04-05')"
2021-04-05,erophila-verna,2,,,,,,,,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,gewerbehofstrasse-box-3,"('gewerbehofstrasse-box-3', '2021-04-05')"
2021-04-05,arabidopsis-thaliana,2,,,,,,,,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,gewerbehofstrasse-box-4,"('gewerbehofstrasse-box-4', '2021-04-05')"
2021-04-05,erophila-verna,2,,,,,,,,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,gewerbehofstrasse-box-4,"('gewerbehofstrasse-box-4', '2021-04-05')"
2021-04-05,veronica-persica,2,,,,,,,,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel,gewerbehofstrasse-box-4,"('gewerbehofstrasse-box-4', '2021-04-05')"
2021-04-05,veronica-hederifolia,2,,,,,,,,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,gewerbehofstrasse-box-4,"('gewerbehofstrasse-box-4', '2021-04-05')"
2021-04-05,erophila-verna,2,,,,,,,,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,gewerbehofstrasse-box-5,"('gewerbehofstrasse-box-5', '2021-04-05')"
2021-04-05,stellaria-media,2,,,,,,,,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,cdf,biel,gewerbehofstrasse-box-5,"('gewerbehofstrasse-box-5', '2021-04-05')"
2021-04-05,cardamine-hirsuta,2,,,,,,,,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,gewerbehofstrasse-box-5,"('gewerbehofstrasse-box-5', '2021-04-05')"
2021-04-05,veronica-hederifolia,2,,,,,,,,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,gewerbehofstrasse-box-5,"('gewerbehofstrasse-box-5', '2021-04-05')"
2021-04-05,erophila-verna,2,,,,,,,,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,gewerbehofstrasse-box-6,"('gewerbehofstrasse-box-6', '2021-04-05')"
2021-04-05,cardamine-hirsuta,2,,,,,,,,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,gewerbehofstrasse-box-6,"('gewerbehofstrasse-box-6', '2021-04-05')"
2021-04-05,veronica-hederifolia,2,,,,,,,,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,gewerbehofstrasse-box-6,"('gewerbehofstrasse-box-6', '2021-04-05')"
2021-04-05,scilla-bifolia,2,,,,,,,,LC,LC,LC,Asparagaceae,X,X,X,X,X,X,X,cdf,biel,gewerbehofstrasse-box-6,"('gewerbehofstrasse-box-6', '2021-04-05')"
2021-04-05,cardamine-hirsuta,2,,,,,,,,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,gewerbehofstrasse-box-7,"('gewerbehofstrasse-box-7', '2021-04-05')"
2021-04-05,erophila-verna,2,,,,,,,,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,gewerbehofstrasse-box-7,"('gewerbehofstrasse-box-7', '2021-04-05')"
2021-04-05,veronica-hederifolia,2,,,,,,,,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,gewerbehofstrasse-box-7,"('gewerbehofstrasse-box-7', '2021-04-05')"
2021-04-05,scilla-bifolia,2,,,,,,,,LC,LC,LC,Asparagaceae,X,X,X,X,X,X,X,cdf,biel,gewerbehofstrasse-box-7,"('gewerbehofstrasse-box-7', '2021-04-05')"
2021-04-05,veronica-hederifolia,2,,,,,,,,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,gewerbehofstrasse-box-8,"('gewerbehofstrasse-box-8', '2021-04-05')"
2021-04-05,cardamine-hirsuta,2,,,,,,,,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,gewerbehofstrasse-box-8,"('gewerbehofstrasse-box-8', '2021-04-05')"
2021-04-04,viburnum-farreri,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,freiburgstrasse-box-1,"('freiburgstrasse-box-1', '2021-04-04')"
2021-04-04,quercus-suber,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,freiburgstrasse-box-1,"('freiburgstrasse-box-1', '2021-04-04')"
2021-04-04,prunus-avium,2,mp,be,X,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,X,biel,freiburgstrasse-box-1,"('freiburgstrasse-box-1', '2021-04-04')"
2021-04-04,viburnum-farreri,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,freiburgstrasse-box-2,"('freiburgstrasse-box-2', '2021-04-04')"
2021-04-04,quercus-suber,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,freiburgstrasse-box-2,"('freiburgstrasse-box-2', '2021-04-04')"
2021-04-04,prunus-avium,2,mp,be,X,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,X,biel,freiburgstrasse-box-2,"('freiburgstrasse-box-2', '2021-04-04')"
2021-04-04,viburnum-farreri,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,freiburgstrasse-box-3,"('freiburgstrasse-box-3', '2021-04-04')"
2021-04-04,quercus-suber,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,freiburgstrasse-box-3,"('freiburgstrasse-box-3', '2021-04-04')"
2021-04-04,prunus-avium,2,mp,be,X,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,X,biel,freiburgstrasse-box-3,"('freiburgstrasse-box-3', '2021-04-04')"
2021-04-04,viburnum-farreri,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,freiburgstrasse-box-4,"('freiburgstrasse-box-4', '2021-04-04')"
2021-04-04,quercus-suber,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,freiburgstrasse-box-4,"('freiburgstrasse-box-4', '2021-04-04')"
2021-04-04,prunus-avium,2,mp,be,X,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,X,biel,freiburgstrasse-box-4,"('freiburgstrasse-box-4', '2021-04-04')"
2021-04-04,viburnum-farreri,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,freiburgstrasse-box-5,"('freiburgstrasse-box-5', '2021-04-04')"
2021-04-04,quercus-suber,2,mp,be,X,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,X,freiburgstrasse-box-5,"('freiburgstrasse-box-5', '2021-04-04')"
2021-04-04,prunus-avium,2,mp,be,X,X,X,X,biel,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,X,biel,freiburgstrasse-box-5,"('freiburgstrasse-box-5', '2021-04-04')"
2021-04-04,cardamine-hirsuta,2,mp,be,X,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,X,biel,freiburgstrasse-box-6,"('freiburgstrasse-box-6', '2021-04-04')"
2021-04-04,veronica-hederifolia,2,mp,be,X,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,freiburgstrasse-box-6,"('freiburgstrasse-box-6', '2021-04-04')"
2021-04-04,erophila-verna,2,mp,be,X,X,X,X,biel,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,freiburgstrasse-box-6,"('freiburgstrasse-box-6', '2021-04-04')"
2021-04-04,erophila-verna,2,mp,be,X,X,X,X,biel,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,freiburgstrasse-box-7,"('freiburgstrasse-box-7', '2021-04-04')"
2021-04-04,veronica-hederifolia,2,mp,be,X,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,freiburgstrasse-box-8,"('freiburgstrasse-box-8', '2021-04-04')"
2021-04-04,erophila-verna,2,mp,be,X,X,X,X,biel,LC,NE,NE,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,freiburgstrasse-box-8,"('freiburgstrasse-box-8', '2021-04-04')"
2021-04-04,bellis-perennis,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,freiburgstrasse-madretschkanal-1,"('freiburgstrasse-madretschkanal-1', '2021-04-04')"
2021-04-04,viola-odorata,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Violaceae,X,X,X,X,X,X,X,cdf,biel,freiburgstrasse-madretschkanal-1,"('freiburgstrasse-madretschkanal-1', '2021-04-04')"
2021-04-04,ranunculus-ficaria,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,cdf,biel,freiburgstrasse-madretschkanal-1,"('freiburgstrasse-madretschkanal-1', '2021-04-04')"
2021-04-04,veronica-hederifolia,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Plantaginaceae,X,X,X,X,X,X,X,cdf,biel,freiburgstrasse-madretschkanal-1,"('freiburgstrasse-madretschkanal-1', '2021-04-04')"
2021-04-04,cardamine-flexuosa,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Brassicaceae,X,X,X,X,X,X,X,cdf,biel,freiburgstrasse-madretschkanal-1,"('freiburgstrasse-madretschkanal-1', '2021-04-04')"
2021-04-04,glechoma-hederacea,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel,freiburgstrasse-madretschkanal-1,"('freiburgstrasse-madretschkanal-1', '2021-04-04')"
2021-04-04,lamium-maculatum,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel,freiburgstrasse-madretschkanal-1,"('freiburgstrasse-madretschkanal-1', '2021-04-04')"
2021-04-04,mahonia-aquifolium,2,mp,be,madretschkanal,X,X,X,biel,X,X,X,X,X,X,X,X,X,X,ni,X,biel,freiburgstrasse-madretschkanal-1,"('freiburgstrasse-madretschkanal-1', '2021-04-04')"
2021-04-04,senecio-vulgaris,2,mp,be,madretschkanal,X,X,X,biel,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel,freiburgstrasse-madretschkanal-1,"('freiburgstrasse-madretschkanal-1', '2021-04-04')"
