Taxon ID InfoSpecies,groupe d'organisme,org. abrév., ID taxon,nom du taxon,Synonymes utiles,nom allemand,nom français,nom italien,priorité,menace,responsabilité,nécessité de prendre des mesures,nécessité de surveiller les populations,connaissances suffisantes?,techniques connues?,BE,JU
infoflora:75000,Gefässpflanzen,TRAC,75000,Campanula cenisia L.,,Mont-Cenis-Glockenblume,Campanule du Mont Cenis,Campanula del Moncenisio,4,LC,3,0,0,1,0,A,0
infoflora:75100,Gefässpflanzen,TRAC,75100,Campanula cervicaria L.,,Borstige Glockenblume,Campanule cervicaire,Campanula ruvida,3,EN,1,2,2,1,0,A,0
infoflora:75500,Gefässpflanzen,TRAC,75500,Campanula excisa Murith,,Ausgeschnittene Glockenblume,Campanule incisée,Campanula incisa,4,LC,3,0,0,1,0,0,0
infoflora:77000,Gefässpflanzen,TRAC,77000,Campanula rhomboidalis L.,,Rautenblättrige Glockenblume,Campanule à feuilles rhomboïdales,Campanula romboidale,4,LC,3,0,0,1,0,A,A
infoflora:78400,Gefässpflanzen,TRAC,78400,Cardamine asarifolia L.,,Haselwurzblättriges Schaumkraut,Cardamine à feuilles d'asaret,Billeri rotondifoglio,4,VU,1,1,1,1,0,0,0
infoflora:78550,Gefässpflanzen,TRAC,78550,Cardamine dentata Schult.,,Gezähntblättriges Schaumkraut,Cardamine dentée,Cardamine dentata,4,VU,1,1,1,1,0,A,0
infoflora:79200,Gefässpflanzen,TRAC,79200,Cardamine matthioli Moretti,,Matthiolis Schaumkraut,Cardamine de Matthiole,Billeri di Matthioli,3,EN,1,2,2,2,1,0,0
infoflora:80400,Gefässpflanzen,TRAC,80400,Cardamine rivularis Schur,,Bach-Schaumkraut,Cardamine des ruisseaux,Billeri delle ripe,4,NT,2,0,0,1,0,A,0
infoflora:80500,Gefässpflanzen,TRAC,80500,Cardamine trifolia L.,,Dreiblättriges Schaumkraut,Cardamine à trois folioles,Billeri a tre foglie,4,VU,1,2,1,2,1,A,0
infoflora:80600,Gefässpflanzen,TRAC,80600,Cardamine udicola Jord.,,Moor-Schaumkraut,Cardamine des lieux humides,Billeri delle torbiere,4,VU,1,1,1,1,0,A,0
infoflora:81200,Gefässpflanzen,TRAC,81200,Carduus acanthoides L.,,Weg-Distel,Chardon faux acanthe,Cardo branca orsina,2,CR,1,1,0,1,0,C,D
infoflora:81700,Gefässpflanzen,TRAC,81700,Carduus defloratus subsp. crassifolius (Willd.) Hayek,,Dickblättrige Distel,Chardon à feuilles épaisses,Cardo a foglie grasse,4,NT,2,0,0,1,0,0,0
infoflora:83600,Gefässpflanzen,TRAC,83600,Carex atrofusca Schkuhr,,Schwarzrote Segge,Laiche rouge noirâtre,Carice rosso-nerastra,3,VU,2,1,1,1,0,A,0
infoflora:83700,Gefässpflanzen,TRAC,83700,Carex austroalpina Bech.,,Südalpine Segge,Laiche des Alpes méridionales,Carice sudalpina,3,VU,2,1,0,1,0,0,0
infoflora:83800,Gefässpflanzen,TRAC,83800,Carex baldensis L.,,Monte-Baldo-Segge,Laiche du Mont Baldo,Carice candida,2,VU,3,1,1,1,0,0,0
infoflora:83900,Gefässpflanzen,TRAC,83900,Carex bicolor All.,,Zweifarbige Segge,Laiche à deux couleurs,Carice bicolore,4,NT,2,1,0,1,0,A,0
infoflora:84000,Gefässpflanzen,TRAC,84000,Carex bohemica Schreb.,,Böhmische Segge,Laiche de Bohème,Carice boema,2,CR,1,2,2,2,1,0,A
infoflora:84500,Gefässpflanzen,TRAC,84500,Carex buxbaumii Wahlenb.,,Buxbaums Segge,Laiche de Buxbaum,Carice di Buxbaum,4,VU,1,1,1,1,0,D,0
infoflora:85000,Gefässpflanzen,TRAC,85000,Carex cespitosa L.,,Rasen-Segge,Laiche gazonnante,Carice cespitosa,3,EN,1,2,2,2,1,0,0
infoflora:85100,Gefässpflanzen,TRAC,85100,Carex chordorrhiza L. f.,,Fadenwurzelige Segge,Laiche à longs rhizomes,Carice a rizomi allungati,2,EN,2,2,2,2,1,C,A
infoflora:85900,Gefässpflanzen,TRAC,85900,Carex depauperata With.,,Armblütige Segge,Laiche appauvrie,Carice impoverita,3,EN,1,2,2,2,1,0,0
infoflora:86000,Gefässpflanzen,TRAC,86000,Carex diandra Schrank,,Draht-Segge,Laiche à tige arrondie,Carice tondeggiante,4,VU,1,1,1,1,0,A,A
infoflora:86200,Gefässpflanzen,TRAC,86200,Carex dioica L.,,Zweihäusige Segge,Laiche dioïque,Carice dioica,4,VU,1,1,1,1,0,A,A
infoflora:87300,Gefässpflanzen,TRAC,87300,Carex fimbriata Schkuhr,,Gefranste Segge,Laiche frangée,Carice sfrangiata,3,NT,3,0,1,1,0,0,0
infoflora:88400,Gefässpflanzen,TRAC,88400,Carex hartmanii Cajander,,Hartmans Segge,Laiche de Hartman,Carice di Hartman,3,EN,1,2,2,2,1,0,0
infoflora:88500,Gefässpflanzen,TRAC,88500,Carex heleonastes L. f.,,Torf-Segge,Laiche des tourbières,Carice delle torbiere,2,EN,2,2,2,2,1,A,0
infoflora:88900,Gefässpflanzen,TRAC,88900,Carex juncella (Fr.) Th. Fr.,,Binsenartige Segge,Laiche faux jonc,Carice giuncolina,3,VU,2,1,1,1,0,0,0
infoflora:89200,Gefässpflanzen,TRAC,89200,Carex lasiocarpa Ehrh.,,Behaartfrüchtige Segge,Laiche à utricules velus,Carice a frutto pubescente,4,VU,1,1,1,1,0,A,A
infoflora:89900,Gefässpflanzen,TRAC,89900,Carex maritima Gunnerus,,Binsenblättrige Segge,Laiche à feuilles de jonc,Carice giunchifoglia,3,VU,2,1,1,1,0,0,0
infoflora:90200,Gefässpflanzen,TRAC,90200,Carex microglochin Wahlenb.,,Kleinhakige Segge,Laiche à petite arête,Carice appuntita,3,VU,2,1,1,1,0,0,0
infoflora:90900,Gefässpflanzen,TRAC,90900,Carex norvegica Retz.,,Norwegische Segge,Laiche de Norvège,Carice norvegese,3,VU,2,2,1,2,1,0,0
infoflora:92600,Gefässpflanzen,TRAC,92600,Carex praecox Schreb.,,Frühe Segge,Laiche précoce,Carice serpeggiante,3,EN,1,2,2,2,1,0,0
infoflora:92900,Gefässpflanzen,TRAC,92900,Carex pseudocyperus L.,,Cypergras-Segge,Laiche faux souchet,Carice falso cipero,4,VU,1,1,1,1,0,A,A
infoflora:93200,Gefässpflanzen,TRAC,93200,Carex punctata Gaudin,,Punktierte Segge,Laiche ponctuée,Carice punteggiata,4,VU,1,1,1,1,0,0,0
infoflora:95100,Gefässpflanzen,TRAC,95100,Carex vaginata Tausch,,Scheiden-Segge,Laiche engainante,Carice guainata,3,VU,2,1,1,1,0,A,0
infoflora:95500,Gefässpflanzen,TRAC,95500,Carex vulpina L.,,Fuchsfarbene Segge,Laiche des renards,Carice volpina,3,EN,1,2,2,2,1,A,A
infoflora:96800,Gefässpflanzen,TRAC,96800,Carpesium cernuum L.,,Kragenblume,Carpésium penché,Capo chino comune,3,EN,1,2,2,2,1,A,0
infoflora:97000,Gefässpflanzen,TRAC,97000,Carthamus lanatus L.,,Saflor,Carthame laineux,Zafferanone selvatico,2,CR(PE),1,99,0,0,0,0,0
infoflora:97300,Gefässpflanzen,TRAC,97300,Catabrosa aquatica (L.) P. Beauv.,,Quellgras,Catabrosa aquatique,Gramignone di palude,4,VU,1,1,1,1,0,A,A
infoflora:97700,Gefässpflanzen,TRAC,97700,Caucalis platycarpos L.,,Möhren-Haftdolde,Caucalis à fruits larges,Lappola carota,4,VU,1,1,0,1,0,C,D
infoflora:99000,Gefässpflanzen,TRAC,99000,Centaurea jacea subsp. gaudinii (Boiss. & Reut.) Gremli,,Hellschuppige Flockenblume,Centaurée de Gaudin,Fiordaliso di Gaudin,3,VU,2,1,1,1,0,0,0
infoflora:99300,Gefässpflanzen,TRAC,99300,Centaurea nemoralis Jord.,,Schwarze Flockenblume,Centaurée des bois,Fiordaliso boschivo,3,EN,1,2,2,2,1,A,D
infoflora:99800,Gefässpflanzen,TRAC,99800,Centaurea pseudophrygia C. A. Mey.,,Perücken-Flockenblume,Centaurée à perruque,Fiordaliso frangiato,4,VU,1,1,1,1,0,0,0
infoflora:99900,Gefässpflanzen,TRAC,99900,Centaurea rhaetica Moritzi,,Rätische Flockenblume,Centaurée rhétique,Fiordaliso retico,2,VU,3,1,1,1,0,0,0
infoflora:100600,Gefässpflanzen,TRAC,100600,Centaurea splendens L.,,Glänzende Flockenblume,Centaurée luisante,Fiordaliso cicalino,4,VU,1,1,0,1,0,0,0
infoflora:100651,Gefässpflanzen,TRAC,100651,Centaurea stoebe L. subsp. stoebe,,Rheinische Flockenblume,Centaurée stoebé,Fiordaliso renano,4,VU,1,1,0,1,0,0,0
infoflora:101100,Gefässpflanzen,TRAC,101100,Centaurea valesiaca (DC.) Jord.,,Walliser Rispen-Flockenblume,Centaurée du Valais,Fiordaliso del Vallese,3,NT,3,0,0,1,0,0,0
infoflora:101300,Gefässpflanzen,TRAC,101300,Centaurium pulchellum (Sw.) Druce,,Kleines Tausendgüldenkraut,Petite centaurée élégante,Centauro elegante,4,VU,1,2,1,2,1,A,A
infoflora:101500,Gefässpflanzen,TRAC,101500,Centranthus angustifolius (Mill.) DC.,,Schmalblättrige Spornblume,Centranthe à feuilles étroites,Camarezza a foglia sottile,3,EN,1,2,1,1,0,C,A
infoflora:102100,Gefässpflanzen,TRAC,102100,Cephalaria alpina (L.) Roem. & Schult.,,Alpen-Schuppenkopf,Céphalaire des Alpes,Vedovina alpina,4,NT,2,1,0,1,0,A,0
infoflora:102900,Gefässpflanzen,TRAC,102900,Cerastium austroalpinum Kunz,,Südalpines Hornkraut,Céraiste des Alpes méridionales,Peverina di Carinzia,2,VU,3,1,0,1,0,0,0
infoflora:103100,Gefässpflanzen,TRAC,103100,Cerastium brachypetalum subsp. tenoreanum (Ser.) Soó,,Tenores Hornkraut,Céraiste de Tenore,Peverina di Tenore,4,VU,1,1,0,1,0,D,0
infoflora:104600,Gefässpflanzen,TRAC,104600,Cerastium pedunculatum Gaudin,,Langstieliges Hornkraut,Céraiste à longs pédoncules,Peverina delle morene,4,LC,3,0,0,1,0,A,0
infoflora:105600,Gefässpflanzen,TRAC,105600,Ceratophyllum submersum L.,,Glattes Hornblatt,Cornifle submergé,Ceratofillo sommerso,3,EN,1,2,2,2,1,A,0
infoflora:106600,Gefässpflanzen,TRAC,106600,Chaerophyllum elegans Gaudin,,Zierlicher Kälberkropf,Chérophylle élégant,Cerfoglio elegante,2,VU,3,1,1,1,0,0,0
infoflora:107200,Gefässpflanzen,TRAC,107200,Chamaecytisus hirsutus (L.) Link,,Rauhhaariger Zwergginster,Petit-cytise hérissé,Citiso peloso,4,VU,1,1,1,1,0,0,0
infoflora:107400,Gefässpflanzen,TRAC,107400,Chamaecytisus supinus (L.) Link,,Niedriger Zwergginster,Petit cytise couché,Citiso supino,4,VU,1,1,1,1,0,0,D
infoflora:108600,Gefässpflanzen,TRAC,108600,Chenopodium botrys L.,,Drüsiger Gänsefuss,Chénopode botryde,Farinello botri,4,VU,1,1,0,1,0,C,0
infoflora:109400,Gefässpflanzen,TRAC,109400,Chenopodium murale L.,,Mauer-Gänsefuss,Chénopode des murs,Farinello murale,3,EN,1,1,0,1,0,A,D
infoflora:109500,Gefässpflanzen,TRAC,109500,Chenopodium opulifolium Schrad.,,Schneeballblättriger Gänsefuss,Chénopode à feuilles d'obier,Farinello con foglie di viburno,2,CR(PE),1,99,0,0,0,D,0
infoflora:109800,Gefässpflanzen,TRAC,109800,Chenopodium rubrum L.,,Roter Gänsefuss,Chénopode rouge,Farinello rosso,4,VU,1,1,0,1,0,A,A
infoflora:110000,Gefässpflanzen,TRAC,110000,Chenopodium urbicum L.,,Städte-Gänsefuss,Chénopode des agglomérations,Farinello piè d'oca,3,EN,1,1,0,1,0,D,0
infoflora:110100,Gefässpflanzen,TRAC,110100,Chenopodium vulvaria L.,,Übelriechender Gänsefuss,Chénopode puant,Farinello puzzolente,3,EN,1,1,0,1,0,A,C
infoflora:110200,Gefässpflanzen,TRAC,110200,Chimaphila umbellata (L.) W. P. C. Barton,,Winterlieb,Chimaphile ombellée,Piroletta ad ombrella,2,RE,1,99,1,1,0,D,0
infoflora:110300,Gefässpflanzen,TRAC,110300,Chondrilla chondrilloides (Ard.) H. Karst.,,Alpen-Knorpelsalat,Chondrille des torrents,Lattugaccio dei torrenti,3,EN,1,2,1,1,0,0,0
infoflora:113300,Gefässpflanzen,TRAC,113300,Cicuta virosa L.,,Wasserschierling,Cigüe aquatique,Cicuta acquatica,3,EN,1,2,2,2,1,A,A
infoflora:113900,Gefässpflanzen,TRAC,113900,Cirsium canum (L.) All.,,Weissgraue Kratzdistel,Cirse cendré,Cardo biancheggiante,1,CR,2,2,2,2,1,0,0
infoflora:115400,Gefässpflanzen,TRAC,115400,Cirsium tuberosum (L.) All.,,Knollige Kratzdistel,Cirse tubéreux,Cardo tuberoso,4,VU,1,1,1,1,0,A,B
infoflora:115600,Gefässpflanzen,TRAC,115600,Cistus salviifolius L.,,Cistrose,Ciste à feuilles de sauge,Brentina,3,VU,2,1,2,2,1,0,0
infoflora:115900,Gefässpflanzen,TRAC,115900,Cleistogenes serotina (L.) Keng,,Steifhalm,Cléistogénès tardif,Paleo tardivo,4,VU,1,1,1,1,0,0,0
infoflora:116700,Gefässpflanzen,TRAC,116700,Clypeola jonthlaspi L.,,Schildkraut,Clypéole jonthlaspi,Clipeola,4,VU,1,1,0,1,0,0,0
infoflora:116900,Gefässpflanzen,TRAC,116900,Cnidium silaifolium (Jacq.) Simonk.,,Brenndolde,Cnide à feuilles de silaüm,Carvifoglio dei boschi,4,VU,1,1,1,1,0,0,0
infoflora:117100,Gefässpflanzen,TRAC,117100,Cochlearia pyrenaica DC.,,Pyrenäen-Löffelkraut,Cranson des Pyrénées,Coclearia pirenaica,3,VU,2,2,2,2,1,A,0
infoflora:117250,Gefässpflanzen,TRAC,117250,Coincya cheiranthos (Vill.) Greuter & Burdet,,Lacksenf,Chou giroflée,Senape violaciocca,2,CR(PE),1,99,0,0,0,0,0
infoflora:118700,Gefässpflanzen,TRAC,118700,Consolida regalis Gray,,Acker-Rittersporn,Dauphinelle consoude,Speronella consolida,4,VU,1,1,0,1,0,A,A
infoflora:120200,Gefässpflanzen,TRAC,120200,Coronilla minima L.,,Kleine Kronwicke,Petite coronille,Cornetta minima,4,VU,1,1,1,1,0,0,0
infoflora:120800,Gefässpflanzen,TRAC,120800,Coronopus squamatus (Forssk.) Asch.,,Niederliegender Krähenfuss,Coronope écailleux,Erba stella,3,EN,1,2,0,2,1,D,D
infoflora:120900,Gefässpflanzen,TRAC,120900,Corrigiola litoralis L.,,Hirschsprung,Corrigiole des grèves,Corriggiola litorale,2,CR(PE),1,99,0,0,0,0,0
infoflora:121300,Gefässpflanzen,TRAC,121300,Corydalis lutea (L.) DC.,,Gelber Lerchensporn,Corydale jaune,Colombina gialla,4,LC,3,0,0,1,0,0,0
infoflora:123700,Gefässpflanzen,TRAC,123700,Crepis froelichiana Froel.,,Froelichs Pippau,Crépide de Froelich,Radicchiella di Froelich,1,EN,3,2,2,2,1,0,0
infoflora:124500,Gefässpflanzen,TRAC,124500,Crepis praemorsa (L.) Walther,,Trauben-Pippau,Crépide rongée,Radicchiella siberiana,4,VU,1,1,1,1,0,A,A
infoflora:124900,Gefässpflanzen,TRAC,124900,Crepis rhaetica Hegetschw.,,Rätischer Pippau,Crépide rhétique,Radicchiella retica,3,NT,3,0,0,1,0,0,0
infoflora:125400,Gefässpflanzen,TRAC,125400,Crepis tectorum L.,,Dach-Pippau,Crépide des toits,Radicchiella dei tetti,4,VU,1,1,0,1,0,A,0
infoflora:126400,Gefässpflanzen,TRAC,126400,Cruciata pedemontana (Bellardi) Ehrend.,,Piemonteser Kreuzlabkraut,Croisette du Piémont,Crocettona piemontese,4,VU,1,1,1,1,0,0,0
infoflora:126500,Gefässpflanzen,TRAC,126500,Crupina vulgaris Cass.,,Schlupfsame,Crupine commune,Crupina comune,3,VU,2,1,0,1,0,0,0
infoflora:127700,Gefässpflanzen,TRAC,127700,Cuscuta epilinum Weihe,,Flachs-Seide,Cuscute du lin,Cuscuta strozzalino,2,RE,1,99,0,0,0,A,D
infoflora:129500,Gefässpflanzen,TRAC,129500,Cynosurus echinatus L.,,Stacheliges Kammgras,Crételle hérissée,Covetta comune,3,EN,1,1,0,1,0,D,D
infoflora:129700,Gefässpflanzen,TRAC,129700,Cyperus flavescens L.,,Gelbliches Cypergras,Souchet jaunâtre,Zigolo dorato,4,VU,1,2,0,2,1,A,D
infoflora:129800,Gefässpflanzen,TRAC,129800,Cyperus fuscus L.,,Schwarzbraunes Cypergras,Souchet brun noirâtre,Zigolo nero,4,VU,1,2,0,2,1,A,A
infoflora:129900,Gefässpflanzen,TRAC,129900,Cyperus glomeratus L.,,Knäueliges Cypergras,Souchet aggloméré,Zigolo ferrugineo,2,CR,1,2,2,2,1,0,0
infoflora:130000,Gefässpflanzen,TRAC,130000,Cyperus longus L.,,Langästiges Cypergras,Souchet long,Zigolo comune,3,EN,1,2,1,2,1,A,A
infoflora:130100,Gefässpflanzen,TRAC,130100,Cyperus michelianus (L.) Delile,,Michelis Cypergras,Souchet de Micheli,Zigolo del Micheli,2,RE,1,99,0,0,0,0,0
infoflora:130200,Gefässpflanzen,TRAC,130200,Cyperus rotundus L.,,Knolliges Cypergras,Souchet rond,Zigolo infestante,3,EN,1,2,1,2,1,0,0
infoflora:130300,Gefässpflanzen,TRAC,130300,Cyperus serotinus Rottb.,,Spätblühendes Cypergras,Souchet tardif,Zigolo tardivo,2,RE,1,99,0,0,0,0,0
infoflora:130400,Gefässpflanzen,TRAC,130400,Cypripedium calceolus L.,,Frauenschuh,Sabot de Vénus,Pianelle della Madonna,4,VU,1,2,1,2,1,A,C
infoflora:131100,Gefässpflanzen,TRAC,131100,Cytisus decumbens (Durande) Spach,,Niederliegender Geissklee,Cytise rampant,Citiso sdraiato,2,EN,2,2,2,2,1,0,0
infoflora:131200,Gefässpflanzen,TRAC,131200,Cytisus emeriflorus Rchb.,,Strauchwicken-Geissklee,Cytise à fleurs d'hippocrépide émérus,Citiso insubrico,1,EN,3,2,2,2,1,0,0
infoflora:132100,Gefässpflanzen,TRAC,132100,Dactylorhiza cruenta (O. F. Müll.) Soó,,Blutrotes Knabenkraut,Orchis couleur de sang,Orchide sanguigna,3,VU,2,2,2,2,1,A,0
infoflora:132360,Gefässpflanzen,TRAC,132360,Dactylorhiza incarnata subsp. ochroleuca (Boll) P. F. Hunt & Summerh.,,Hellgelbes Knabenkraut,Orchis jaunâtre,Orchide bianco-gialla,3,EN,1,2,2,2,1,A,0
infoflora:132500,Gefässpflanzen,TRAC,132500,Dactylorhiza lapponica (Hartm.) Soó,,Lappländisches Knabenkraut,Orchis de Laponie,Orchide della Lapponia,4,NT,2,0,0,1,0,A,0
infoflora:132620,Gefässpflanzen,TRAC,132620,Dactylorhiza maculata (L.) Soó subsp. maculata,,Gewöhnliches Geflecktes Knabenkraut,Orchis tacheté,Orchide macchiata,4,VU,1,1,1,1,0,0,A
infoflora:132900,Gefässpflanzen,TRAC,132900,Dactylorhiza traunsteineri (Rchb.) Soó,,Traunsteiners Knabenkraut,Orchis de Traunsteiner,Orchide di Traunsteiner,4,NT,2,0,0,1,0,A,A
infoflora:133000,Gefässpflanzen,TRAC,133000,Danthonia alpina Vest,,Traubenhafer,Danthonie des Alpes,Danthonia maggiore,3,EN,1,2,1,2,1,0,0
infoflora:133400,Gefässpflanzen,TRAC,133400,Daphne cneorum L.,,Flaumiger Seidelbast,Daphné camélée,Dafne odorosa,4,VU,1,1,2,2,1,B,A
infoflora:135000,Gefässpflanzen,TRAC,135000,Deschampsia littoralis (Gaudin) Reut.,,Strand-Schmiele,Canche des rives,Migliarino prolifero,1,CR,3,2,2,2,1,0,0
infoflora:135900,Gefässpflanzen,TRAC,135900,Dianthus deltoides L.,,Heide-Nelke,Oeillet à delta,Garofano minore,4,VU,1,1,0,1,0,A,0
infoflora:136100,Gefässpflanzen,TRAC,136100,Dianthus gratianopolitanus Vill.,,Grenobler Nelke,Oeillet de Grenoble,Garofano di Grenoble,3,VU,2,1,1,1,0,A,C
infoflora:136830,Gefässpflanzen,TRAC,136830,Dianthus superbus L. subsp. superbus,,Pracht-Nelke,Oeillet superbe,Garofano a pennacchio,4,VU,1,1,1,1,0,A,0
infoflora:137000,Gefässpflanzen,TRAC,137000,Dictamnus albus L.,,Diptam,Dictame blanc,Dittamo,4,VU,1,1,1,1,0,0,0
infoflora:138100,Gefässpflanzen,TRAC,138100,Diphasiastrum ×issleri (Rouy) Holub,,Isslers Flachbärlapp,Lycopode d'Issler,Licopodio di Issler,2,EN,2,1,1,1,0,0,0
infoflora:137900,Gefässpflanzen,TRAC,137900,Diphasiastrum complanatum (L.) Holub,,Gemeiner Flachbärlapp,Lycopode aplati,Licopodio spianato,2,EN,2,2,2,2,1,D,0
infoflora:138000,Gefässpflanzen,TRAC,138000,Diphasiastrum tristachyum (Pursh) Holub,,Zypressen-Flachbärlapp,Lycopode petit cyprès,Licopodio cipressino,1,RE,2,99,1,2,1,C,0
infoflora:140100,Gefässpflanzen,TRAC,140100,Doronicum pardalianches L.,,Kriechende Gemswurz,Doronic pardalianche,Doronico medicinale,4,VU,1,1,1,1,0,A,A
infoflora:140200,Gefässpflanzen,TRAC,140200,Dorycnium germanicum (Gremli) Rikli,,Deutscher Backenklee,Dorycnium d'Allemagne,Trifoglino di Germania,3,VU,2,1,1,1,0,0,0
infoflora:140300,Gefässpflanzen,TRAC,140300,Dorycnium herbaceum Vill.,,Krautiger Backenklee,Dorycnium herbacé,Trifoglino erbaceo,3,EN,1,2,2,2,1,0,0
infoflora:140900,Gefässpflanzen,TRAC,140900,Draba hoppeana Rchb.,,Hoppes Hungerblümchen,Drave de Hoppe,Draba di Hoppe,4,LC,3,0,0,1,0,0,0
infoflora:141000,Gefässpflanzen,TRAC,141000,Draba incana L.,,Graues Felsenblümchen,Drave blanchâtre,Draba di Berna,1,CR,2,2,2,1,0,D,0
infoflora:141100,Gefässpflanzen,TRAC,141100,Draba ladina Braun-Blanq.,,Engadiner Felsenblümchen,Drave ladine,Draba ladina,2,VU,3,1,1,2,1,0,0
infoflora:141300,Gefässpflanzen,TRAC,141300,Draba nemorosa L.,,Hain-Felsenblümchen,Drave jaunâtre,Draba dei boschi,4,NT,2,0,0,1,0,0,0
infoflora:141550,Gefässpflanzen,TRAC,141550,Draba thomasii W. D. J. Koch,,Langgriffliges Felsenblümchen,Drave à long style,Draba grigia,4,NT,2,0,0,1,0,0,0
infoflora:141700,Gefässpflanzen,TRAC,141700,Dracocephalum austriacum L.,,Österreichischer Drachenkopf,Dracocéphale d'Autriche,Melissa austriaca,3,VU,2,2,2,2,1,0,0
infoflora:141800,Gefässpflanzen,TRAC,141800,Dracocephalum ruyschiana L.,,Nordischer Drachenkopf,Dracocéphale de Ruysch,Melissa di Ruysch,4,NT,2,2,2,2,1,A,0
infoflora:142400,Gefässpflanzen,TRAC,142400,Drosera ×obovata Mert. & W. D. J. Koch,,Breitblättriger Sonnentau,Rossolis à feuilles obovales,Drosera a foglie ovali,4,VU,1,1,1,1,0,A,A
infoflora:142000,Gefässpflanzen,TRAC,142000,Drosera anglica Huds.,,Langblättriger Sonnentau,Rossolis d'Angleterre,Drosera a foglie allungate,4,VU,1,1,1,1,0,A,A
infoflora:142100,Gefässpflanzen,TRAC,142100,Drosera intermedia Hayne,,Mittlerer Sonnentau,Rossolis intermédiaire,Drosera intermedia,3,EN,1,2,2,2,1,0,0
infoflora:143200,Gefässpflanzen,TRAC,143200,Dryopteris cristata (L.) A. Gray,,Kamm-Wurmfarn,Dryoptéris à crêtes,Felce pettinata,3,VU,2,1,2,2,1,A,A
infoflora:144300,Gefässpflanzen,TRAC,144300,Echinops sphaerocephalus L.,,Kugeldistel,Echinops à tête ronde,Cardo pallottola maggiore,4,VU,1,1,0,1,0,C,0
infoflora:144600,Gefässpflanzen,TRAC,144600,Elatine alsinastrum L.,,Quirliger Tännel,Elatine fausse alsine,Pepe d'acqua maggiore,2,RE,1,99,0,0,0,C,0
infoflora:144700,Gefässpflanzen,TRAC,144700,Elatine hexandra (Lapierre) DC.,,Sechsmänniger Tännel,Elatine à six étamines,Pepe d'acqua a sei stami,2,CR,1,2,1,2,1,D,C
infoflora:144800,Gefässpflanzen,TRAC,144800,Elatine hydropiper L.,,Wasserpfeffer-Tännel,Elatine poivre d'eau,Pepe d'acqua ad otto stami,2,CR,1,2,1,2,1,0,0
infoflora:145000,Gefässpflanzen,TRAC,145000,Eleocharis acicularis (L.) Roem. & Schult.,,Nadelried,Héléocharis épingle,Giunchina aghiforme,4,VU,1,2,1,2,1,A,A
infoflora:145100,Gefässpflanzen,TRAC,145100,Eleocharis atropurpurea (Retz.) C. Presl,,Schwarzrotes Sumpfried,Héléocharis pourpre noir,Giunchina minore,2,RE,1,99,0,0,0,0,0
infoflora:145400,Gefässpflanzen,TRAC,145400,Eleocharis mamillata H. Lindb.,,Zitzen-Sumpfried,Héléocharis à tétons,Giunchina mammellonata,4,VU,1,1,1,1,0,A,A
infoflora:145600,Gefässpflanzen,TRAC,145600,Eleocharis ovata (Roth) Roem. & Schult.,,Eiförmiges Sumpfried,Héléocharis ovale,Giunchina ovata,3,EN,1,2,2,2,1,A,A
infoflora:146000,Gefässpflanzen,TRAC,146000,Eleocharis uniglumis (Link) Schult.,,Einspelziges Sumpfried,Héléocharis à une écaille,Giunchina con una brattea,4,VU,1,1,1,1,0,A,A
infoflora:146800,Gefässpflanzen,TRAC,146800,Empetrum nigrum L. subsp. nigrum,,Schwarze Krähenbeere,Camarine noire,Moretta palustre,3,EN,1,1,2,1,0,0,0
infoflora:147000,Gefässpflanzen,TRAC,147000,Ephedra helvetica C. A. Mey.,,Schweizerisches Meerträubchen,Ephèdre de Suisse,Efedra svizzera,2,VU,3,1,1,1,0,0,0
infoflora:148100,Gefässpflanzen,TRAC,148100,Epilobium duriaei Godr.,,Durieus Weidenröschen,Épilobe de Durieu,Garofanino di Durieu,4,VU,1,99,0,0,0,D,0
infoflora:148500,Gefässpflanzen,TRAC,148500,Epilobium lanceolatum Sebast. & Mauri,,Lanzettblättriges Weidenröschen,Épilobe lancéolé,Garofanino lanceolato,2,CR,1,2,1,1,0,0,0
infoflora:149655,Gefässpflanzen,TRAC,149655,Epipactis fageticola (C. E. Hermos.) J. Devillers-Tersch. & P. Devillers,,Buchen-Stendelwurz,Épipactis des hêtres,Elleborina dei faggi,4,VU,1,1,1,1,0,0,0
infoflora:150350,Gefässpflanzen,TRAC,150350,Epipactis placentina Bongiorni & Grünanger,,Piacenza-Ständelwurz,Épipactis de Plaisance,Elleborina di Piacenza,3,EN,1,1,2,1,0,0,0
infoflora:150450,Gefässpflanzen,TRAC,150450,Epipactis rhodanensis Gévaudan & Robatsch,,Rhone-Ständelwurz,Épipactis du Rhône,Elleborina del Rodano,4,VU,1,1,1,1,0,0,0
infoflora:150500,Gefässpflanzen,TRAC,150500,Epipogium aphyllum Sw.,,Widerbart,Epipogon sans feuilles,Epipogio,4,VU,1,1,1,1,0,A,B
infoflora:151700,Gefässpflanzen,TRAC,151700,Equisetum ×trachyodon A. Braun,,Rauhzähniger Schachtelhalm,Prêle à dents rudes,Equiseto con denti ruvidi,4,VU,1,1,1,1,0,A,0
infoflora:152700,Gefässpflanzen,TRAC,152700,Erica vagans L.,,Wanderheide,Bruyère vagabonde,Erica vagabonda,2,RE,1,99,0,0,0,0,0
infoflora:154400,Gefässpflanzen,TRAC,154400,Erigeron gaudinii Brügger,,Gaudins Berufkraut,Vergerette de Gaudin,Cespica di Gaudin,4,NT,2,0,0,1,0,B,0
