,date,place,species,year,loc_date,location,place_copy,places,places1,rch,rmp,rju,fam,res,pri,inv,ode,ns,ongen,ni,cdf,biel
123,2020-08-07,buren 2,echium-vulgare,1,"('buren 2', '2020-08-07')",b,buren 2,buren-2,buerenstrasse-suze-5,LC,LC,LC,Boraginaceae,X,X,X,X,X,X,X,X,biel
124,2020-08-07,buren 2,senecio-inaequidens,1,"('buren 2', '2020-08-07')",b,buren 2,buren-2,buerenstrasse-suze-5,X,X,X,X,X,X,BL,ODE,X,X,X,X,biel
125,2020-08-07,buren 2,lavandula-angustifolia,1,"('buren 2', '2020-08-07')",b,buren 2,buren-2,buerenstrasse-suze-5,X,X,X,X,X,X,X,X,X,X,ni,X,biel
126,2020-08-07,buren 2,trifolium-pratense,1,"('buren 2', '2020-08-07')",b,buren 2,buren-2,buerenstrasse-suze-5,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
127,2020-08-07,buren 2,daucus-carota,1,"('buren 2', '2020-08-07')",b,buren 2,buren-2,buerenstrasse-suze-5,LC,LC,LC,Apiaceae,X,X,X,X,X,X,X,cdf,biel
128,2020-08-07,buren 2,clematis-vitalba,1,"('buren 2', '2020-08-07')",b,buren 2,buren-2,buerenstrasse-suze-5,LC,LC,LC,Ranunculaceae,X,X,X,X,X,X,X,X,biel
129,2020-08-07,buren 2,hypericum-perforatum,1,"('buren 2', '2020-08-07')",b,buren 2,buren-2,buerenstrasse-suze-5,LC,LC,LC,Hypericaceae,X,X,X,X,X,X,X,cdf,biel
130,2020-08-07,buren 2,eupatorium-cannabinum,1,"('buren 2', '2020-08-07')",b,buren 2,buren-2,buerenstrasse-suze-5,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel
131,2020-08-07,buren 2,solidago-canadensis,1,"('buren 2', '2020-08-07')",b,buren 2,buren-2,buerenstrasse-suze-5,X,X,X,X,X,X,BL,ODE,X,X,X,cdf,biel
132,2020-08-07,buren 2,epilobium-dodonaei,1,"('buren 2', '2020-08-07')",b,buren 2,buren-2,buerenstrasse-suze-5,NT,NT,NT,Onagraceae,X,X,X,X,X,X,X,cdf,biel
133,2020-09-03,buren 3,cornus-sanguinea,1,"('buren 3', '2020-09-03')",c,buren 3,buren-3,buren-3,LC,LC,LC,Cornaceae,X,X,X,X,X,X,X,cdf,biel
134,2020-09-03,buren 3,rubus,1,"('buren 3', '2020-09-03')",c,buren 3,buren-3,buren-3,X,X,X,X,X,X,X,X,X,ongen,X,X,X
135,2020-09-03,buren 3,rubus-armeniacus,1,"('buren 3', '2020-09-03')",c,buren 3,buren-3,buren-3,X,X,X,X,X,X,BL,X,X,X,X,X,biel
136,2020-09-03,buren 3,erigeron-annuus,1,"('buren 3', '2020-09-03')",c,buren 3,buren-3,buren-3,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel
137,2020-09-28,cff lot 1,knautia-arvensis,1,"('cff lot 1', '2020-09-28')",b,cff lot 1,cff-lot,cff-lot,LC,LC,LC,Caprifoliaceae,X,X,X,X,X,X,X,cdf,biel
138,2020-09-28,cff lot 1,polygonum-aviculare,1,"('cff lot 1', '2020-09-28')",b,cff lot 1,cff-lot,cff-lot,LC,NE,NE,Polygonaceae,X,X,X,X,X,X,X,cdf,biel
139,2020-09-28,cff lot 1,trifolium-pratense,1,"('cff lot 1', '2020-09-28')",b,cff lot 1,cff-lot,cff-lot,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
140,2020-09-28,cff lot 1,rubus,1,"('cff lot 1', '2020-09-28')",b,cff lot 1,cff-lot,cff-lot,X,X,X,X,X,X,X,X,X,ongen,X,X,X
141,2020-09-28,cff lot 1,lamium-maculatum,1,"('cff lot 1', '2020-09-28')",b,cff lot 1,cff-lot,cff-lot,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel
142,2020-09-28,cff lot 1,sonchus-oleraceus,1,"('cff lot 1', '2020-09-28')",b,cff lot 1,cff-lot,cff-lot,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
143,2020-09-28,cff lot 1,mentha-spicata,1,"('cff lot 1', '2020-09-28')",b,cff lot 1,cff-lot,cff-lot,X,X,X,X,X,X,X,X,X,X,ni,X,X
144,2020-09-28,cff lot 1,galeopsis-tetrahit,1,"('cff lot 1', '2020-09-28')",b,cff lot 1,cff-lot,cff-lot,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,cdf,biel
145,2020-09-28,cff lot 1,galium-mollugo,1,"('cff lot 1', '2020-09-28')",b,cff lot 1,cff-lot,cff-lot,LC,DD,DD,Rubiaceae,X,X,X,X,X,X,X,cdf,biel
146,2020-09-28,cff lot 1,cornus-sanguinea,1,"('cff lot 1', '2020-09-28')",b,cff lot 1,cff-lot,cff-lot,LC,LC,LC,Cornaceae,X,X,X,X,X,X,X,cdf,biel
147,2020-09-28,cff lot 1,urtica-dioica,1,"('cff lot 1', '2020-09-28')",b,cff lot 1,cff-lot,cff-lot,LC,LC,LC,Urticaceae,X,X,X,X,X,X,X,cdf,biel
148,2020-09-28,cff lot 1,artemisia-vulgaris,1,"('cff lot 1', '2020-09-28')",b,cff lot 1,cff-lot,cff-lot,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel
149,2020-09-28,cff lot 1,erigeron-annuus,1,"('cff lot 1', '2020-09-28')",b,cff lot 1,cff-lot,cff-lot,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel
150,2020-09-28,cff lot 2,medicago-lupulina,1,"('cff lot 2', '2020-09-28')",c,cff lot 2,cff-lot,cff-lot,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
151,2020-09-28,cff lot 2,parthenocissus-quinquefolia,1,"('cff lot 2', '2020-09-28')",c,cff lot 2,cff-lot,cff-lot,X,X,X,X,X,X,X,X,X,X,ni,X,biel
152,2020-09-28,cff lot 2,medicago-sativa,1,"('cff lot 2', '2020-09-28')",c,cff lot 2,cff-lot,cff-lot,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
153,2020-09-28,cff lot 2,galium-mollugo,1,"('cff lot 2', '2020-09-28')",c,cff lot 2,cff-lot,cff-lot,LC,DD,DD,Rubiaceae,X,X,X,X,X,X,X,cdf,biel
154,2020-09-28,cff lot 2,malus-sylvestris,1,"('cff lot 2', '2020-09-28')",c,cff lot 2,cff-lot,cff-lot,NT,NT,NT,Rosaceae,X,X,X,X,X,X,X,cdf,biel
155,2020-09-28,cff lot 2,rubus,1,"('cff lot 2', '2020-09-28')",c,cff lot 2,cff-lot,cff-lot,X,X,X,X,X,X,X,X,X,ongen,X,X,X
156,2020-09-28,cff lot 2,eupatorium-cannabinum,1,"('cff lot 2', '2020-09-28')",c,cff lot 2,cff-lot,cff-lot,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel
157,2020-09-28,cff lot 2,erigeron-annuus,1,"('cff lot 2', '2020-09-28')",c,cff lot 2,cff-lot,cff-lot,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel
158,2020-09-28,cff lot 2,trifolium-pratense,1,"('cff lot 2', '2020-09-28')",c,cff lot 2,cff-lot,cff-lot,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
159,2020-09-28,cff lot 2,solidago-canadensis,1,"('cff lot 2', '2020-09-28')",c,cff lot 2,cff-lot,cff-lot,X,X,X,X,X,X,BL,ODE,X,X,X,cdf,biel
160,2020-09-11,cff path 1,scandosorbus-intermedia,1,"('cff path 1', '2020-09-11')",c,cff path 1,cff-path,cff-path,X,X,X,X,X,X,X,X,X,X,ni,X,X
161,2020-09-11,cff path 1,calystegia-sepium,1,"('cff path 1', '2020-09-11')",c,cff path 1,cff-path,cff-path,LC,LC,LC,Convolvulaceae,X,X,X,X,X,X,X,cdf,biel
162,2020-09-11,cff path 1,epilobium-hirsutum,1,"('cff path 1', '2020-09-11')",c,cff path 1,cff-path,cff-path,LC,LC,LC,Onagraceae,X,X,X,X,X,X,X,cdf,biel
163,2020-09-11,cff path 1,solidago-canadensis,1,"('cff path 1', '2020-09-11')",c,cff path 1,cff-path,cff-path,X,X,X,X,X,X,BL,ODE,X,X,X,cdf,biel
164,2020-09-11,cff path 1,solanum-nigrum,1,"('cff path 1', '2020-09-11')",c,cff path 1,cff-path,cff-path,LC,LC,LC,Solanaceae,X,X,X,X,X,X,X,X,biel
165,2020-09-11,cff path 1,malva-neglecta,1,"('cff path 1', '2020-09-11')",c,cff path 1,cff-path,cff-path,LC,LC,LC,Malvaceae,X,X,X,X,X,X,X,X,biel
166,2020-09-11,cff path 1,urtica-dioica,1,"('cff path 1', '2020-09-11')",c,cff path 1,cff-path,cff-path,LC,LC,LC,Urticaceae,X,X,X,X,X,X,X,cdf,biel
167,2020-09-11,cff path 1,chenopodium-album,1,"('cff path 1', '2020-09-11')",c,cff path 1,cff-path,cff-path,LC,LC,LC,Amaranthaceae,X,X,X,X,X,X,X,cdf,biel
168,2020-09-11,cff path 1,erodium-cicutarium,1,"('cff path 1', '2020-09-11')",c,cff path 1,cff-path,cff-path,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,X,biel
169,2020-07-28,cff path 2,malva-neglecta,1,"('cff path 2', '2020-07-28')",c,cff path 2,cff-path,cff-path,LC,LC,LC,Malvaceae,X,X,X,X,X,X,X,X,biel
170,2020-07-28,cff path 2,alcea-rosea,1,"('cff path 2', '2020-07-28')",c,cff path 2,cff-path,cff-path,X,X,X,X,X,X,X,X,X,X,ni,X,X
171,2020-07-31,cff path 2,arctium-minus,1,"('cff path 2', '2020-07-31')",c,cff path 2,cff-path,cff-path,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel
172,2020-07-31,cff path 2,carduus-crispus,1,"('cff path 2', '2020-07-31')",c,cff path 2,cff-path,cff-path,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel
173,2020-07-31,cff path 2,carduus-crispus,1,"('cff path 2', '2020-07-31')",c,cff path 2,cff-path,cff-path,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel
174,2020-07-31,cff path 2,convolvulus-arvensis,1,"('cff path 2', '2020-07-31')",c,cff path 2,cff-path,cff-path,LC,LC,LC,Convolvulaceae,X,X,X,X,X,X,X,cdf,biel
175,2020-07-31,cff path 2,oxalis-dillenii,1,"('cff path 2', '2020-07-31')",c,cff path 2,cff-path,cff-path,X,X,X,X,X,X,X,X,X,X,ni,X,X
176,2020-07-31,cff path 2,sambucus-nigra,1,"('cff path 2', '2020-07-31')",c,cff path 2,cff-path,cff-path,LC,LC,LC,Adoxaceae,X,X,X,X,X,X,X,cdf,biel
177,2020-07-31,cff path 2,crataegus-monogyna,1,"('cff path 2', '2020-07-31')",c,cff path 2,cff-path,cff-path,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel
178,2020-08-07,cff path 3,epilobium-hirsutum,1,"('cff path 3', '2020-08-07')",b,cff path 3,cff-path,cff-path,LC,LC,LC,Onagraceae,X,X,X,X,X,X,X,cdf,biel
179,2020-08-07,cff path 3,erigeron-annuus,1,"('cff path 3', '2020-08-07')",b,cff path 3,cff-path,cff-path,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel
180,2020-08-07,cff path 3,geranium-pyrenaicum,1,"('cff path 3', '2020-08-07')",b,cff path 3,cff-path,cff-path,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,cdf,biel
181,2020-08-07,cff path 3,medicago-lupulina,1,"('cff path 3', '2020-08-07')",b,cff path 3,cff-path,cff-path,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
182,2020-08-07,cff path 3,robinia-pseudoacacia,1,"('cff path 3', '2020-08-07')",b,cff path 3,cff-path,cff-path,X,X,X,X,X,X,BL,X,X,X,X,X,biel
183,2020-08-07,cff path 3,solanum-nigrum,1,"('cff path 3', '2020-08-07')",b,cff path 3,cff-path,cff-path,LC,LC,LC,Solanaceae,X,X,X,X,X,X,X,X,biel
184,2020-08-07,cff path 3,urtica-dioica,1,"('cff path 3', '2020-08-07')",b,cff path 3,cff-path,cff-path,LC,LC,LC,Urticaceae,X,X,X,X,X,X,X,cdf,biel
185,2020-09-02,chapelle,erigeron-annuus,1,"('chapelle', '2020-09-02')",c,chapelle,chapelle,schuessinsel-kanal-6,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel
186,2020-09-02,chapelle,centaurea-scabiosa,1,"('chapelle', '2020-09-02')",c,chapelle,chapelle,schuessinsel-kanal-6,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel
187,2020-09-02,chapelle,campanula-rotundifolia,1,"('chapelle', '2020-09-02')",c,chapelle,chapelle,schuessinsel-kanal-6,LC,LC,LC,Campanulaceae,X,X,X,X,X,X,X,cdf,biel
188,2020-09-02,chapelle,daucus-carota,1,"('chapelle', '2020-09-02')",c,chapelle,chapelle,schuessinsel-kanal-6,LC,LC,LC,Apiaceae,X,X,X,X,X,X,X,cdf,biel
189,2020-09-02,chapelle,vicia-cracca,1,"('chapelle', '2020-09-02')",c,chapelle,chapelle,schuessinsel-kanal-6,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
190,2020-09-02,chapelle,mentha-spicata,1,"('chapelle', '2020-09-02')",c,chapelle,chapelle,schuessinsel-kanal-6,X,X,X,X,X,X,X,X,X,X,ni,X,X
191,2020-09-02,chapelle,lycopus-europaeus,1,"('chapelle', '2020-09-02')",c,chapelle,chapelle,schuessinsel-kanal-6,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel
192,2020-09-02,chapelle,verbascum-thapsus,1,"('chapelle', '2020-09-02')",c,chapelle,chapelle,schuessinsel-kanal-6,LC,LC,LC,Scrophulariaceae,X,X,X,X,X,X,X,X,biel
193,2020-09-02,chapelle,leucanthemum-vulgare,1,"('chapelle', '2020-09-02')",c,chapelle,chapelle,schuessinsel-kanal-6,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
194,2020-09-02,chapelle,geranium-pyrenaicum,1,"('chapelle', '2020-09-02')",c,chapelle,chapelle,schuessinsel-kanal-6,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,cdf,biel
195,2020-09-02,chapelle,solidago-canadensis,1,"('chapelle', '2020-09-02')",c,chapelle,chapelle,schuessinsel-kanal-6,X,X,X,X,X,X,BL,ODE,X,X,X,cdf,biel
196,2020-09-02,chapelle,melilotus-albus,1,"('chapelle', '2020-09-02')",c,chapelle,chapelle,schuessinsel-kanal-6,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,X,biel
197,2020-09-02,chapelle,erigeron-annuus,1,"('chapelle', '2020-09-02')",c,chapelle,chapelle,schuessinsel-kanal-6,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel
198,2020-09-02,chapelle,conzya-canadensis,1,"('chapelle', '2020-09-02')",c,chapelle,chapelle,schuessinsel-kanal-6,X,X,X,X,X,X,X,X,X,X,ni,X,X
199,2020-09-02,chapelle,medicago-sativa,1,"('chapelle', '2020-09-02')",c,chapelle,chapelle,schuessinsel-kanal-6,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
200,2020-09-02,chapelle,leucanthemum-vulgare,1,"('chapelle', '2020-09-02')",c,chapelle,chapelle,schuessinsel-kanal-6,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
201,2020-09-02,chapelle,trifolium-repens,1,"('chapelle', '2020-09-02')",c,chapelle,chapelle,schuessinsel-kanal-6,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
202,2020-09-02,chapelle,trifolium-pratense,1,"('chapelle', '2020-09-02')",c,chapelle,chapelle,schuessinsel-kanal-6,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
203,2020-09-02,chapelle,lotus-corniculatus,1,"('chapelle', '2020-09-02')",c,chapelle,chapelle,schuessinsel-kanal-6,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
204,2020-08-30,chemin de la course,trifolium-repens,1,"('chemin de la course', '2020-08-30')",a,chemin de la course,chemin-de,chemin-de,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
205,2020-08-30,chemin de la course,centaurea-jacea,1,"('chemin de la course', '2020-08-30')",a,chemin de la course,chemin-de,chemin-de,LC,LC,LC,Asteraceae,2.0,3.0,X,X,X,X,X,cdf,biel
206,2020-08-30,chemin de la course,cichorium-intybus,1,"('chemin de la course', '2020-08-30')",a,chemin de la course,chemin-de,chemin-de,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
207,2020-08-30,chemin de la course,petrorhagia-saxifraga,1,"('chemin de la course', '2020-08-30')",a,chemin de la course,chemin-de,chemin-de,LC,NT,NT,Caryophyllaceae,X,X,X,X,X,X,X,cdf,X
208,2020-08-30,chemin de la course,achillea-millefolium,1,"('chemin de la course', '2020-08-30')",a,chemin de la course,chemin-de,chemin-de,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
209,2020-08-30,chemin de la course,cirsium-arvense,1,"('chemin de la course', '2020-08-30')",a,chemin de la course,chemin-de,chemin-de,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
210,2020-08-30,chemin de la course,conzya-canadensis,1,"('chemin de la course', '2020-08-30')",a,chemin de la course,chemin-de,chemin-de,X,X,X,X,X,X,X,X,X,X,ni,X,X
211,2020-08-30,chemin de la course,centaurea-scabiosa,1,"('chemin de la course', '2020-08-30')",a,chemin de la course,chemin-de,chemin-de,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel
212,2020-08-30,chemin de la course,lotus-corniculatus,1,"('chemin de la course', '2020-08-30')",a,chemin de la course,chemin-de,chemin-de,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
213,2020-08-30,chemin de la course,cirsium-vulgare,1,"('chemin de la course', '2020-08-30')",a,chemin de la course,chemin-de,chemin-de,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
214,2020-08-30,chemin de la course,tripleurospermum-inodorum,1,"('chemin de la course', '2020-08-30')",a,chemin de la course,chemin-de,chemin-de,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel
215,2020-08-30,chemin de la course,knautia-arvensis,1,"('chemin de la course', '2020-08-30')",a,chemin de la course,chemin-de,chemin-de,LC,LC,LC,Caprifoliaceae,X,X,X,X,X,X,X,cdf,biel
216,2020-08-30,chemin de la course,centaurea-jacea,1,"('chemin de la course', '2020-08-30')",a,chemin de la course,chemin-de,chemin-de,LC,LC,LC,Asteraceae,2.0,3.0,X,X,X,X,X,cdf,biel
217,2020-08-30,chemin de la course,trifolium-pratense,1,"('chemin de la course', '2020-08-30')",a,chemin de la course,chemin-de,chemin-de,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
218,2020-08-30,chemin de la course,trifolium-pratense,1,"('chemin de la course', '2020-08-30')",a,chemin de la course,chemin-de,chemin-de,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
219,2020-08-30,chemin de la course,erigeron-annuus,1,"('chemin de la course', '2020-08-30')",a,chemin de la course,chemin-de,chemin-de,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel
220,2020-08-30,chemin de la course,leucanthemum-vulgare,1,"('chemin de la course', '2020-08-30')",a,chemin de la course,chemin-de,chemin-de,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
221,2020-08-30,chemin de la course,silene-pratensis,1,"('chemin de la course', '2020-08-30')",a,chemin de la course,chemin-de,chemin-de,LC,LC,LC,Caryophyllaceae,X,X,X,X,X,X,X,X,biel
222,2020-08-30,chemin de la course,galium-mollugo,1,"('chemin de la course', '2020-08-30')",a,chemin de la course,chemin-de,chemin-de,LC,DD,DD,Rubiaceae,X,X,X,X,X,X,X,cdf,biel
223,2020-08-30,chemin de la course,medicago-sativa,1,"('chemin de la course', '2020-08-30')",a,chemin de la course,chemin-de,chemin-de,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
224,2020-07-28,chemin des voies,heracleum-sphondylium,1,"('chemin des voies', '2020-07-28')",c,chemin des voies,chemin-des,chemin-des,LC,LC,LC,Apiaceae,3.0,4.0,X,X,X,X,X,cdf,biel
225,2020-07-28,chemin des voies,bryonia-dioica,1,"('chemin des voies', '2020-07-28')",c,chemin des voies,chemin-des,chemin-des,LC,LC,LC,Cucurbitaceae,X,X,X,X,X,X,X,X,biel
226,2020-07-28,chemin des voies,geranium-molle,1,"('chemin des voies', '2020-07-28')",c,chemin des voies,chemin-des,chemin-des,LC,LC,LC,Geraniaceae,X,X,X,X,X,X,X,X,biel
227,2020-07-28,chemin des voies,geum-urbanum,1,"('chemin des voies', '2020-07-28')",c,chemin des voies,chemin-des,chemin-des,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel
228,2020-07-28,chemin des voies,urtica-dioica,1,"('chemin des voies', '2020-07-28')",c,chemin des voies,chemin-des,chemin-des,LC,LC,LC,Urticaceae,X,X,X,X,X,X,X,cdf,biel
229,2020-07-28,chemin des voies,cornus-sanguinea,1,"('chemin des voies', '2020-07-28')",c,chemin des voies,chemin-des,chemin-des,LC,LC,LC,Cornaceae,X,X,X,X,X,X,X,cdf,biel
230,2020-07-28,chemin des voies,buddleja-davidii,1,"('chemin des voies', '2020-07-28')",c,chemin des voies,chemin-des,chemin-des,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel
231,2020-07-28,chemin des voies,daucus-carota,1,"('chemin des voies', '2020-07-28')",c,chemin des voies,chemin-des,chemin-des,LC,LC,LC,Apiaceae,X,X,X,X,X,X,X,cdf,biel
232,2020-07-28,chemin des voies,erigeron-annuus,1,"('chemin des voies', '2020-07-28')",c,chemin des voies,chemin-des,chemin-des,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel
233,2020-07-28,chemin des voies,verbena-officinalis,1,"('chemin des voies', '2020-07-28')",c,chemin des voies,chemin-des,chemin-des,LC,LC,LC,Verbenaceae,X,X,X,X,X,X,X,cdf,biel
234,2020-09-15,cheyres path,lythrum-salicaria,1,"('cheyres path', '2020-09-15')",a,cheyres path,cheyres-path,cheyres-path,LC,LC,LC,Lythraceae,X,X,X,X,X,X,X,X,biel
235,2020-09-15,cheyres path,eupatorium-cannabinum,1,"('cheyres path', '2020-09-15')",a,cheyres path,cheyres-path,cheyres-path,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,X,biel
236,2020-09-15,cheyres path,viburnum-opulus,1,"('cheyres path', '2020-09-15')",a,cheyres path,cheyres-path,cheyres-path,LC,LC,LC,Adoxaceae,X,X,X,X,X,X,X,cdf,biel
237,2020-09-15,cheyres path,rubus-caesius,1,"('cheyres path', '2020-09-15')",a,cheyres path,cheyres-path,cheyres-path,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel
238,2020-09-15,cheyres path,calystegia-sepium,1,"('cheyres path', '2020-09-15')",a,cheyres path,cheyres-path,cheyres-path,LC,LC,LC,Convolvulaceae,X,X,X,X,X,X,X,cdf,biel
239,2020-09-15,cheyres path,stachys-palustris,1,"('cheyres path', '2020-09-15')",a,cheyres path,cheyres-path,cheyres-path,LC,NT,NT,Lamiaceae,X,X,X,X,X,X,X,cdf,biel
240,2020-09-15,cheyres reserve,lycopus-europaeus,1,"('cheyres reserve', '2020-09-15')",a,cheyres reserve,cheyres-reserve,cheyres-reserve,LC,LC,LC,Lamiaceae,X,X,X,X,X,X,X,X,biel
241,2020-09-15,cheyres reserve,chenopodium-album,1,"('cheyres reserve', '2020-09-15')",a,cheyres reserve,cheyres-reserve,cheyres-reserve,LC,LC,LC,Amaranthaceae,X,X,X,X,X,X,X,cdf,biel
242,2020-09-15,cheyres reserve,polygonum-persicaria,1,"('cheyres reserve', '2020-09-15')",a,cheyres reserve,cheyres-reserve,cheyres-reserve,LC,LC,LC,Polygonaceae,X,X,X,X,X,X,X,X,biel
243,2020-09-15,cheyres reserve,persicaria-longiseta,1,"('cheyres reserve', '2020-09-15')",a,cheyres reserve,cheyres-reserve,cheyres-reserve,X,X,X,X,X,X,X,X,X,X,ni,X,X
244,2020-09-15,cheyres reserve,polygonum-aviculare,1,"('cheyres reserve', '2020-09-15')",a,cheyres reserve,cheyres-reserve,cheyres-reserve,LC,NE,NE,Polygonaceae,X,X,X,X,X,X,X,cdf,biel
245,2020-09-15,cheyres reserve,solanum-nigrum,1,"('cheyres reserve', '2020-09-15')",a,cheyres reserve,cheyres-reserve,cheyres-reserve,LC,LC,LC,Solanaceae,X,X,X,X,X,X,X,X,biel
246,2020-09-15,cheyres reserve,achillea-ptarmica,1,"('cheyres reserve', '2020-09-15')",a,cheyres reserve,cheyres-reserve,cheyres-reserve,VU,VU,VU,Asteraceae,1.0,4.0,X,X,X,X,X,cdf,X
247,04.07.2020,college,geranium-pratense,1,"('college', '04.07.2020')",c,college,college,college,NT,NT,NT,Geraniaceae,X,X,X,X,X,X,X,X,biel
248,04.07.2020,college,lotus-corniculatus,1,"('college', '04.07.2020')",c,college,college,college,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
249,04.07.2020,college,malva-alcea,1,"('college', '04.07.2020')",c,college,college,college,LC,NT,NT,Malvaceae,X,X,X,X,X,X,X,X,biel
250,18.06.2020,college,echium-vulgare,1,"('college', '18.06.2020')",b,college,college,college,LC,LC,LC,Boraginaceae,X,X,X,X,X,X,X,X,biel
251,18.06.2020,college,sedum-album,1,"('college', '18.06.2020')",b,college,college,college,LC,LC,LC,Crassulaceae,X,X,X,X,X,X,X,cdf,biel
252,18.06.2020,college,ligustrum-vulgare,1,"('college', '18.06.2020')",b,college,college,college,LC,LC,LC,Oleaceae,X,X,X,X,X,X,X,X,biel
253,18.06.2020,college,urtica-dioica,1,"('college', '18.06.2020')",b,college,college,college,LC,LC,LC,Urticaceae,X,X,X,X,X,X,X,cdf,biel
254,18.06.2020,college,geum-urbanum,1,"('college', '18.06.2020')",b,college,college,college,LC,LC,LC,Rosaceae,X,X,X,X,X,X,X,cdf,biel
255,19.09.2020,cygnes,conzya-canadensis,1,"('cygnes', '19.09.2020')",c,cygnes,cygnes,schwanengase-area-4,X,X,X,X,X,X,X,X,X,X,ni,X,X
256,19.09.2020,cygnes,erigeron-annuus,1,"('cygnes', '19.09.2020')",c,cygnes,cygnes,schwanengase-area-4,X,X,X,X,X,X,BL,X,X,X,X,cdf,biel
257,19.09.2020,cygnes,medicago-sativa,1,"('cygnes', '19.09.2020')",c,cygnes,cygnes,schwanengase-area-4,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
258,19.09.2020,cygnes,lotus-corniculatus,1,"('cygnes', '19.09.2020')",c,cygnes,cygnes,schwanengase-area-4,LC,LC,LC,Fabaceae,X,X,X,X,X,X,X,cdf,biel
259,19.09.2020,cygnes,oenothera-biennis,1,"('cygnes', '19.09.2020')",c,cygnes,cygnes,schwanengase-area-4,X,X,X,X,X,X,X,X,X,X,ni,cdf,biel
260,2020-08-08,cygnes,anemone-hupehensis,1,"('cygnes', '2020-08-08')",c,cygnes,cygnes,schwanengase-area-4,X,X,X,X,X,X,X,X,X,X,ni,X,X
261,2020-08-08,cygnes,cirsium-vulgare,1,"('cygnes', '2020-08-08')",c,cygnes,cygnes,schwanengase-area-4,LC,LC,LC,Asteraceae,X,X,X,X,X,X,X,cdf,biel
262,2020-08-08,cygnes,daucus-carota,1,"('cygnes', '2020-08-08')",c,cygnes,cygnes,schwanengase-area-4,LC,LC,LC,Apiaceae,X,X,X,X,X,X,X,cdf,biel
