date,place,species,year,loc_date
2020-09-01,schussinsel 4,trifolium-pratense,1,"('schussinsel 4', '2020-09-01')"
2020-09-01,schussinsel 4,trifolium-repens,1,"('schussinsel 4', '2020-09-01')"
2020-09-01,schussinsel 4,campanula-rotundifolia,1,"('schussinsel 4', '2020-09-01')"
2020-09-01,schussinsel 4,calystegia-sepium,1,"('schussinsel 4', '2020-09-01')"
2020-09-01,schussinsel 4,centaurea-jacea,1,"('schussinsel 4', '2020-09-01')"
2020-09-01,schussinsel 4,scabiosa-columbaria,1,"('schussinsel 4', '2020-09-01')"
2020-09-01,schussinsel 4,erigeron-annuus,1,"('schussinsel 4', '2020-09-01')"
2020-09-01,schussinsel 4,trifolium-pratense,1,"('schussinsel 4', '2020-09-01')"
2020-09-01,schussinsel 4,silene-vulgaris,1,"('schussinsel 4', '2020-09-01')"
2020-09-01,schussinsel 4,leucanthemum-vulgare,1,"('schussinsel 4', '2020-09-01')"
2020-09-01,schussinsel 4,onobrychis-viciifolia,1,"('schussinsel 4', '2020-09-01')"
2020-09-02,schussinsel 5,rumex-obtusifolius,1,"('schussinsel 5', '2020-09-02')"
2020-09-02,schussinsel 5,salvia-pratensis,1,"('schussinsel 5', '2020-09-02')"
2020-09-02,schussinsel 5,centaurea-jacea,1,"('schussinsel 5', '2020-09-02')"
2020-09-02,schussinsel 5,knautia-arvensis,1,"('schussinsel 5', '2020-09-02')"
2020-09-02,schussinsel 5,leucanthemum-vulgare,1,"('schussinsel 5', '2020-09-02')"
2020-09-02,schussinsel 5,succisa-pratensis,1,"('schussinsel 5', '2020-09-02')"
2020-09-02,schussinsel 5,urtica-dioica,1,"('schussinsel 5', '2020-09-02')"
2020-09-02,schussinsel 5,rubus-rubus,1,"('schussinsel 5', '2020-09-02')"
2020-09-02,schussinsel 5,epilobium-hirsutum,1,"('schussinsel 5', '2020-09-02')"
2020-09-02,schussinsel 5,eupatorium-cannabinum,1,"('schussinsel 5', '2020-09-02')"
2020-09-02,schussinsel 5,galium-mollugo,1,"('schussinsel 5', '2020-09-02')"
2020-09-02,schussinsel 5,artemisia-vulgaris,1,"('schussinsel 5', '2020-09-02')"
2020-09-02,schussinsel 5,potentilla-reptans,1,"('schussinsel 5', '2020-09-02')"
2020-09-02,schussinsel 5,silene-vulgaris,1,"('schussinsel 5', '2020-09-02')"
2020-09-02,schussinsel 5,lotus-corniculatus,1,"('schussinsel 5', '2020-09-02')"
2020-09-02,schussinsel 5,erigeron-annuus,1,"('schussinsel 5', '2020-09-02')"
2020-09-02,schussinsel 6,medicago-sativa,1,"('schussinsel 6', '2020-09-02')"
2020-09-02,schussinsel 6,daucus-carota,1,"('schussinsel 6', '2020-09-02')"
2020-09-02,schussinsel 6,silene-vulgaris,1,"('schussinsel 6', '2020-09-02')"
2020-09-02,schussinsel 6,epilobium-hirsutum,1,"('schussinsel 6', '2020-09-02')"
2020-09-02,schussinsel 6,urtica-dioica,1,"('schussinsel 6', '2020-09-02')"
2020-09-02,schussinsel 6,solidago-canadensis,1,"('schussinsel 6', '2020-09-02')"
2020-09-02,schussinsel 6,galium-mollugo,1,"('schussinsel 6', '2020-09-02')"
2020-09-02,schussinsel 6,trifolium-repens,1,"('schussinsel 6', '2020-09-02')"
2020-09-02,schussinsel 6,clinopodium-vulgare,1,"('schussinsel 6', '2020-09-02')"
2020-09-02,schussinsel 6,leucanthemum-vulgare,1,"('schussinsel 6', '2020-09-02')"
2020-09-02,schussinsel 6,trifolium-pratense,1,"('schussinsel 6', '2020-09-02')"
2020-09-02,schussinsel 6,lotus-corniculatus,1,"('schussinsel 6', '2020-09-02')"
2020-09-02,schussinsel 6,onobrychis-viciifolia,1,"('schussinsel 6', '2020-09-02')"
09.06.2020,sonnenfeld 1,bryonia-dioica,1,"('sonnenfeld 1', '09.06.2020')"
18.06.2020,sonnenfeld 1,geranium-robertianum,1,"('sonnenfeld 1', '18.06.2020')"
18.06.2020,sonnenfeld 1,bryonia-dioica,1,"('sonnenfeld 1', '18.06.2020')"
18.06.2020,sonnenfeld 1,daucus-carota,1,"('sonnenfeld 1', '18.06.2020')"
18.06.2020,sonnenfeld 1,malva-alcea,1,"('sonnenfeld 1', '18.06.2020')"
18.06.2020,sonnenfeld 1,senecio-inaequidens,1,"('sonnenfeld 1', '18.06.2020')"
04.07.2020,sonnenfeld 2,melilotus-albus,1,"('sonnenfeld 2', '04.07.2020')"
04.07.2020,sonnenfeld 2,daucus-carota,1,"('sonnenfeld 2', '04.07.2020')"
04.07.2020,sonnenfeld 2,geranium-robertianum,1,"('sonnenfeld 2', '04.07.2020')"
04.07.2020,sonnenfeld 2,senecio-inaequidens,1,"('sonnenfeld 2', '04.07.2020')"
2020-08-14,strom,mentha-spicata,1,"('strom', '2020-08-14')"
2020-08-14,strom,erigeron-annuus,1,"('strom', '2020-08-14')"
2020-08-14,strom,verbena-officinalis,1,"('strom', '2020-08-14')"
2020-08-14,strom,hypericum-perforatum,1,"('strom', '2020-08-14')"
2020-08-14,strom,lactuca-muralis,1,"('strom', '2020-08-14')"
2020-08-14,strom,eupatorium-cannabinum,1,"('strom', '2020-08-14')"
2020-08-14,strom,crepis-biennis,1,"('strom', '2020-08-14')"
2020-08-14,strom,rubus-rubus,1,"('strom', '2020-08-14')"
2020-08-14,strom,clematis-vitalba,1,"('strom', '2020-08-14')"
2020-08-14,strom,saponaria-officinalis,1,"('strom', '2020-08-14')"
2020-08-26,sundgraben beach,buddleja-davidii,1,"('sundgraben beach', '2020-08-26')"
2020-08-26,sundgraben beach,cornus-sanguinea,1,"('sundgraben beach', '2020-08-26')"
2020-08-26,sundgraben beach,cotoneaster-horizontalis,1,"('sundgraben beach', '2020-08-26')"
2020-08-26,sundgraben beach,epilobium-angustifolium,1,"('sundgraben beach', '2020-08-26')"
2020-08-26,sundgraben beach,epilobium-parviflorum,1,"('sundgraben beach', '2020-08-26')"
2020-08-26,sundgraben beach,epilobium-fleischeri,1,"('sundgraben beach', '2020-08-26')"
2020-08-26,sundgraben beach,erigeron-annuus,1,"('sundgraben beach', '2020-08-26')"
2020-08-26,sundgraben beach,conzya-canadensis,1,"('sundgraben beach', '2020-08-26')"
2020-08-26,sundgraben beach,eupatorium-cannabinum,1,"('sundgraben beach', '2020-08-26')"
2020-08-26,sundgraben beach,hippocrepis-emerus,1,"('sundgraben beach', '2020-08-26')"
2020-08-26,sundgraben beach,hypochaeris-radicata,1,"('sundgraben beach', '2020-08-26')"
2020-08-26,sundgraben beach,origanum-vulgare,1,"('sundgraben beach', '2020-08-26')"
2020-08-26,sundgraben beach,oxalis-dillenii,1,"('sundgraben beach', '2020-08-26')"
2020-08-26,sundgraben beach,rubus-caesius,1,"('sundgraben beach', '2020-08-26')"
2020-08-26,sundgraben beach,senecio-inaequidens,1,"('sundgraben beach', '2020-08-26')"
2020-08-26,sundgraben beach,silene-vulgaris,1,"('sundgraben beach', '2020-08-26')"
2020-08-26,sundgraben beach,trifolium-medium,1,"('sundgraben beach', '2020-08-26')"
2020-09-05,sundgraben bridge left,galeopsis-tetrahit,1,"('sundgraben bridge left', '2020-09-05')"
2020-09-05,sundgraben bridge left,clinopodium-nepeta,1,"('sundgraben bridge left', '2020-09-05')"
2020-09-05,sundgraben bridge left,oxalis-dillenii,1,"('sundgraben bridge left', '2020-09-05')"
2020-09-05,sundgraben bridge left,linaria-repens,1,"('sundgraben bridge left', '2020-09-05')"
2020-09-05,sundgraben bridge left,oenothera-biennis,1,"('sundgraben bridge left', '2020-09-05')"
2020-09-05,sundgraben bridge left,clinopodium-vulgare,1,"('sundgraben bridge left', '2020-09-05')"
2020-09-05,sundgraben bridge left,achillea-millefolium,1,"('sundgraben bridge left', '2020-09-05')"
2020-09-05,sundgraben bridge left,reseda-lutea,1,"('sundgraben bridge left', '2020-09-05')"
2020-09-05,sundgraben bridge left,daucus-carota,1,"('sundgraben bridge left', '2020-09-05')"
2020-09-05,sundgraben bridge left,linaria-vulgaris,1,"('sundgraben bridge left', '2020-09-05')"
2020-09-05,sundgraben bridge left,lotus-corniculatus,1,"('sundgraben bridge left', '2020-09-05')"
2020-09-05,sundgraben bridge left,centaurea-scabiosa,1,"('sundgraben bridge left', '2020-09-05')"
2020-09-05,sundgraben bridge left,hypericum-perforatum,1,"('sundgraben bridge left', '2020-09-05')"
2020-09-05,sundgraben bridge left,trifolium-medium,1,"('sundgraben bridge left', '2020-09-05')"
2020-09-05,sundgraben bridge left,calystegia-sepium,1,"('sundgraben bridge left', '2020-09-05')"
2020-09-05,sundgraben bridge left,buddleja-davidii,1,"('sundgraben bridge left', '2020-09-05')"
2020-09-05,sundgraben bridge left,cyclamen-purpurascens,1,"('sundgraben bridge left', '2020-09-05')"
2020-09-13,sundgraben forest left,hippocrepis-emerus,1,"('sundgraben forest left', '2020-09-13')"
2020-09-13,sundgraben forest left,lysimachia-arvensis,1,"('sundgraben forest left', '2020-09-13')"
2020-09-13,sundgraben forest left,ligustrum-vulgare,1,"('sundgraben forest left', '2020-09-13')"
2020-09-13,sundgraben forest left,oxalis-dillenii,1,"('sundgraben forest left', '2020-09-13')"
2020-09-13,sundgraben forest left,knautia-arvensis,1,"('sundgraben forest left', '2020-09-13')"
2020-09-13,sundgraben forest right,trifolium-pratense,1,"('sundgraben forest right', '2020-09-13')"
2020-09-13,sundgraben forest right,medicago-sativa,1,"('sundgraben forest right', '2020-09-13')"
2020-09-13,sundgraben forest right,centaurea-scabiosa,1,"('sundgraben forest right', '2020-09-13')"
2020-09-13,sundgraben forest right,rorippa-sylvestris,1,"('sundgraben forest right', '2020-09-13')"
2020-09-13,sundgraben forest right,centaurea-jacea,1,"('sundgraben forest right', '2020-09-13')"
2020-09-13,sundgraben forest right,achillea-millefolium,1,"('sundgraben forest right', '2020-09-13')"
2020-09-13,sundgraben forest right,erigeron-annuus,1,"('sundgraben forest right', '2020-09-13')"
2020-09-13,sundgraben forest right,daucus-carota,1,"('sundgraben forest right', '2020-09-13')"
2020-09-13,sundgraben forest right,silene-vulgaris,1,"('sundgraben forest right', '2020-09-13')"
2020-09-13,sundgraben forest right,eupatorium-cannabinum,1,"('sundgraben forest right', '2020-09-13')"
2020-09-13,sundgraben forest right,conzya-canadensis,1,"('sundgraben forest right', '2020-09-13')"
2020-09-05,sundgraben forest right,melampyrum-pratense,1,"('sundgraben forest right', '2020-09-05')"
2020-09-13,sundgraben gorge,calystegia-sepium,1,"('sundgraben gorge', '2020-09-13')"
2020-09-13,sundgraben gorge,oenothera-biennis,1,"('sundgraben gorge', '2020-09-13')"
2020-09-13,sundgraben gorge,centaurea-scabiosa,1,"('sundgraben gorge', '2020-09-13')"
2020-09-13,sundgraben gorge,clinopodium-vulgare,1,"('sundgraben gorge', '2020-09-13')"
2020-09-13,sundgraben gorge,linaria-vulgaris,1,"('sundgraben gorge', '2020-09-13')"
2020-09-13,sundgraben gorge,rudbeckia-hirta,1,"('sundgraben gorge', '2020-09-13')"
2020-09-13,sundgraben gorge,eupatorium-cannabinum,1,"('sundgraben gorge', '2020-09-13')"
2020-09-13,sundgraben gorge,antirrhinum-majus,1,"('sundgraben gorge', '2020-09-13')"
2020-09-05,sundgraben port,trifolium-pratense,1,"('sundgraben port', '2020-09-05')"
2020-09-05,sundgraben port,daucus-carota,1,"('sundgraben port', '2020-09-05')"
2020-09-05,sundgraben port,verbena-officinalis,1,"('sundgraben port', '2020-09-05')"
2020-09-05,sundgraben port,eupatorium-cannabinum,1,"('sundgraben port', '2020-09-05')"
2020-09-05,sundgraben port,conzya-canadensis,1,"('sundgraben port', '2020-09-05')"
2020-09-05,sundgraben port,oxalis-corniculata,1,"('sundgraben port', '2020-09-05')"
2020-07-28,sureaux,crepis-capillaris,1,"('sureaux', '2020-07-28')"
2020-07-28,sureaux,trifolium-pratense,1,"('sureaux', '2020-07-28')"
2020-07-28,sureaux,heracleum-sphondylium,1,"('sureaux', '2020-07-28')"
2020-08-09,sureaux,solanum-nigrum,1,"('sureaux', '2020-08-09')"
2020-08-09,sureaux,chenopodium-album,1,"('sureaux', '2020-08-09')"
2020-08-09,sureaux,conzya-canadensis,1,"('sureaux', '2020-08-09')"
2020-08-09,sureaux,ranunculus-repens,1,"('sureaux', '2020-08-09')"
2020-08-09,sureaux,geranium-pyrenaicum,1,"('sureaux', '2020-08-09')"
2020-08-09,sureaux,rubus-caesius,1,"('sureaux', '2020-08-09')"
2020-08-09,sureaux,filipendula-ulmaria,1,"('sureaux', '2020-08-09')"
2020-08-09,sureaux,erigeron-annuus,1,"('sureaux', '2020-08-09')"
2020-08-09,sureaux,erigeron-annuus,1,"('sureaux', '2020-08-09')"
2020-08-09,sureaux,achillea-millefolium,1,"('sureaux', '2020-08-09')"
2020-08-09,sureaux,galium-mollugo,1,"('sureaux', '2020-08-09')"
2020-08-09,sureaux,aethusa-cynapium,1,"('sureaux', '2020-08-09')"
2020-08-09,sureaux,carduus-crispus,1,"('sureaux', '2020-08-09')"
2020-08-09,sureaux,rumex-obtusifolius,1,"('sureaux', '2020-08-09')"
2020-08-04,lezard 2,echium-vulgare,1,"('lezard 2', '2020-08-04')"
2020-08-04,lezard 2,cichorium-intybus,1,"('lezard 2', '2020-08-04')"
2020-08-13,parc muni,epilobium-roseum,1,"('parc muni', '2020-08-13')"
2020-08-13,parc muni,epilobium-parviflorum,1,"('parc muni', '2020-08-13')"
2020-08-13,parc muni,veronica-beccabunga,1,"('parc muni', '2020-08-13')"
2020-08-13,parc muni,cyclamen-hederifolium,1,"('parc muni', '2020-08-13')"
2020-08-15,salome 2,solidago-canadensis,1,"('salome 2', '2020-08-15')"
2020-08-08,swatch 1,artemisia-vulgaris,1,"('swatch 1', '2020-08-08')"
2020-08-08,swatch 1,cirsium-arvense,1,"('swatch 1', '2020-08-08')"
2020-08-08,swatch 1,galium-mollugo,1,"('swatch 1', '2020-08-08')"
2020-08-08,swatch 1,lathyrus-sylvestris,1,"('swatch 1', '2020-08-08')"
2020-08-08,swatch 1,securigera-varia,1,"('swatch 1', '2020-08-08')"
2020-08-08,swatch 1,silene-vulgaris,1,"('swatch 1', '2020-08-08')"
2020-08-08,swatch 1,trifolium-pratense,1,"('swatch 1', '2020-08-08')"
2020-08-31,swatch 2,medicago-sativa,1,"('swatch 2', '2020-08-31')"
2020-08-31,swatch 2,centaurea-scabiosa,1,"('swatch 2', '2020-08-31')"
2020-08-31,swatch 2,centaurea-jacea,1,"('swatch 2', '2020-08-31')"
2020-08-31,swatch 2,leucanthemum-vulgare,1,"('swatch 2', '2020-08-31')"
2020-08-31,swatch 2,reseda-lutea,1,"('swatch 2', '2020-08-31')"
2020-08-31,swatch 2,melilotus-albus,1,"('swatch 2', '2020-08-31')"
2020-08-31,swatch 2,lathyrus-pratensis,1,"('swatch 2', '2020-08-31')"
2020-08-31,swatch 2,reseda-lutea,1,"('swatch 2', '2020-08-31')"
2020-08-31,swatch 2,cirsium-vulgare,1,"('swatch 2', '2020-08-31')"
2020-08-31,swatch 2,rumex-obtusifolius,1,"('swatch 2', '2020-08-31')"
2020-08-31,swatch 2,trifolium-repens,1,"('swatch 2', '2020-08-31')"
2020-08-31,swatch 2,mentha-spicata,1,"('swatch 2', '2020-08-31')"
2020-08-31,swatch 2,clematis-vitalba,1,"('swatch 2', '2020-08-31')"
2020-08-31,swatch 2,calystegia-sepium,1,"('swatch 2', '2020-08-31')"
2020-08-31,swatch 2,daucus-carota,1,"('swatch 2', '2020-08-31')"
2020-08-31,swatch 2,cirsium-arvense,1,"('swatch 2', '2020-08-31')"
2020-08-31,swatch 2,trifolium-pratense,1,"('swatch 2', '2020-08-31')"
2020-08-31,swatch 2,silene-vulgaris,1,"('swatch 2', '2020-08-31')"
2020-08-31,swatch 2,erigeron-annuus,1,"('swatch 2', '2020-08-31')"
2020-08-18,taubenloch 1,galeopsis-tetrahit,1,"('taubenloch 1', '2020-08-18')"
2020-08-18,taubenloch 1,epilobium-collinum,1,"('taubenloch 1', '2020-08-18')"
2020-08-18,taubenloch 1,geranium-robertianum,1,"('taubenloch 1', '2020-08-18')"
2020-08-18,taubenloch 1,hylotelephium-telephium,1,"('taubenloch 1', '2020-08-18')"
2020-08-18,taubenloch 1,lactuca-muralis,1,"('taubenloch 1', '2020-08-18')"
2020-08-18,taubenloch 1,lapsana-communis,1,"('taubenloch 1', '2020-08-18')"
2020-08-18,taubenloch 1,galeopsis-tetrahit,1,"('taubenloch 1', '2020-08-18')"
2020-08-18,taubenloch 1,campanula-trachelium,1,"('taubenloch 1', '2020-08-18')"
2020-08-22,taubenloch 2,campanula-trachelium,1,"('taubenloch 2', '2020-08-22')"
2020-08-22,taubenloch 2,solanum-dulcamara,1,"('taubenloch 2', '2020-08-22')"
2020-08-22,taubenloch 2,galeopsis-tetrahit,1,"('taubenloch 2', '2020-08-22')"
2020-08-22,taubenloch 2,salvia-glutinosa,1,"('taubenloch 2', '2020-08-22')"
2020-08-22,taubenloch 2,campanula-rotundifolia,1,"('taubenloch 2', '2020-08-22')"
2020-08-22,taubenloch 2,geranium-robertianum,1,"('taubenloch 2', '2020-08-22')"
2020-08-22,taubenloch 2,campanula-rapunculoides,1,"('taubenloch 2', '2020-08-22')"
2020-08-22,taubenloch 2,salvia-glutinosa,1,"('taubenloch 2', '2020-08-22')"
2020-08-22,taubenloch 2,galeopsis-tetrahit,1,"('taubenloch 2', '2020-08-22')"
2020-08-22,taubenloch 2,campanula-rhomboidalis,1,"('taubenloch 2', '2020-08-22')"
2020-08-22,taubenloch 2,lactuca-muralis,1,"('taubenloch 2', '2020-08-22')"
2020-08-22,taubenloch 2,geranium-robertianum,1,"('taubenloch 2', '2020-08-22')"
2020-08-22,taubenloch 2,geranium-robertianum,1,"('taubenloch 2', '2020-08-22')"
2020-09-22,transjurane tunnel,rubus-caesius,1,"('transjurane tunnel', '2020-09-22')"
2020-09-22,transjurane tunnel,hylotelephium-telephium,1,"('transjurane tunnel', '2020-09-22')"
2020-08-08,truite 1,artemisia-vulgaris,1,"('truite 1', '2020-08-08')"
2020-08-08,truite 1,carduus-personata,1,"('truite 1', '2020-08-08')"
2020-08-08,truite 1,chaenorhinum-minus,1,"('truite 1', '2020-08-08')"
2020-08-08,truite 1,cirsium-arvense,1,"('truite 1', '2020-08-08')"
2020-08-08,truite 1,daucus-carota,1,"('truite 1', '2020-08-08')"
2020-08-08,truite 1,dipsacus-pilosus,1,"('truite 1', '2020-08-08')"
2020-08-08,truite 1,epilobium-hirsutum,1,"('truite 1', '2020-08-08')"
2020-08-08,truite 1,eupatorium-cannabinum,1,"('truite 1', '2020-08-08')"
2020-08-08,truite 1,galeopsis-tetrahit,1,"('truite 1', '2020-08-08')"
2020-08-08,truite 1,galium-mollugo,1,"('truite 1', '2020-08-08')"
2020-08-08,truite 1,geranium-pyrenaicum,1,"('truite 1', '2020-08-08')"
2020-08-08,truite 1,geranium-robertianum,1,"('truite 1', '2020-08-08')"
2020-08-08,truite 1,knautia-arvensis,1,"('truite 1', '2020-08-08')"
2020-08-08,truite 1,lactuca-serriola,1,"('truite 1', '2020-08-08')"
2020-08-08,truite 1,lapsana-communis,1,"('truite 1', '2020-08-08')"
2020-08-08,truite 1,leontodon-hispidus,1,"('truite 1', '2020-08-08')"
2020-08-08,truite 1,pastinaca-sativa,1,"('truite 1', '2020-08-08')"
2020-08-08,truite 1,polygonum-persicaria,1,"('truite 1', '2020-08-08')"
2020-08-08,truite 1,silene-vulgaris,1,"('truite 1', '2020-08-08')"
2020-08-08,truite 1,solanum-dulcamara,1,"('truite 1', '2020-08-08')"
2020-08-08,truite 1,urtica-dioica,1,"('truite 1', '2020-08-08')"
2020-08-08,truite 1,veronica-persica,1,"('truite 1', '2020-08-08')"
2020-08-22,truite 2,petasites-hybridus,1,"('truite 2', '2020-08-22')"
2020-08-22,truite 2,clematis-vitalba,1,"('truite 2', '2020-08-22')"
2020-08-22,truite 2,salix-nigra,1,"('truite 2', '2020-08-22')"
2020-08-22,truite 2,solanum-dulcamara,1,"('truite 2', '2020-08-22')"
2020-08-22,truite 2,rumex-obtusifolius,1,"('truite 2', '2020-08-22')"
2020-08-22,truite 2,epilobium-hirsutum,1,"('truite 2', '2020-08-22')"
2020-08-22,truite 2,polygonum-aviculare,1,"('truite 2', '2020-08-22')"
2020-08-22,truite 2,rorippa-islandica,1,"('truite 2', '2020-08-22')"
2020-08-22,truite 2,tussilago-farfara,1,"('truite 2', '2020-08-22')"
2020-08-22,truite 2,urtica-dioica,1,"('truite 2', '2020-08-22')"
2020-08-22,truite 2,mentha-spicata,1,"('truite 2', '2020-08-22')"
2020-08-22,truite 2,persicaria-lapathifolia,1,"('truite 2', '2020-08-22')"
2020-08-22,truite 2,lathyrus-latifolius,1,"('truite 2', '2020-08-22')"
2020-08-06,truite 3,phlox-pilosa,1,"('truite 3', '2020-08-06')"
2020-08-06,truite 3,urtica-dioica,1,"('truite 3', '2020-08-06')"
2020-08-06,truite 3,salix-purpurea,1,"('truite 3', '2020-08-06')"
2020-08-06,truite 3,rosa-spinosissima,1,"('truite 3', '2020-08-06')"
2020-08-06,truite 3,sambucus-nigra,1,"('truite 3', '2020-08-06')"
2020-08-06,truite 3,rubus-rubus,1,"('truite 3', '2020-08-06')"
2020-08-06,truite 3,daucus-carota,1,"('truite 3', '2020-08-06')"
2020-08-06,truite 3,trifolium-pratense,1,"('truite 3', '2020-08-06')"
2020-08-06,truite 3,silene-vulgaris,1,"('truite 3', '2020-08-06')"
2020-08-06,truite 3,centaurea-scabiosa,1,"('truite 3', '2020-08-06')"
2020-08-06,truite 3,lotus-corniculatus,1,"('truite 3', '2020-08-06')"
2020-08-06,truite 3,chenopodium-album,1,"('truite 3', '2020-08-06')"
2020-08-06,truite 3,leucanthemum-vulgare,1,"('truite 3', '2020-08-06')"
2020-08-06,truite 3,centaurea-jacea,1,"('truite 3', '2020-08-06')"
2020-08-06,truite 3,cirsium-arvense,1,"('truite 3', '2020-08-06')"
2020-08-06,truite 3,galium-mollugo,1,"('truite 3', '2020-08-06')"
2020-08-03,truite 4,centaurea-jacea,1,"('truite 4', '2020-08-03')"
2020-08-03,truite 4,salvia-pratensis,1,"('truite 4', '2020-08-03')"
2020-08-03,truite 4,cichorium-intybus,1,"('truite 4', '2020-08-03')"
2020-08-06,truite 4,hypericum-perforatum,1,"('truite 4', '2020-08-06')"
2020-08-06,truite 4,silene-latifolia,1,"('truite 4', '2020-08-06')"
2020-08-06,truite 4,knautia-arvensis,1,"('truite 4', '2020-08-06')"
2020-08-06,truite 4,cirsium-arvense,1,"('truite 4', '2020-08-06')"
2020-08-06,truite 4,rumex-obtusifolius,1,"('truite 4', '2020-08-06')"
2020-08-06,truite 4,clinopodium-vulgare,1,"('truite 4', '2020-08-06')"
2020-08-06,truite 4,echium-vulgare,1,"('truite 4', '2020-08-06')"
2020-08-29,truite 5,trifolium-repens,1,"('truite 5', '2020-08-29')"
2020-08-29,truite 5,lotus-corniculatus,1,"('truite 5', '2020-08-29')"
2020-08-29,truite 5,rubus-rubus,1,"('truite 5', '2020-08-29')"
2020-08-29,truite 5,clematis-vitalba,1,"('truite 5', '2020-08-29')"
2020-08-29,truite 5,lamium-maculatum,1,"('truite 5', '2020-08-29')"
2020-08-29,truite 5,verbena-officinalis,1,"('truite 5', '2020-08-29')"
2020-08-29,truite 5,trifolium-pratense,1,"('truite 5', '2020-08-29')"
2020-08-29,truite 5,senecio-jacobaea,1,"('truite 5', '2020-08-29')"
2020-08-29,truite 5,galium-mollugo,1,"('truite 5', '2020-08-29')"
2020-08-29,truite 5,ranunculus-acris,1,"('truite 5', '2020-08-29')"
2020-08-29,truite 5,silene-vulgaris,1,"('truite 5', '2020-08-29')"
2020-08-29,truite 5,linaria-vulgaris,1,"('truite 5', '2020-08-29')"
2020-08-29,truite 5,potentilla-reptans,1,"('truite 5', '2020-08-29')"
2020-08-29,truite 5,rapistrum-rugosum,1,"('truite 5', '2020-08-29')"
2020-08-29,truite 5,malva-moschata,1,"('truite 5', '2020-08-29')"
2020-08-29,truite 5,daucus-carota,1,"('truite 5', '2020-08-29')"
2020-08-29,truite 5,medicago-sativa,1,"('truite 5', '2020-08-29')"
2020-08-29,truite 5,reseda-lutea,1,"('truite 5', '2020-08-29')"
2020-08-25,twann estuary,angelica-sylvestris,1,"('twann estuary', '2020-08-25')"
2020-08-25,twann estuary,calystegia-sepium,1,"('twann estuary', '2020-08-25')"
2020-08-25,twann estuary,cornus-sanguinea,1,"('twann estuary', '2020-08-25')"
2020-08-25,twann estuary,cymbalaria-muralis,1,"('twann estuary', '2020-08-25')"
2020-08-25,twann estuary,daucus-carota,1,"('twann estuary', '2020-08-25')"
2020-08-25,twann estuary,epilobium-hirsutum,1,"('twann estuary', '2020-08-25')"
2020-08-25,twann estuary,erigeron-annuus,1,"('twann estuary', '2020-08-25')"
2020-08-25,twann estuary,galium-mollugo,1,"('twann estuary', '2020-08-25')"
2020-08-25,twann estuary,geranium-rotundifolium,1,"('twann estuary', '2020-08-25')"
2020-08-25,twann estuary,heracleum-sphondylium,1,"('twann estuary', '2020-08-25')"
2020-08-25,twann estuary,hieracium-morulum,1,"('twann estuary', '2020-08-25')"
2020-08-25,twann estuary,lactuca-serriola,1,"('twann estuary', '2020-08-25')"
2020-08-25,twann estuary,lathyrus-latifolius,1,"('twann estuary', '2020-08-25')"
2020-08-25,twann estuary,lycopus-europaeus,1,"('twann estuary', '2020-08-25')"
2020-08-25,twann estuary,rubus-rubus,1,"('twann estuary', '2020-08-25')"
2020-08-25,twann estuary,rubus-caesius,1,"('twann estuary', '2020-08-25')"
2020-08-25,twann estuary,silene-vulgaris,1,"('twann estuary', '2020-08-25')"
2020-08-25,twann estuary,trifolium-pratense,1,"('twann estuary', '2020-08-25')"
2020-08-25,twann estuary,urtica-dioica,1,"('twann estuary', '2020-08-25')"
2020-08-25,twann estuary,verbascum-densiflorum,1,"('twann estuary', '2020-08-25')"
2020-08-25,twann estuary,vicia-cracca,1,"('twann estuary', '2020-08-25')"
2020-08-05,twann gorges,pseudofumaria-lutea,1,"('twann gorges', '2020-08-05')"
2020-08-10,weissenau,hippocrepis-emerus,1,"('weissenau', '2020-08-10')"
2020-08-10,weissenau,lactuca-muralis,1,"('weissenau', '2020-08-10')"
2020-08-10,weissenau,calystegia-sepium,1,"('weissenau', '2020-08-10')"
2020-08-10,weissenau,viburnum-opulus,1,"('weissenau', '2020-08-10')"
2020-08-10,weissenau,mentha-aquatica,1,"('weissenau', '2020-08-10')"
2020-08-10,weissenau,aria-edulis,1,"('weissenau', '2020-08-10')"
2020-08-10,weissenau,allium-carinatum,1,"('weissenau', '2020-08-10')"
2020-08-10,weissenau,viburnum-lantana,1,"('weissenau', '2020-08-10')"
2020-08-10,weissenau,filipendula-ulmaria,1,"('weissenau', '2020-08-10')"
2020-08-10,weissenau,lythrum-salicaria,1,"('weissenau', '2020-08-10')"
2020-08-10,weissenau,lysimachia-vulgaris,1,"('weissenau', '2020-08-10')"
2021-04-03,zukunftstrasse,viburnum-farreri,2,"('zukunftstrasse', '2021-04-03')"
2021-04-03,zukunftstrasse,quercus-suber,2,"('zukunftstrasse', '2021-04-03')"
2021-04-03,zukunftstrasse,prunus-avium,2,"('zukunftstrasse', '2021-04-03')"
2021-04-03,zukunftstrasse,viburnum-farreri,2,"('zukunftstrasse', '2021-04-03')"
2021-04-03,zukunftstrasse,quercus-suber,2,"('zukunftstrasse', '2021-04-03')"
2021-04-03,zukunftstrasse,prunus-avium,2,"('zukunftstrasse', '2021-04-03')"
2021-04-03,zukunftstrasse,viburnum-farreri,2,"('zukunftstrasse', '2021-04-03')"
2021-04-03,zukunftstrasse,quercus-suber,2,"('zukunftstrasse', '2021-04-03')"
